ID,Comments
28,"SCAMMER ALERT 🚨 If this guy slides in your DMs, just hit him with the #BlockAndRock and tell him “Na na na boo-boo, stick your head in doo-doo!” 🚫🤘🏻💩"
29,I thought he was at least decent defensively. Looks like a straight turd 💩 out there
30,No Labels is a pro-Trump super pac. Do not fall for their 🐃💩
31,So he’s making shirts that never need to be washed? BS 💩💩💩
32,Apprehensive. Yes. Start. Solid. Stick to the plan. No 🐎💩 Watch Jack.. both. 🤞🏽
33,"Many times I think David Icke has been right all long. It’s hard to imagine how humans can do this 💩 to other humans, mind boggling."
34,Are you gay and weak??? Yep!! You're a demented Liberal DemocRAT 🤣 🤭💩💯😊🤣🤭🤭💩💯😂
35,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
36,"Yeah, they're your rules and you're a dumb💩 so they are rules for dumb💩s ... 🤷"
37,Lol I clicked on your account and saw Chicago so I don’t even need to debate since you still voluntarily live in that 💩 hole
38,He had 3 in 18 seasons. Riley didn’t change 💩. OU won 10-12 games consistently before Riley clown
39,If Kim's mouth is open you know a lie be flying out. No one wants to hear a bag of bull💩 on repeat.
40,"Take 5 best relief pitchers in MLB right now add a 6th one that’s horrible. they are guaranteed to pick the 6th one and make it sound like they got a golden egg🤯😵‍💫 do they not understand it drags the whole team down, when the guys know there lead will get blown 70% of the time💩"
41,Do you need directions to bring your entire group of anti-constitution pieces of 💩 #NewYorkers with ya?
42,My sharty 💩a angel 👼 but she in love 🖤 wit a demon 😈
43,"Having to subscribe to read Dutton's 🐂💩, Tell Dutton, ""he's dreamen"""
44,"See, if you just stop these paychecks- a lot 🐂🐂🐂🐃🦬🐃🐂🐄💩💩💩💩💩 would cease"
45,I see my friend FRO doesn't have her account anymore. Well Kristen once again here's to you 🥃
46,No she’s a swamp leech and a marxist She has done zero for Aboriginals except make money off their sufferance Ask her how she made all of her wealth 👇😃🖕🇦🇺🇦🇺🇦🇺🇦🇺 #VoteNoAustralia
47,"Man + woman = life and non-extinction 🌈 + 🌈 = 💩 And only This is a biological and social logic Just the truth, not hate 😎"
48,Off you go to Putin's paradise 🤣🏴‍☠️💩🎯🏑🇺🇦🇫🇮🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🤔
49,🖕🖕🖕🖕🇮🇱💩🇮🇱😡but the zioterrorists destroying the Mosque property aren't extremists and criminals? Right? Go and f... yourself
50,It’s not a Republican ban is a freaking FDA issue. There’s something really wrong with AOC. Does she understand anything except stirring radical 💩?
51,"Just like the democraps weaponozing the FBI ,DOJ,and the about corruption.🖕💩🤯👎"
52,"The faces of women who do not have their jobs because they are educated or experienced, or competent. These are the faces of discrimination and got their jobs because they are women and of colour. They hateAmerica and should be terminated for not doing their jobs😜🤪💩🤡🖕"
53,Looks like more than a few of us here were out in “block lists”. Good! Means I at least don’t have to see their ignorant 💩
54,"Obviously, the driver had to 💩💩💩💩"
55,"Because they all 💩 their drawers at the prospect of being called “conspiracy theorists” by paid shills who do so in order to silence them. Ironic, huh?"
56,There’s no hope for you you’re from 💩 hole Oregon that’s says everything I need to know.
57,Wrap fiat in that ball of 💩
58,God please make it storm in ATL this is a 💩 show
59,I deserve to be protected but YOU don’t. What a pile of 🐪💩
60,"They are taking away our right to privacy in the senate by attempting to pass this 💩 into law! Read 👇👇 Then, they want us to have no privacy in a dressing room!! What other privacy will they attack next??"
61,Wow your a 💩 person
62,RED FALL releases day one into Xbox Game Pass meanwhile you Playstation fanatics paid $70 dollars for this PS5 exclusive dog pool 💩 a game so bad Square Enix what's nothing to do with it
63,"(I didn't mean to put the poop💩 sign,) because I get the frustration, but you're just saying f*** what they did. Don't you get that? And I get as a #BlackPanther fan it's like what the f***? However, that's not what they're doing."
64,"Yeah, He did after exterminate all the wicked people fron the face of the earth kind of like the Democ-rats. 🤣😂🤭😊 Pro-gay, pro-murder, God-hater.. 🤣😂🤭😊🤣😂🤭😊 read your bibles before opening your filthy mouths 💩😵‍💫💩😵‍💫 aiiiiiight 😉 🤣😂🤭😊🤣😂😂🤭😊🤭😂😊🤣🤭🤭💩"
65,"Bruuuuuhh... After all this school 💩 is gone, I feel the need to do everything I wanna do, because grrrrgrgrgr life wouldn't be so kind this time around. But most of the time I just want to chilax...."
66,"Exactly what someone who got vaccinated bc the government told him to, would say 🐓💩 🤪"
67,You know what you post is bullshit otherwise you would post rebuttals to back up your Bull💩 and you know it.
68,This story really pisses me off. I hope they appeal as far as they need to. These dip 💩 DAs all need to go.
69,"She mucks up everything she touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
70,Well that’s what you get from Biden. Pure 💩
71,"#TheCommunistView 🇨🇳🤡🤡🤡🤡🤡 Featuring..... #FreeRacistWilly ⛱️ 🐳 #BootBehar 🥾 🇨🇳💩 damn it, I got Behar on the bottom of my boots! 🤬 #WhoopiesWhiners 😫😫😫 Caryn ""Racist"" Johnson Goldberg! 🇨🇳🤬🤬🤬 I saw the interview where she was asked how she got her name. Her…"
72,You  AOC are both full of 💩💩💩💩💩
73,"Guess he's, as we would say in the States, a POS...or you guys might prefer píosa cacamais 💩💩💩"
74,"Listen looney lib do you think I give 2💩s about you? If you were on fire, I would not even piss on you to put you out. If you were drowning, I would throw you a freaking brick. That’s how I feel about your liberal freak agenda especially with children. You? Naval lint Tick Turd"
75,Only nazi's collect Nazi 💩
76,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
77,We damn sure don't do💩like this. But what gets me people like Cynthia G and other antiBlack male haters will 💩on Black American Men #FBA all day
78,"Why is my feed FULL of random blue check leftists spewing propaganda bull💩💩? I have never liked or commented on these people's posts, I don't even know who they are. I follow over 1500 people and yet barely see any of there posts. I am being force fed propaganda, anyone else?"
79,You have no shame? You add this Scam💩💩💩!!! 1- So Medic  Refit class's are and still broken for 10 season : we can't use shields in 75% of cases! 2- login issue for 3-4 seasons! And what you do????????????? You add a useless thinks in the game!!!
80,And none of that cheap drug store 💩 I want real good chocolate. 😁 Bougie chocolate
81,"I got so excited when I saw #TheOrville was trending, thinking it got renewed. No such luck. 😑"
82,"They all bunch of liars, can't believe the 💩 comes out of their mouths. It's all words, words, words."
83,That is a bunch of bull💩
84,This guy is called walking eagle So full of 💩 he can’t fly
85,"For sure. As a Duke fan, I buy all of the UNC memorabilia I can find, because its in the spirit of “never (lose) again.” That’s how it works, right? Who do you think is buying this load of 💩 you’re putting out there?"
86,You talk a lot of 💩 an embarrassment to Scotland
87,Aint this the truth 🙄
88,when people try and bring up Trae ranking for assists. Please remember he is 53rd in assist to turnover ratio. Which means those assists mean nothing. Couple that with 💩 defense and we have an average guard who is just a little guy and not a great shooter.
89,Anyways… distracting myself from all this 💩 by updating my threads
90,"Initiate several problem solving competitions - stage some public charrettes, do a open mic 5 minute limit of addressing SF prob/sol, create bath houses thst use vouchers earned with public service actions. Start a humanure composting project. 💩💩💩 street people safety patrol"
91,Holy 💩...a PP w/puck movement! Goal for #NHLBruins!
92,Na some of you fans be saying some bull💩 sometimes
93,That tequila hits different when you didn't plan on it 😌 Ahhhhhh
94,"I see beautiful fluffy clouds, Never saw white fluffy shit in the sky before !.............................😁😂🤣💩"
95,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
96,I see him getting into the game after a game where Tampa tries some dirty 💩.
97,Eventually trying to normalize this 💩
98,"Again. 80 -20. And Ron DeFascist and his destruction of your state , while painful, is exactly what you arrogant fools deserve. In short...the kids have had enough of your 🐂 💩. And you keyboard warrioring is just pissing in the wind."
99,I got my first stamp from the man who hurt me so badly 💩
100,Tennessee is on everyone’s 💩 list right now. And I’m soooooo here for it 💙💙💙
101,You were right not to watch Avatar. And The English Patient was so boring as well as pretentious. Both 💩
102,But where’s the giant Lego poo 💩?
103,"It just so happened to pop up because I have another account, but that's crazy. 😆 I can see if you were shouting for a NEW animated Black Panther series that should be on Disney Plus hell Iron Man and everybody else got something. However, you're beating a dead horse? 💩"
104,"What if we have AI do the extraction, reformatting and data entry? 💩🤡"
105,"Per the law, A person can be sold a stolen item w/o their knowledge of the item being stolen  be charged with a felony, but Clarence Thomas a Judge, said they told him, not reporting gifts was ok... Let the law do their job  Charge the 💩 out of him!"
106,Anyone who can hold a conversation with that 💩is no friend of Aussies.
107,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
108,"Hisssssssss! 👿💩☠ Btw, the rest of the thread did end up loading, if you haven't seen it yet. The deleted tweet was just a double post (but it looks so ominous now with the deleted notif, lol)."
109,Nope he'll just pat him in back and tell us all what a great job he is doing 🤦🏻‍♂️💩
110,"I can't bear listening to you talk. You sound ridiculous. Exactly how are you working for the Australian people. It seems to be you serve the WHO, WEF and your buddy Bill Gates. Have they guaranteed you another term in the rigged elections. Useless as 💩"
111,"Coming from a pedophile who rapes and murders children, including your own children. You are a traitor and sex trafficker piece of💩. How did that shot you took in 2019 feel? Did it hurt much?"
112,"Well if anyone knows a smear, it’s a 💩 smear like you"
113,Y’all mf’rs on crack 🤣🤣🤣🤣🤣 he ain’t going nowhere .. get that 💩 through y’all head
114,"It's so far from the truth it's beyond 🐂💩. She's only concerned about her ego and hiding the truth that she was unwelcome to spread her lies and divisive, nazi supported extremism. She is a nasty, selfish person."
115,Does a bear 💩 in the woods 👍
116,Just cook alll your food to DEATH AND KILL THE MRNA CRAP 💩 OUT OF THERE….
117,"So he doesn’t watch Fox at all but seems to know exactly what Tucker Carlson is talking about on his shows? Can we say, another full of 💩 politician?"
118,Sounds like is mentoring I agree with those who say Tennessee should get ZERO federal funding til they cut this 💩out. I stand with the #Tennessee2
119,Holy 💩 dude that’s awesome.
120,THIS!! 😂. Literally why I trust my husband so implicitly because his dating history was 🥴🤢. Look I make allowances but I DONE SEEN some 💩😂. He has his LASIK and he’s now more disgusted equally and we have both agreed the standards have changed. #pstheywerenothappyeither
121,"I’m arguing the overall list is young, and the future is therefore bright. I’m definitely not excusing yesterday’s mess as “age or experience”-related. They were just 💩 yesterday. Low in confidence, energy, resilience, with poor execution."
122,His money hidden 🤬as a fail developer/builder he left so many contractors out of pocket  filed for bankruptcy while having it stashed somewhere 🤨🐷🐍🐀🇷🇺💩👿🤢🤬🫣🤡🇮🇪🥹
123,"Man + woman = life and non-extinction 🌈 + 🌈 = 💩 And only This is a biological and social logic Just the truth, not hate 😎"
124,Palace/Chuck/Willy DESPERATION that they had to pay you to write this bull💩 article?
125,"Hey crisis actor, Our forefathers, nor those of who oppose you today give two 💩💩about your Marxist family. SHALL NOT BE INFRINGED."
126,We need more of that 🔥 she brought. You should be taking notes from not 💩on her.
127,"Because will do anything to snag attention for his articles and pieces that are often void of any accurate content. He is a 💩 stirrer, nothing more."
128,More 🐂💩‼️
129,"Hey Andy, you insurrectionist. The Tennessee legislature showed its true colors. Punish rule breakers but allow assault weapons to remain legal. You are a piece of 💩"
130,Who else is scrambling to add T*E*M*U to your list of blocked words right now? 🤬🖕💩#svengoolie
131,Update: Who thinks 2 generations? 💁‍♂️🌞💩
132,🐂💩🐂💩🐂💩🐂💩everyone has the right to do whatever pleases them provided it is consensual ... people do not need to have anything foisted upon them and no life nor cause is worth celebrating more than another!
133,Daaa. Does a bear 💩 in the woods
134,Let me spell this out so even you understand. This is from the Cleveland Clinic it says you check for a ventral hernia which is what is listed in the guide that an AME should check with a abdominal exam it say nothing about turn your head and cough. You are full of 💩
135,"You should be at the same situation when someone points their gun right at your face, piece of 💩"
136,"Just because of the little rocket Elon has.. In his hands, I don't know what he is packing.. I don't wanna know.. Ok maybe..🙄🙄🙄😅😂💩💩"
137,Omg I need a new bathroom. Mine is so old! I have to hold the flusher forever to get the poop 💩 down! Imagine that! Please help correct this situation! I’ll let you film when it’s done but will not demonstrate me on the bowl flushing for the before picture! #TheRenovatorHGTV
138,"Have fat malabsorption. Etiology still unknown. Ugh!!! So I totally get this. Congrats!! Lol! Plus, as a dietitian it’s my job to ask about bowel habits so I’m used to talking about 💩"
139,✂️ the 💩 :
140,WTF are you talking about? You tried to overturn a legal and fair election. Nothing is worse than what you did you pathetic PO 💩
141,So no free speech on SFSU campus? That’s nothing to be proud of 🤡💩
142,This team is 💩
143,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
144,💩と💩
145,I need a new bathroom. Mine is so old! I have to hold the flusher forever to get the poop 💩 down! Imagine that! Please help correct this situation! I’ll let you film when it’s done but will not demonstrate me on the bowl flushing for the before picture! #TheRenovatorHGTVtonight
146,Where does he get his information? He's full of 💩
147,What is the value of $BEAM in ~4 years IF… $VERV-101 is near approval BEAM-101 near approval 201 near approval 301 ~1yr from approval 302 ~1.5yrs from approval ESCAPE with ~2 years of data All best in class/great data If economy/inflation isn’t 💩 I can’t see it  $20b
148,Well there's just so many buttons that the demonrats can push and one day 💩 will hit the fan
149,"Ok, send your floating coffins then 😂🤣🇺🇲🕳️💩👎"
150,LIV players greedy💩that take MBS blood money? No thanks
151,Bro when tf are these 🐕 💩 Warzone 2 getting upgraded? They’re such a terrible experience and they make billions of dollars. Activision is so greedy
152,Do you think we don’t have long term focus due to our election cycle? What if we made it where Presidents when elected served one 10 year term and could not run for reelection? Just throwing 💩 on the wall and seeing what sticks. So far I just have a stinky floor.
153,I tweeted the 🍊💩 once. So are the Democrats liberal do nothings or Radical Left? Is that like your cake  eat it too? My son talked me into moving back to TN. I'm cold  it's no better than FL. I blessed out 2 GOP fools for saying insurrection over a protest.
154,Oh please. 1. She’s taking a page right out of AOC’s playbook. It’s ugly. That broad needs to go to the Border and do her job that she has ignored from day one. Grandstanding on Bull 💩! Pg 1 of the Democratic Playbook!
155,More 🐂💩 word worthless now to everyone except MAGA.
156,Ashamed to say he is Irish but a gowl 💩🇷🇺🤬🤨🐷🐍🐀🤡🇮🇪
157,She's so full of 💩. We've seen this far too many times w/ her. 😂😂
158,They give zero 💩 thst people will get laid off and revenue will tank. But the pronoun….
159,I wish they could film Jen Shah in prison… Because you know there’s some weird 💩 going on.
160,I'd say not😂
161,"HelenYee,why even respond?Misery like that doesn't deserves a response or any attention.Leave that 💩alone.Starts stinking up the place.Classy response tho👍🏽"
162,LMFAO 🤣 Just beat Jazz G league team in OT Bashed by the Clippers Just beat Suns G League team Lakers are 💩 😂😂😂
163,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
164,🤮 can't stand his voice or watching him in a video...I usually fast forward it cause all that comes out of his pie hole is 💩
165,"IM REALLY A 🥶 YOUNG NIGGA, AN GUESS WHAT? I RUN MY OWN PROGRAM MAFIA"
166,I lived in NY and i know their culture. It’s very incestuous. I can say that your social standing is incredibly important. I have seen his illustrations. 💩
167,Absolutely 💩💩💩💩💩💩💩💩 fake made up “Caucasian Albania” fictional history even during Easter time the terrorist aliyev regime of made up azerbaijan continues its hatred against Armenia Armenians and Christianity! Stolen occupied Artsakh/ Armenian lands
168,"Critic Rufus Peckerslim ""Edger Allan Poe shitfaced on blow. I give it 10 💩's"""
169,And you are just full of 💩💩💩💩💩💩💩💩💩💩💩💩
170,💀💀 seriously i feel kinda mean tho for thinking that
171,They’re all hurt but Joe show went to 💩 when they left
172,The rest of Canada - Follow the ConZ money! Look at Doug Ford and READ and know the FACTS. Don't spew PP's 💩- Use your own brain! Don't be part of the ConZ Sheep. Good Luck.
173,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
174,"If you don’t want people to comment on your 🐂💩, don't post it on a public forum."
175,This is our difference. We owned you bc you are no different from Chimpz.💩
176,Such a piece of 💩.
177,Wow! This brief is truly 🔥💩!! It claims that it shouldn’t have been approved. Since it was approved the FDA has not collected data on adverse events (false). It claims the harm is to doctors who did not receive enough education and were therefore subject to lawsuits. They are
178,I just proved your thread is full of 🐂💩but you do you boo.
179,Why I don’t want the media embedded with me? This 💩 right here will get people killed.
180,Such a magical season…Barely above .500 Wow…Dreams really do come true! 💩🎤
181,Fly to h🔥ll and take your #PlandemicAccord with you! 🖕🖕🖕🖕🖕💩💩💩💩💩
182,Why not just disclose somthing so very generous just in case something like this happens? CYA right? Or... they knew it was shady as 💩.
183,IN THEIR FILTY DISGUSTING DREAMS!!🤮💩👎👎 BUT THAT'S NEVER GONNA HAPPEN IN REAL LIFE!! KEEP DREAMING YOU FILTY DISGUSTING PIECE OF CRAP!!💩🤮💩🤮👎👎👎👿👿👿🤮💩👎👎👎
184,"The person who let her crawl out of the bucket in maternity should be ashamed ..to help with the cost of living crisis, they should sell tickets to go n 💩 on her grave..£££billions raised"
185,That outta get alot done...... that's gonna change the voters minds. 🤣🤣🤣 Kamala's approval rating is hot 💩...ijs
186,Tha amount of SHIT💩 I handled today at work make me wanna quit fr😂
187,WTF did this I get a Notification for this 🐂🐂 💩💩 . But since it did. #AllAboutTheU #LetsBeJerks
188,So you have the two major parties swapping racist narratives for votes But it's two guys on twitter worried about the shift rightwards that you think are the racists 🤣💩
189,"😂🤣😂🤣😂 Kelly didn't just lose, he was dragged like a wet sack of 💩!. Dan Kelly the loser with 2 L's. 🤣😂🤣😂 🖕M.A.G.A."
190,Love this film....scared the 💩out of me when I 1st saw this...
191,Consistency across the whole season?! He was just in a massive shooting slump for an extended period where he was shooting under 30% 😂. His 3 point shot has been almost non-existent all year. If it wasn’t for free throws he would be average and 💩 defense.
192,At 18 it should not be allowed to pull out loans like this. This is the one thing I agree with dems on. Everything else is 💩
193,Queer Milley is a PO💩💩💩💩💩
194,The entire woke criminal crazy west coast needs to be “set adrift” like the penal colony it has become. Shame on them for their 🐂💩policies and social injustices they perpetuate!🤦‍♀️
195,RECALL POOPSCUM..RECALL POOPSCUM!!!💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩😡
196,"I started pushing trollies at the local supermarket at age 14 so what's you 🍆🍩 point ABC........another country city 🐃💩 space filler guessing people don't want 5o move for a lowly hour job with expensive rental, (good for the kids)"
197,Slid it out of the 💩 wash that top bill
198,Ck this 💩 out
199,So true! Some think their vote won’t count. The last 2 elections proved our votes count! That’s why they’re trying so hard to suppress it!! They are desperate and grabbing power anyway they can! We must stay on top of this crazy 💩! VOTE!
200,"DaQueen speaks bull💩, read the FEC report the money paid for the non disclosure did not come from campaign funds.🤡"
201,No wonder that Kirby piece of 💩 has no Twitter. His BS would be called out instantly.
202,Boycott all companies that promote transgender queer 💩💩💩
203,"Disagree on which is which but 100% agree on the premise. I see: BTC = finite gold ETH= js tooling XTZ, XDC, XLM = fintech CeFi NEAR = key management and bespoke tools DOT = specialized managed services Cosmos assets (not ATOM) = direct services MATIC = loyalty points BSC = 💩"
204,"Come into my mentions with your💩, bro."
205,"What's really strange is that there no dates for when this poll was meant to be done, no pictures of said poll or anything that would prove the poll was even done, it's almost as if it's made up bull💩"
206,Yes please! PP plus 🦇💩🤡danielle smith and all ucp mla’s!!
207,🤣😂🤣😝😝😝🤣😂🤣😝🤣😂🤣😝🤣 it never happened. Trump won all 50 states in 2020 and these communist Democrats cheated their asses off. It’s not gonna work in 2024 so F YOURSELF U 💩4🧠’s
208,It must be nice to know you could 💩 all over an album and your fans will gobble that up anyway. He is the only member than can proudly say to have the fandom behind him
209,Portrait of a (Expletive delated ) piece of 💩. Good olde commie harris.
210,"So, if a tabloid said she was dating a guy, she would date one as a joke? Then whine because her target demographic called her out? These Alphabet Soup people do outrageous 💩for attention then claim it was all a joke"
211,They could take advantage of it and promote tops and genital protection cups at the same time 🤷🏻‍♂️😂😂💩
212,"Guys! Guys! New libel just dropped to rxcuse the fireworks in Al Aqsa and, I gotta say, it is🥇for originality! 😘👌🏻 🐐 💩"
213,"JAJAJJAJAJAJJAJJAJAJA, the biggest joke 🤣🤣 all solos stans are the same nasty pieces of 💩, none of you are different from the other one, fvck off"
214,"Check, the man in the mirror Ur not calling out nothing nor interfering with anything by using #STT You only get the flies that like 💩💩💩 over honey"
215,"We already have laws against mass murders so how will yet another law stop it? Read 'Behold a Pale Horse', by William Cooper, 1991, read chap12, page225  stop posting your🐂💩before making yourself aware of anarcho-tyranny  Eric Holder's brainwashing tactics."
216,"You're full of 💩. So that you know, I laugh at you and your kind."
217,He also collects communist related items and has publicly stated threat he does not support repressive regimes …This tweet definitely needs to point out and call out your bullshit 💩 🤦‍♂️ 🤡 🌎
218,"You don’t have time for the January 6th protestors because they were republicans and your ass 3 buddies are democrats, but you wouldn’t play politics would you? 🤮💩🤡"
219,How about taking that 💩to the southern border kamala!
220,"Lmfao Speaking the truth, acknowledging the biological fact of what an actual woman is. Standing up for real women in women's sport and advocating for real women promoting women's products is ""bull💩"" NO OF COURSE YOU'RE NOT PETTY OR BIGOTED. Hypocrite!"
221,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
222,Don’t y’all hate when folks busy like you know u the only person I be talking too 😒
223,"Ah, another piece of 💩 here, I see."
224,"If you don't have an access to the israel settlers terrorism footages I can show you some, I support Hamas I support Hamas Retaliation to Israel💩. Long Live Palestine.🇵🇸❣."
225,Lost last three elections and with these bull💩 policies the GOP will lose again in 2024. You double down on an agenda America rejects?
226,"Xhaka 💩 will not turn up tomorrow, a game of tomorrow’s intensity is far too challenging for and is way above his mediocre skill level. Replace him with Alexis Mac Allister"
227,Yes who cares what that bloated bag of 💩💩 says
228,Cover that 💩 up
229,"If I showed u pic of dog💩 u can tell it’s dog sht u don’t need me to bring u some so u can feel, smell and taste it to convince u it’s dogsht"
230,Most useless organization ever they don’t do 💩
231,I’ll end this conversation as I do not wish to continue distracting your from your dinner. Enjoy💩🍽
232,Real reason they all regurgitate the same 💩....MONEY.......🤡💩 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
233,R A C I S T piece of 💩
234,What a piece of 💩.this is the blood on the hands of those that ignore the law... giving probation !!!!!..they are responsible for this baby's death.
235,God knows my heart but this would make me lose my 💩
236,🕷️吃💩就好 吵啥😅
237,Wow - you really are a piece of 💩.
238,"A corrupt unionist and perfidious lying tax stealing little cnut “I can find that for you, pay em enough that will happen” 🖕😃🇦🇺🇦🇺🇦🇺🇦🇺"
239,Using logic against someone who uses a line of 🐂💩will always bewilder the latter! But I get you  agree! Good try!
240,Hate to tell you this: your vote means 💩. And in 20 months max it’ll mean absolutely nothing at all. Deflate your head.
241,They push guns but are total chicken 💩s.
242,You be saying some the wildest 💩😂😂😂😂😂😂
243,I’ve given up on Disney. Your CEO is a piece of 💩.
244,"As a decent human being and a man, you recognize real pieces of 💩 immediately for what they are! Good men WILL NOT do certain things, exposure of Thomas’s character  behavior up to this point shows he was what Ms. Hill said and MORE!!!"
245,lol 💩
246,So does it make you feel good to 💩 on the guy?
247,You are no commercial pilot I saw in another post that you get physical’s when you change jobs. Why would you need to do that if you were getting annual physicals you are full of 💩
248,"Bless well you can just get ridiculed all over twitter for 💩 it, so tough you need you hide behind a block 🤡 enjoy getting owned"
249,yes #shitonthefrench 💩💩💩💩💩🇫🇷🇫🇷🇫🇷🇫🇷🇫🇷🥖🥖🥖🥖🥖🥖🚫🚫🚫🚫🚫🚫🚫
250,This!! Can you imagine 😂 ✨ plumber wife 💩🔧😃 ✨
251,He's an old man with 🧠💩dementia
252,This the Chicago I know love and remember ion know bout this new 💩 y’all turning the city into
253,"Musky 🤬💩up, but we’re finding our friends! 💙"
254,Try again. Your misinformation isn't worth 💩.
255,"Ahh okay, that makes sense ! 😂 was.a bit worried for a sec there hahahaha"
256,"my marauders head cannons 😗 i have more if anyone wants a pt.2 and if mine r different to urs who cares just don’t have a go at me lolz anyway if anyone wants to be mutuals i am more than willing, DM me 4 my snap/insta 💩 #marauderstwt"
257,"He mucks up everything he touches! So what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead????? 💩💩💩💩💩💩💩💩"
258,All the above let’s face it they do think their existence is important but what have they both done to improve their or anyone else’s life I’ll wait here for the truth Quick One Tear Left 👁️ Go!! 💩
259,What do they have it as now? Not even 30%? What a load of 💩 Shorts never closed. 🚀🚀🚀
260,"Heya just the average day of recognising💩poster made me laugh. But yep, seen this happen to our farm dog, we had to throw sticks at it to make it swim off."
261,They say don’t put a time on it just live but I really don’t want to be 50+ still working hard af bc I had to raise children that probably won’t even amount to 💩 such as myself 😂 I really want to give us a jumpstart on this 💩 fr
262,"Tensions between House GOP leaders complicate hopes of passing crucial bills via Well What did you Expect after McCarthy gave away all his Power to the MAGA 💩Heads all they do is Investigate, and Probe. All of which will go nowhere."
