ID,Comments,raw text,emojis
26,my auntie just saved the day with this plate  in finna make some jiffy 😋,my auntie just saved the day with this plate &amp; in finna make some jiffy ,['😋']
27,can’t wait 🥵,can’t wait ,['🥵']
28,i know i'm a little late but excuse me sir 🥵,i know i'm a little late but excuse me sir ,['🥵']
29,love those spicy pencils! 🥵🔥🥵🔥🥵🔥,love those spicy pencils! ,"['🥵', '🔥', '🥵', '🔥', '🥵', '🔥']"
30,"lust from beyond reminds me so much of the . which inspired the other?
lust from beyond is a very dark horror and very erotic themed adventure game with many chapters 🥵

download the first here on #steam","lust from beyond reminds me so much of the . which inspired the other?
lust from beyond is a very dark horror and very erotic themed adventure game with many chapters 

download the first here on #steam",['🥵']
31,"looking at the pics and videos from the alumni picnic yesterday, this nigga still look good 🫣🫠😮‍💨🥵","looking at the pics and videos from the alumni picnic yesterday, this nigga still look good ‍","['\U0001fae0', '🥵']"
32,"well this is hot as fuck and no slow burn if anyone's in the market for a spicy vampire romance 🥵🔥 i'm only 50 pages in, but i'm on fire and living for it","well this is hot as fuck and no slow burn if anyone's in the market for a spicy vampire romance  i'm only 50 pages in, but i'm on fire and living for it","['🥵', '🔥']"
33,"check out my #fire 🔥🥵 #song ""i'ma eat"" i'ma beast when it comes to writing something catchy! 

#newmusic
#newmusicmv
#unsignedartist
#水星の魔女
#เป็ดพรีเมียม
#rappers
#musician
#lgbtq
#inclusive
#weekend","check out my #fire  #song ""i'ma eat"" i'ma beast when it comes to writing something catchy! 

#newmusic
#newmusicmv
#unsignedartist
#水星の魔女
#เป็ดพรีเมียม
#rappers
#musician
#lgbtq
#inclusive
#weekend","['🔥', '🥵']"
34,what??? what were you talking about again?? 🍑 🥵,what??? what were you talking about again??  ,['🥵']
35,"*lick, lick, slurp, slurp* please i beg, can i bite those protein sacks so they burst in my beta mouth and convert my mind into your sissy cuck forever? a spaded command seal should appear on my stomach ensuring i cannot disobey you or your bbc kings 😍🥵♠️🙏","*lick, lick, slurp, slurp* please i beg, can i bite those protein sacks so they burst in my beta mouth and convert my mind into your sissy cuck forever? a spaded command seal should appear on my stomach ensuring i cannot disobey you or your bbc kings ♠️","['😍', '🥵', '🙏']"
36,honestly tha nicest guy.  we balanced each other. i was a bit of a prick-  he got me out of a few shifty situations- by taking blame?! for any trouble. it was crazy!! i even asked him why. 🥵 never said a word. i’m just talking at this point. 🍻💚💚,honestly tha nicest guy.  we balanced each other. i was a bit of a prick-  he got me out of a few shifty situations- by taking blame?! for any trouble. it was crazy!! i even asked him why.  never said a word. i’m just talking at this point. ,['🥵']
37,"rt game 🥵 

✅ 4/4/4 

✅ 4 comments max 

✅ 30 minutes 

let’s hit this cash cunt harrrd. deposits paid 💸","rt game  

✅ 4/4/4 

✅ 4 comments max 

✅ 30 minutes 

let’s hit this cash cunt harrrd. deposits paid ",['🥵']
38,so fly you're basically an easter chimcken 🥵,so fly you're basically an easter chimcken ,['🥵']
39,not being rude or anything aliya but... that glow up 🥵❤️.,not being rude or anything aliya but... that glow up ❤️.,['🥵']
40,stupid bitch ain’t got no money how can she keep it a band 😂💯,stupid bitch ain’t got no money how can she keep it a band ,['😂']
41,my boyfriends mom just sent me old photos of him…  has always been a walking thirst trap 🥵😍😍,my boyfriends mom just sent me old photos of him…  has always been a walking thirst trap ,"['🥵', '😍', '😍']"
42,🔥🤯😎🥵 whoa those men are hot.  🤩💕, whoa those men are hot.  ,"['🔥', '😎', '🥵']"
43,"flaming hot sucubus jenny! 🖤 🥵 such gorgeous artwork, you encompass positive emotion and beauty in your drawings so well! :-3","flaming hot sucubus jenny!   such gorgeous artwork, you encompass positive emotion and beauty in your drawings so well! :-3",['🥵']
44,gold coast take the win for sure i mean the black leather pants 🥵,gold coast take the win for sure i mean the black leather pants ,['🥵']
45,people who use “🥹” wanna get fucked so badly,people who use “” wanna get fucked so badly,['\U0001f979']
46,breathe in and out i want to breathe him in and out 🥵,breathe in and out i want to breathe him in and out ,['🥵']
47,"yo i’m finally early, these guys are smashing it 🥵","yo i’m finally early, these guys are smashing it ",['🥵']
48,klay with 14 points in 3 minutes 🥵,klay with 14 points in 3 minutes ,['🥵']
49,all these bunny suits today 🥵,all these bunny suits today ,['🥵']
50,damn n u was holding it just right too…👀🥵💦🍑🤪,damn n u was holding it just right too…,"['👀', '🥵']"
51,i love me a good falling off the bone oxtail 😋,i love me a good falling off the bone oxtail ,['😋']
52,but it's a dry heat! 😆🥵,but it's a dry heat! ,['🥵']
53,"omg lee i beg you, give me both of these pictures 🥵","omg lee i beg you, give me both of these pictures ",['🥵']
54,oh thats hot like really hot 🥵,oh thats hot like really hot ,['🥵']
55,oh snap. i’m missing out on homecoming 🥵😵‍💫,oh snap. i’m missing out on homecoming ‍,['🥵']
56,hot commodity 🥵💚,hot commodity ,['🥵']
57,i only just witnessed how good looking alhaitham is 😤🥵,i only just witnessed how good looking alhaitham is ,"['😤', '🥵']"
58,you couldn’t be more wrong it’s not a pop concert 🥵,you couldn’t be more wrong it’s not a pop concert ,['🥵']
59,there is that thing my grandmother used to bath us when we had fever 🥵. some bitter green juicy leaves,there is that thing my grandmother used to bath us when we had fever . some bitter green juicy leaves,['🥵']
60,"woohoo, the yankees win, the yankees win 5-3! start spreading the news! a pair of hr for the captain! loving this holmes! 🔥 series win! #repbx  🥵 🥳🙌🏻👏🏻❤️💣🎉 🔥 ⚾️ 👑 🤌🏻","woohoo, the yankees win, the yankees win 5-3! start spreading the news! a pair of hr for the captain! loving this holmes!  series win! #repbx   ❤️  ⚾️  ","['🔥', '🥵', '🥳', '🎉', '🔥']"
61,i’d prefer playing with you then any of them beaut 🥵😜,i’d prefer playing with you then any of them beaut ,['🥵']
62,"i wanna give the reminder that if you like my stuff, you can listen to my full library of erotic audios via onlyfans ($7.45) or fansly ($5 or $10). you can buy individual clips for $50 or commission for $50 💜😘","i wanna give the reminder that if you like my stuff, you can listen to my full library of erotic audios via onlyfans ($7.45) or fansly ($5 or $10). you can buy individual clips for $50 or commission for $50 ",[]
63,i ain’t revealing shit. this will is my little realm of 2d and you’re all living in and with it 🥵,i ain’t revealing shit. this will is my little realm of 2d and you’re all living in and with it ,['🥵']
64,"honestly i agree. i thought this was easily the weakest portion of the fight in ubw, but this is kinda fire 🥵","honestly i agree. i thought this was easily the weakest portion of the fight in ubw, but this is kinda fire ",['🥵']
65,"new nba record created by the  
55 points in a quarter 🥵 
#dubnation","new nba record created by the  
55 points in a quarter  
#dubnation",['🥵']
66,the underbelly shots are the hottest 🥵❤️‍🔥,the underbelly shots are the hottest ❤️‍,"['🥵', '🔥']"
67,you need to put a warning ⚠️ on your pictures 😨🥵😀😀,you need to put a warning ⚠️ on your pictures ,"['😨', '🥵']"
68,"niggas gettin fast money cause they gat no patience 
still leave fast…🥵💔","niggas gettin fast money cause they gat no patience 
still leave fast…",['🥵']
69,"i was looking for a perfume for you and i accidently try it on me, and i have also bought it! you ruined my surprise with your stupid jealousy! 🥵","i was looking for a perfume for you and i accidently try it on me, and i have also bought it! you ruined my surprise with your stupid jealousy! ",['🥵']
70,i’m thinking about it. i’m feeling this red. 🥵,i’m thinking about it. i’m feeling this red. ,['🥵']
71,still ain't over this 🥵,still ain't over this ,['🥵']
72,"had a great cam session with her....
she's sizzling hot 🥵","had a great cam session with her....
she's sizzling hot ",['🥵']
73,clawing at the curtain aith this visual. i am defo imagining. 🥵,clawing at the curtain aith this visual. i am defo imagining. ,['🥵']
74,"well that is quite harassing, but pro inkbrush players.. 🥵","well that is quite harassing, but pro inkbrush players.. ",['🥵']
75,"it's crazy because the chemistry btwn amy and paul was super hot in the bedroom. 🥵 but, she can't be playing in her husband's face so hard telling him he's bad in bed all the time. 😩🥲🫢 #beefnetflix #beef #beefep7 #beefnetflixep7 #aliwong #stevenyeun","it's crazy because the chemistry btwn amy and paul was super hot in the bedroom.  but, she can't be playing in her husband's face so hard telling him he's bad in bed all the time.  #beefnetflix #beef #beefep7 #beefnetflixep7 #aliwong #stevenyeun","['🥵', '🥲']"
76,"why did he grab her like that😩🥵
real question… do we wish we were tyler or do we wish we were wednesday?","why did he grab her like that
real question… do we wish we were tyler or do we wish we were wednesday?",['🥵']
77,both of my boys are so beautiful 🥵😍,both of my boys are so beautiful ,"['🥵', '😍']"
78,the big baby 🔥🔥🥵,the big baby ,"['🔥', '🔥', '🥵']"
79,gotta know ain’t nobody looking at that hair😍😍😍🥵,gotta know ain’t nobody looking at that hair,"['😍', '😍', '😍', '🥵']"
80,it’s honestly surprising that this is my first swerve thirst post.   cause the man be fine as fuck. 🥵,it’s honestly surprising that this is my first swerve thirst post.   cause the man be fine as fuck. ,['🥵']
81,i'm about to start putting up my degenerate wall 🥵,i'm about to start putting up my degenerate wall ,['🥵']
82,lol i wanna wear a flannel today so post to be like 80 tho 🥵,lol i wanna wear a flannel today so post to be like 80 tho ,['🥵']
83,i love when garlic gets infused in the chicken/beef. 🥵,i love when garlic gets infused in the chicken/beef. ,['🥵']
84,third player in history to make 300 3-pointers in a season 🥵🗣️ #warriors,third player in history to make 300 3-pointers in a season ️ #warriors,['🥵']
85,ohmygod joy. she did that like it's part of the steps. 🥵,ohmygod joy. she did that like it's part of the steps. ,['🥵']
86,"if i had to speak about love, i’d tell them about metalhead couples 🥵","if i had to speak about love, i’d tell them about metalhead couples ",['🥵']
87,he is so hot omg 🥵😍💜,he is so hot omg ,"['🥵', '😍']"
88,they’re so hot omg 🥵,they’re so hot omg ,['🥵']
89,"the latest on the $btc pump was hot, from -$390 close to liquidation at profits sheesh 🥵","the latest on the $btc pump was hot, from -$390 close to liquidation at profits sheesh ",['🥵']
90,"everybody that could make it out. made it. but they had to have, a funeral for the 1 soldier.  🥵","everybody that could make it out. made it. but they had to have, a funeral for the 1 soldier.  ",['🥵']
91,the new vicious biscuits 🥵,the new vicious biscuits ,['🥵']
92,"make sure to mark the rest of my body, everyone needs to know that i'm your little princess bitch 🥵😳😈","make sure to mark the rest of my body, everyone needs to know that i'm your little princess bitch ",['🥵']
93,gahhh not the tongue imagery again 😩🥵 this man is going to be the death of me.,gahhh not the tongue imagery again  this man is going to be the death of me.,['🥵']
94,he is so hot 🥵,he is so hot ,['🥵']
95,aaaah... but did you know if they eat right and drink enough water it taste pretty good... tmi but the most recent cum i've had taste super sweet and i could have that all day every day 🥵🤤,aaaah... but did you know if they eat right and drink enough water it taste pretty good... tmi but the most recent cum i've had taste super sweet and i could have that all day every day ,['🥵']
96,i need to but on y’all bd face 🗣️🥴🤣🤣🤣,i need to but on y’all bd face ️,"['🤣', '🤣', '🤣']"
97,i don’t know how u cope 🥵,i don’t know how u cope ,['🥵']
98,my fave breaking out 🤦🏽‍♀️,my fave breaking out ‍♀️,[]
99,"i wonder which adoptees that he hasn’t blocked! the happy, fogged ones, i’m guessing 🥵","i wonder which adoptees that he hasn’t blocked! the happy, fogged ones, i’m guessing ",['🥵']
100,the tension between the captain and maria is 🥵,the tension between the captain and maria is ,['🥵']
101,"ticket settle 

send your winning ticket on sporty and 1xbet

two boom same day 
could have been 4 if not one cut 🥵","ticket settle 

send your winning ticket on sporty and 1xbet

two boom same day 
could have been 4 if not one cut ",['🥵']
102,you just keep making these more beautiful.  i’m loving the red hair. might have to dye it after seeing that one. 🥵,you just keep making these more beautiful.  i’m loving the red hair. might have to dye it after seeing that one. ,['🥵']
103,this mix is fuckeddddd homie 🥵🔥,this mix is fuckeddddd homie ,"['🥵', '🔥']"
104,only reason to watch shazam 2 is for her 🥵,only reason to watch shazam 2 is for her ,['🥵']
105,seeing feds with weapons other than handguns is always so flipping satisfying 🥵,seeing feds with weapons other than handguns is always so flipping satisfying ,['🥵']
106,name an #adoptee that al hasn’t blocked 🥵 he’s poison,name an #adoptee that al hasn’t blocked  he’s poison,['🥵']
107,this is for real 🥵,this is for real ,['🥵']
108,make he paste  aza under comments section make i add him 3k 🥵🤝🫂,make he paste  aza under comments section make i add him 3k ,['🥵']
109,🤔 i wonder why they( the supposed winners) are still fighting esp the person they claim came 3rd 🥵😂, i wonder why they( the supposed winners) are still fighting esp the person they claim came 3rd ,"['🤔', '🥵', '😂']"
110,"oh yes i'd love to be held in your strong embrace while you absolutely blow my back out, please keep my soft body pressed down while you destroy my ass 🥵😈","oh yes i'd love to be held in your strong embrace while you absolutely blow my back out, please keep my soft body pressed down while you destroy my ass ",['🥵']
111,lisa manoban is the hottest girl you will ever meet 🥵🔥  #lisa,lisa manoban is the hottest girl you will ever meet   #lisa,"['🥵', '🔥']"
112,"lou howell — cc edition. 🤤 

abbi may be a noncommittal sim, but they certainly have fun together. and, i can’t say i blame her. 

🥵 

(he’s also no longer a werewolf, i love occults but don’t want to play w/ them in this save, oops.)","lou howell — cc edition.  

abbi may be a noncommittal sim, but they certainly have fun together. and, i can’t say i blame her. 

 

(he’s also no longer a werewolf, i love occults but don’t want to play w/ them in this save, oops.)",['🥵']
113,"wooou! night of tezos is sold out 😮💜🥵
thank you to all the collectors, i am thrilled to feel so much support! 
how good it feels!

gracias amigos!!! 💜","wooou! night of tezos is sold out 
thank you to all the collectors, i am thrilled to feel so much support! 
how good it feels!

gracias amigos!!! ",['🥵']
114,"i honestly don’t give a hoot about mls anymore; but seeing kansas pity at the bottom, man, that is priceless 😅😂 the 7 fans that support the team are like ‘yessss! now we can get that no. 1 draft pick!’ 🤣🥵🤣🥵🤣 wheezing","i honestly don’t give a hoot about mls anymore; but seeing kansas pity at the bottom, man, that is priceless  the 7 fans that support the team are like ‘yessss! now we can get that no. 1 draft pick!’  wheezing","['😅', '😂', '🤣', '🥵', '🤣', '🥵', '🤣']"
115,jhm is scorching hot! 🥵 🔥,jhm is scorching hot!  ,"['🥵', '🔥']"
116,i'm sorry but is it weird that i want him to talk me into an orgasm. his voice is so hot 🥵🔥,i'm sorry but is it weird that i want him to talk me into an orgasm. his voice is so hot ,"['🥵', '🔥']"
117,"a lil smoke sesh with the roomie never hurt 🥵

awesome piece 😍","a lil smoke sesh with the roomie never hurt 

awesome piece ","['🥵', '😍']"
118,i’m single bout to have a ball tonight 🥵,i’m single bout to have a ball tonight ,['🥵']
119,knowing me probably like 6months at most 😂,knowing me probably like 6months at most ,['😂']
120,perfection .. 🥵,perfection .. ,['🥵']
121,replaced my night chai with rooh afza. it's too hot 🔥🥵,replaced my night chai with rooh afza. it's too hot ,"['🔥', '🥵']"
122,"hairy kitty 🤢
clean shave kitty 🥵
french cut kitty 😵

~ khatri ✒️","hairy kitty 
clean shave kitty 
french cut kitty 

~ khatri ✒️",['🥵']
123,we pause for miss sprite 🥵,we pause for miss sprite ,['🥵']
124,girllll this is a hot mess right here😮‍💨🥵,girllll this is a hot mess right here‍,['🥵']
125,first training back 🥵,first training back ,['🥵']
126,im spending easter in this mf bed 😂 im not getting dressed or nun.,im spending easter in this mf bed  im not getting dressed or nun.,['😂']
127,baddest. no body does it better than 🥵,baddest. no body does it better than ,['🥵']
128,the pre workout is pre working 🥵,the pre workout is pre working ,['🥵']
129,i cannot handle this much sexy…let me breathe miya 🙄🥵,i cannot handle this much sexy…let me breathe miya ,['🥵']
130,i ain’t tryn be smart .. but i do not wanna spend easter with my gfs family  she is not trying to let me out of it 😒😒😒🥵,i ain’t tryn be smart .. but i do not wanna spend easter with my gfs family &amp; she is not trying to let me out of it ,['🥵']
131,"don’t be fooled by the smile, my quads are killing me today. i almost dnf’d 🥵 

guarded our precious cargo from some bandits in uncharted territory #zombiesrun #zombiesrunapp #zombiesrungame #runnerfive #runner5","don’t be fooled by the smile, my quads are killing me today. i almost dnf’d  

guarded our precious cargo from some bandits in uncharted territory #zombiesrun #zombiesrunapp #zombiesrungame #runnerfive #runner5",['🥵']
132,do you get a physical with those?  cuz i call the taint section of those 50 year old panties 🥵,do you get a physical with those?  cuz i call the taint section of those 50 year old panties ,['🥵']
133,😂lol why are these drug dealers always sweating 😅 is it hot 🥵,lol why are these drug dealers always sweating  is it hot ,"['😂', '😅', '🥵']"
134,"come 💨 and let’s talk all about my nyc dating life!  😂  inspired by  

cohost:  

who am i meeting at #nftnyc2023 ?

#happyeaster","come  and let’s talk all about my nyc dating life!    inspired by  

cohost:  

who am i meeting at #nftnyc2023 ?

#happyeaster",['😂']
135,im addicted to your ass 🥵,im addicted to your ass ,['🥵']
136,i’d let judge make me a single mother. my goodness 🥵,i’d let judge make me a single mother. my goodness ,['🥵']
137,this definitely awakened something in me when i was a kid 🥵,this definitely awakened something in me when i was a kid ,['🥵']
138,it’s a beautiful day….but i have to be honest….i’m not ready for the summer outdoor oven! 🥵,it’s a beautiful day….but i have to be honest….i’m not ready for the summer outdoor oven! ,['🥵']
139,i can’t even finish this beans 😍🥵,i can’t even finish this beans ,"['😍', '🥵']"
140,"i bet there’s something that tastes better than a choc bunny here😼😋🥵😈
hoppy easter 🐣","i bet there’s something that tastes better than a choc bunny here
hoppy easter ","['😋', '🥵', '🐣']"
141,you broke the scale can't even lie 🥵,you broke the scale can't even lie ,['🥵']
142,"okay, but,  looking like a snack in this  cover photo 🥵🤤 #thirstyforrezz","okay, but,  looking like a snack in this  cover photo  #thirstyforrezz",['🥵']
143,popping shit i’m done being lowkey 🥵🤫,popping shit i’m done being lowkey ,['🥵']
144,"flours owt now 

mad bye me and  and  and  and  and  and  and  

🤪🤩🙃😣😇😨😎😬😌😴😂🤤😅😝😎😲😵😷🤕🤭🤢🫣🤮🤫🤐🤗😵😎😵‍💫😯😉😐😂😭😂😣😚😔😉🙁🙂😔😘😣🥸😳😕🙄🥵😧😨🤫😜🫥🤭😰😚🙃😅😐😃🥱🙃😵🤩😦","flours owt now 

mad bye me and  and  and  and  and  and  and  

‍","['😇', '😨', '😎', '😂', '😅', '😎', '😎', '😉', '😂', '😭', '😂', '😉', '🥵', '😨', '😅']"
145,show me a boy without attitude 🥵,show me a boy without attitude ,['🥵']
146,"-  and 
🛐❤️‍🔥🔥🥵😍🥰🫠","-  and 
❤️‍","['🔥', '🔥', '🥵', '😍', '🥰', '\U0001fae0']"
147,over here signing up for every side hustle possible cause im brokeee 🥵,over here signing up for every side hustle possible cause im brokeee ,['🥵']
148,we don’t talk about this look enough 🥵,we don’t talk about this look enough ,['🥵']
149,it wasn’t before… but now it’s getting hot 🥵,it wasn’t before… but now it’s getting hot ,['🥵']
150,the first scene always makes me go 🥵,the first scene always makes me go ,['🥵']
151,£40. opened live on stream. who wants to play 😈 dms are open who's going to play 👀🥵,£40. opened live on stream. who wants to play  dms are open who's going to play ,"['👀', '🥵']"
152,is the air conditioning broken at oldham gym?  hasn't been on for last few visits and it's 🥵,is the air conditioning broken at oldham gym?  hasn't been on for last few visits and it's ,['🥵']
153,"i translated  supa and 

girl damn that was smooth 🥵","i translated  supa and 

girl damn that was smooth ",['🥵']
154,check this 🥵💦,check this ,['🥵']
155,ohh fuck!!!! that was hot hot 🔥🔥🥵....,ohh fuck!!!! that was hot hot ....,"['🔥', '🔥', '🥵']"
156,coming out the gate on fire 🥵,coming out the gate on fire ,['🥵']
157,oh fuck yes 🥵😍,oh fuck yes ,"['🥵', '😍']"
158,please god put me in a sope sandwich it’s all i want in life 🥵,please god put me in a sope sandwich it’s all i want in life ,['🥵']
159,70 degrees in sf finally 🥵,70 degrees in sf finally ,['🥵']
160,this color on you will be 🥵,this color on you will be ,['🥵']
161,"i am about to embark on a 5 day straight on call 😳
this is not what i signed up for … wish me luck 🥵
#work #oncall #workinprogress #working #sundayvibes #help #sendhelp #five #bankholiday #halfterm #schoolholidays #wishmeluck #leavecover #boss #keys #dontringme #callforwarding","i am about to embark on a 5 day straight on call 
this is not what i signed up for … wish me luck 
#work #oncall #workinprogress #working #sundayvibes #help #sendhelp #five #bankholiday #halfterm #schoolholidays #wishmeluck #leavecover #boss #keys #dontringme #callforwarding",['🥵']
162,this song is a different genre in itself 👄🥵,this song is a different genre in itself ,['🥵']
163,"awwww oh yeah baby you're gorgeous and them focken hot 🔥🔥🔥🔥🥵 mamasita, and besides your pretty face i love your beautiful 💙 blu eyes sweetheart.😍🥰","awwww oh yeah baby you're gorgeous and them focken hot  mamasita, and besides your pretty face i love your beautiful  blu eyes sweetheart.","['🔥', '🔥', '🔥', '🔥', '🥵', '😍', '🥰']"
164,"the song of the video: 🔥🤭🥵💋

the song of the captions: 🥲🧍🏻☁️😔","the song of the video: 

the song of the captions: ☁️","['🔥', '🥵', '🥲']"
165,#vate colored coordinated and everything!!! 🥵🔥 #yr,#vate colored coordinated and everything!!!  #yr,"['🥵', '🔥']"
166,i am so in love with this woman. she just wants to build things to make people cry and it makes me so 🥵😍,i am so in love with this woman. she just wants to build things to make people cry and it makes me so ,"['🥵', '😍']"
167,the best 🥵,the best ,['🥵']
168,sellin tf out they ass 🤸🏽‍♀️🤣🤣🤣,sellin tf out they ass ‍♀️,"['🤣', '🤣', '🤣']"
169,"never heard of that, we just got over the rain yesterday. my cows love sitting in sun until it gets too hot 🥵","never heard of that, we just got over the rain yesterday. my cows love sitting in sun until it gets too hot ",['🥵']
170,"6’1” sometimes 6’3” 
are the dolls going 🥵 because i cannot tell","6’1” sometimes 6’3” 
are the dolls going  because i cannot tell",['🥵']
171,no fr 😂😂😂 it’s the mask for me,no fr  it’s the mask for me,"['😂', '😂', '😂']"
172,suffering from the worst flu rn and i just want to cry shuh 😭😭😭😭😭,suffering from the worst flu rn and i just want to cry shuh ,"['😭', '😭', '😭', '😭', '😭']"
173,this is where we are at in history rn… it’s about to go down 🥵🚨🚀,this is where we are at in history rn… it’s about to go down ,['🥵']
174,"oh yes my knight please i want all of you on me and in me and claiming me as your little princess slut, i'm yours to be used as you please and i'll do my best to service your knightly magnificence 🥵😍😳😘","oh yes my knight please i want all of you on me and in me and claiming me as your little princess slut, i'm yours to be used as you please and i'll do my best to service your knightly magnificence ","['🥵', '😍']"
175,"it's still there, i can see it 👀, and it looks amazing 🥵😍💜","it's still there, i can see it , and it looks amazing ","['👀', '🥵', '😍']"
176,all fucking rise x2! 🫡💣🥵,all fucking rise x2! ,"['\U0001fae1', '🥵']"
177,kitchen aid it’s time to shine. 🥵,kitchen aid it’s time to shine. ,['🥵']
178,some weird thing i’d never even touch.🥵,some weird thing i’d never even touch.,['🥵']
179,these two brothers aayeh 😂😂😂😂,these two brothers aayeh ,"['😂', '😂', '😂', '😂']"
180,bride price already paid 😜😜😜 see beautiful ship 👅👅👅 kaniva work with me 🙏🙏🙏❤️🥵 🥵 thank god the family approved now blue's family has to approve too!!,bride price already paid  see beautiful ship  kaniva work with me ❤️  thank god the family approved now blue's family has to approve too!!,"['🙏', '🙏', '🙏', '🥵', '🥵']"
181,shitted 🥵,shitted ,['🥵']
182,"80 degrees on tuesday!! 🥵 

snow will be gone","80 degrees on tuesday!!  

snow will be gone",['🥵']
183,"he said, lana ray, will serve me lemonade ? and i said yes bill i’ll, its the day of the parade 🥵","he said, lana ray, will serve me lemonade ? and i said yes bill i’ll, its the day of the parade ",['🥵']
184,"wait, what?! 💀🙀 no ways ke sana. careful out thrrr guys! my trust issues literally went from 50% to 88,9% after going through this thread. 🥵","wait, what?!  no ways ke sana. careful out thrrr guys! my trust issues literally went from 50% to 88,9% after going through this thread. ","['💀', '🥵']"
185,that is some goal 🥵,that is some goal ,['🥵']
186,crystal palace got a new manager and scored 5 goals in 1 game and then chelsea get a new manager and can’t even score 1 goal in a whole month.🥵,crystal palace got a new manager and scored 5 goals in 1 game and then chelsea get a new manager and can’t even score 1 goal in a whole month.,['🥵']
187,"remind we why bikepacking over 40miles with hills is a good idea 🤔🥵🚴‍♀️🚴‍♀️, for the indian feast at the night stop🍛 #pedalling #adventures #womenonwheels","remind we why bikepacking over 40miles with hills is a good idea ‍♀️‍♀️, for the indian feast at the night stop #pedalling #adventures #womenonwheels","['🤔', '🥵']"
188,"you mad beautiful, give me a shot 😍","you mad beautiful, give me a shot ",['😍']
189,communication and actually doing what you say you’re gonna do. 🥵 sheesh i’m getting hot thinking about that.,communication and actually doing what you say you’re gonna do.  sheesh i’m getting hot thinking about that.,['🥵']
190,what a time……to get high and enjoy the munchies 🥵,what a time……to get high and enjoy the munchies ,['🥵']
