ID,Comments,raw text,emojis
31,"most men don't know how to have a general conversation, it always ends and n flirting.😂 please forgive them☺️🤦😂","most men don't know how to have a general conversation, it always ends and n flirting. please forgive them☺️","['😂', '😂']"
32,listen! my mother told me she's going vegan and i might join her 😂😫,listen! my mother told me she's going vegan and i might join her ,['😂']
33,all day my boy! when he on a team thats who i rep😎😂,all day my boy! when he on a team thats who i rep,"['😎', '😂']"
34,and that’s jus sad. plz don’t admire him. no. 😂,and that’s jus sad. plz don’t admire him. no. ,['😂']
35,😂😂no way he's among the greats without ever winning the pl,no way he's among the greats without ever winning the pl,"['😂', '😂']"
36,"i swear if darwin was on the pitch in the last 10mins, there would have been bets on how long until he’s sent off… 😂","i swear if darwin was on the pitch in the last 10mins, there would have been bets on how long until he’s sent off… ",['😂']
37,😂 what's that supposed to mean now., what's that supposed to mean now.,['😂']
38,"my favorite part about this clip: trump getting ready to shake hollands hand but holland acknowledges and speaks only to dana. 
🔥🔥🔥🔥😂😂😂","my favorite part about this clip: trump getting ready to shake hollands hand but holland acknowledges and speaks only to dana. 
","['🔥', '🔥', '🔥', '🔥', '😂', '😂', '😂']"
39,"you're a very empty person. i suggest meditation, a glass of wine, or yoga perhaps? you're not ""right,"" at all, but keep telling yourself that.😂","you're a very empty person. i suggest meditation, a glass of wine, or yoga perhaps? you're not ""right,"" at all, but keep telling yourself that.",['😂']
40,i wouldn't be happy after that first half performance 😂,i wouldn't be happy after that first half performance ,['😂']
41,why are they angry at the refs if anything it should be us 😂😂😂,why are they angry at the refs if anything it should be us ,"['😂', '😂', '😂']"
42,woke up to my man cleaning up to faith evans blasting on our big speaker lol 😂 this man cracks me up i love him so much,woke up to my man cleaning up to faith evans blasting on our big speaker lol  this man cracks me up i love him so much,['😂']
43,had those on my old place roof. lost the stands for the original and e. so those are gonna hang up again 😂,had those on my old place roof. lost the stands for the original and e. so those are gonna hang up again ,['😂']
44,"lmao need to change mine this year 
cuz narrow escape 😂😂","lmao need to change mine this year 
cuz narrow escape ","['😂', '😂']"
45,can’t stop it. better learn to use it. defi for the win! decentralization is our only hope for survival against the lizard people😂🤘🏼,can’t stop it. better learn to use it. defi for the win! decentralization is our only hope for survival against the lizard people,['😂']
46,pilot is pretty cute. maybe the 5yr old forgave him.🤷‍♀️😂,pilot is pretty cute. maybe the 5yr old forgave him.‍♀️,['😂']
47,"so between fabihno, henderson and jones, who's playing the dm role, and no 10? all of them are running as if they're headless.😂","so between fabihno, henderson and jones, who's playing the dm role, and no 10? all of them are running as if they're headless.",['😂']
48,how can arsenal fans talk about kane going down and then watch this game with a straight face😂😂,how can arsenal fans talk about kane going down and then watch this game with a straight face,"['😂', '😂']"
49,meanwhile 80 percent of konnan’s speech was literally how good he was at scouting and pushing rey 😂 but credit to him he made it sound good,meanwhile 80 percent of konnan’s speech was literally how good he was at scouting and pushing rey  but credit to him he made it sound good,['😂']
50,it's always the pretty ones with the bird brains😂,it's always the pretty ones with the bird brains,['😂']
51,"played more nox by  

finally at 4p. this is a fast, vicious little card game that plays up to 6. 

something tells me it would be wonderful bloody madness at 6. 😂 

i lost…not even breaking 100 (150 triggers end game). 😂","played more nox by  

finally at 4p. this is a fast, vicious little card game that plays up to 6. 

something tells me it would be wonderful bloody madness at 6.  

i lost…not even breaking 100 (150 triggers end game). ","['😂', '😂']"
52,"lol.. let's pick it up another day, right now i'm tryna use my head for something else. 😂🤣","lol.. let's pick it up another day, right now i'm tryna use my head for something else. ","['😂', '🤣']"
53,baba i’m telling you 😂. happy easter my brother,baba i’m telling you . happy easter my brother,['😂']
54,"trent will see something that 2nd half. 

weyrey go collect yellow 1st half. 

by the time martinelli is done with him 😂","trent will see something that 2nd half. 

weyrey go collect yellow 1st half. 

by the time martinelli is done with him ",['😂']
55,"oh, i just need to open my mouth and talk about philosophy for that to happen😂","oh, i just need to open my mouth and talk about philosophy for that to happen",['😂']
56,the fact that they let us wear dunks and other shit with our scrubs but we can’t wear crocs is crazy 😂😂😂😂,the fact that they let us wear dunks and other shit with our scrubs but we can’t wear crocs is crazy ,"['😂', '😂', '😂', '😂']"
57,"our annual easter bike ride. unfortunately, the battery on my electric bike ran out on my husband's leg of the trip 😂🐰🐣","our annual easter bike ride. unfortunately, the battery on my electric bike ran out on my husband's leg of the trip ","['😂', '🐰', '🐣']"
58,you people collected 7 😂😂😂,you people collected 7 ,"['😂', '😂', '😂']"
59,"also .. lil can take her false teeth out .. 
so there's no chance of being / getting bitten (downstairs) and it's guaranteed to be sloppy 

#bonus 👍😂","also .. lil can take her false teeth out .. 
so there's no chance of being / getting bitten (downstairs) and it's guaranteed to be sloppy 

#bonus ","['👍', '😂']"
60,"how about joe biden?
let’s talk about biden instead of trump for a change. tough, huh?
all you want to do is think about is trump all day long. it’s time to stop obsessing over trump, and think about all that biden has done for you! 😂😂😂","how about joe biden?
let’s talk about biden instead of trump for a change. tough, huh?
all you want to do is think about is trump all day long. it’s time to stop obsessing over trump, and think about all that biden has done for you! ","['😂', '😂', '😂']"
61,no qb will be there at 11. titans also have zero leverage to move up in the draft. 😂💀,no qb will be there at 11. titans also have zero leverage to move up in the draft. ,"['😂', '💀']"
62,i don’t understand why y’all resist arrest 😂 y’all lucky they don’t just put you down then and there 😂,i don’t understand why y’all resist arrest  y’all lucky they don’t just put you down then and there ,"['😂', '😂']"
63,i cuz i’m project pay when she ran outa songs 😂,i cuz i’m project pay when she ran outa songs ,['😂']
64,ion think ill ever get another boyfriend no time soon i gotta wait until i know for sure ima be faithful 😂,ion think ill ever get another boyfriend no time soon i gotta wait until i know for sure ima be faithful ,['😂']
65,they favs are actually so persistent they’re annoying asf damn 😂,they favs are actually so persistent they’re annoying asf damn ,['😂']
66,even as a liverpool fan this made me chuckle! 😂😂 what a half!,even as a liverpool fan this made me chuckle!  what a half!,"['😂', '😂']"
67,xhaka didn’t need to do anything and he still get booked anyway 😂 commentary loved that as well didnt they mugs,xhaka didn’t need to do anything and he still get booked anyway  commentary loved that as well didnt they mugs,['😂']
68,you was a different type of horny if you watched pinky😂,you was a different type of horny if you watched pinky,['😂']
69,i speak on behalf of manchester united that you not winning tonight 😂😂,i speak on behalf of manchester united that you not winning tonight ,"['😂', '😂']"
70,pissed me off with that weirdo shit 😂,pissed me off with that weirdo shit ,['😂']
71,🔥🔥🔥 #nfhope nate is doing big boy numbers 😂🔥🔥🔥 undisputed!!!, #nfhope nate is doing big boy numbers  undisputed!!!,"['🔥', '🔥', '🔥', '😂', '🔥', '🔥', '🔥']"
72,"forget pineapple, try pigs bollocks. 😂😂😂🤣","forget pineapple, try pigs bollocks. ","['😂', '😂', '😂', '🤣']"
73,it died on friday maybe it’ll work on monday 😂,it died on friday maybe it’ll work on monday ,['😂']
74,i love how the white woman can throw her colleagues under the bus entirely and the left still celebrates her as part of the group😂,i love how the white woman can throw her colleagues under the bus entirely and the left still celebrates her as part of the group,['😂']
75,😂😂😂😂he’s never living that down is he,he’s never living that down is he,"['😂', '😂', '😂', '😂']"
76,kyle shanahan boutta have 3 actual qb’s and 3 emergency qb’s. dude is done playing games😂,kyle shanahan boutta have 3 actual qb’s and 3 emergency qb’s. dude is done playing games,['😂']
77,"no fukin way 
she can’t be a pig 
lmao holy shii enemy signs got feelings for each other 😂

i tried getting over her , it’s a whole thing , she fukin 40 and i’m 21 , but if you knew you’d understand 

yet me and a rooster got feelings 

weird dilemma mann😂😂","no fukin way 
she can’t be a pig 
lmao holy shii enemy signs got feelings for each other 

i tried getting over her , it’s a whole thing , she fukin 40 and i’m 21 , but if you knew you’d understand 

yet me and a rooster got feelings 

weird dilemma mann","['😂', '😂', '😂']"
78,😂😂😂 you'd think they've fasted the whole day, you'd think they've fasted the whole day,"['😂', '😂', '😂']"
79,"wtf .. i thought to myself ""im not familiar with this jeffrey marsh person, they seem to be gaining a lot of attention/popularity i'll go learn about them"" .. this is what i find 😂","wtf .. i thought to myself ""im not familiar with this jeffrey marsh person, they seem to be gaining a lot of attention/popularity i'll go learn about them"" .. this is what i find ",['😂']
80,small typo😂🌚,small typo,['😂']
81,the way liverpool finished first half ojakiwulira in second half😂,the way liverpool finished first half ojakiwulira in second half,['😂']
82,when did the easter bunny start wearing glasses? 😂😂 they got aetna?,when did the easter bunny start wearing glasses?  they got aetna?,"['😂', '😂']"
83,"as a fellow arsenal fan i hope we’re not going to be watching the second half through the palms of our hands covering our eyes 😂😂
can see a liverpool onslaught coming on in front of the kop 🫣🫣😂😂🔴⚪️","as a fellow arsenal fan i hope we’re not going to be watching the second half through the palms of our hands covering our eyes 
can see a liverpool onslaught coming on in front of the kop ⚪️","['😂', '😂', '😂', '😂']"
84,how dare you not be there 😂😂,how dare you not be there ,"['😂', '😂']"
85,"i’ve always thought it was him. he was a spiritual dude.🤷🏻‍♀️ the only guy that tony ever let sleep on his shoulder😂😂
(how many people could get away with that)?!","i’ve always thought it was him. he was a spiritual dude.‍♀️ the only guy that tony ever let sleep on his shoulder
(how many people could get away with that)?!","['😂', '😂']"
86,my homie gotta foot fetish 😂 getcho kinky ass from round me,my homie gotta foot fetish  getcho kinky ass from round me,['😂']
87,all of them...😂  comparison test--🤣,all of them...  comparison test--,"['😂', '🤣']"
88,this girl that didn’t like me in hs is in my dm saying i’m pretty 😂 she must’ve forgot,this girl that didn’t like me in hs is in my dm saying i’m pretty  she must’ve forgot,['😂']
89,not black don't crack 😂 coming from someone who's not black..,not black don't crack  coming from someone who's not black..,['😂']
90,since ya’ll like to low key influence people to manipulate shit. 🤨🙄🥱😴😅😂🤣 keep it pushing losers.,since ya’ll like to low key influence people to manipulate shit.  keep it pushing losers.,"['😅', '😂', '🤣']"
91,probably my favourite one 😂😂,probably my favourite one ,"['😂', '😂']"
92,😂😀😂we’re off to see the wizard😂😂😂,we’re off to see the wizard,"['😂', '😂', '😂', '😂', '😂']"
93,what is this fighting 😂😂😂#livars,what is this fighting #livars,"['😂', '😂', '😂']"
94,"dang sis, your parents must be feeding an army. 😂
it all looks delicious though.
tell your parents happy easter for me.","dang sis, your parents must be feeding an army. 
it all looks delicious though.
tell your parents happy easter for me.",['😂']
95,it is lol 😂. i’m just projecting a bit on my own experiences haha. but yeah she used to make fun of the fact that americans wiped their butts with toilet paper 🤣.,it is lol . i’m just projecting a bit on my own experiences haha. but yeah she used to make fun of the fact that americans wiped their butts with toilet paper .,"['😂', '🤣']"
96,which came on the back of a loss to newcastle 😂,which came on the back of a loss to newcastle ,['😂']
97,😂😂😂 i come with a message of peace., i come with a message of peace.,"['😂', '😂', '😂']"
98,😂😂😂 that look like banquet food at a conference, that look like banquet food at a conference,"['😂', '😂', '😂']"
99,yeah imma stay out the strip club for a while 😂🤦🏽‍♂️,yeah imma stay out the strip club for a while ‍♂️,['😂']
100,we all know lolenti and his takes😂,we all know lolenti and his takes,['😂']
101, all my niggas was all together last night 😭😭 and all started to put 2  2 together but was still on my line that night🤷🏽‍♀️😂😂,&amp; all my niggas was all together last night  and all started to put 2 &amp; 2 together but was still on my line that night‍♀️,"['😭', '😭', '😂', '😂']"
102,i wish you still had that phone number for our mutual friend. 😂😂,i wish you still had that phone number for our mutual friend. ,"['😂', '😂']"
103,"😂😂😂😂😂😂😂

you’re taking this seriously 😂😂😂😂😂😂😂","

you’re taking this seriously ","['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']"
104,"😆 🤣 😂 
they will when they can pin a crime against you, to laugh at you.
they are all evil and you are good.
they are scared of you!","   
they will when they can pin a crime against you, to laugh at you.
they are all evil and you are good.
they are scared of you!","['🤣', '😂']"
105,they arent yet on twitter 😂😂,they arent yet on twitter ,"['😂', '😂']"
106,a big second half awaits 😂,a big second half awaits ,['😂']
107,arsenal winning liverpool is paining me but i no fit talk too much because this man is an arsenal fan make e no go hug transformer🥵😂,arsenal winning liverpool is paining me but i no fit talk too much because this man is an arsenal fan make e no go hug transformer,"['🥵', '😂']"
108,"na hol on man , these movin too fast 😂","na hol on man , these movin too fast ",['😂']
109,come on bro at least acknowledge his contribution to the consolation goal 😂,come on bro at least acknowledge his contribution to the consolation goal ,['😂']
110,"if trophies were handed out for talking the talk?
they would be genuinely the most successful club in all the wuurld😄😂😂","if trophies were handed out for talking the talk?
they would be genuinely the most successful club in all the wuurld","['😂', '😂']"
111,the liverpool fans closer to the commentary booth dey cuss pass😂😂.,the liverpool fans closer to the commentary booth dey cuss pass.,"['😂', '😂']"
112,would slide on dis one bitch on here but she might think i’m tryna be twitter cousins 😂,would slide on dis one bitch on here but she might think i’m tryna be twitter cousins ,['😂']
113,"this bug on whatsapp is annoying 😂😂, why is someone’s audio still playing on  another story 😭.","this bug on whatsapp is annoying , why is someone’s audio still playing on  another story .","['😂', '😂', '😭']"
114,i get the easter bunny.. now i'm curious about eggs. 😂,i get the easter bunny.. now i'm curious about eggs. ,['😂']
115,i wish you’d b beside me when i wake up 😂,i wish you’d b beside me when i wake up ,['😂']
116,the lino elbowed robertson 😂😂😂😂,the lino elbowed robertson ,"['😂', '😂', '😂', '😂']"
117,record don’t mean shit y’all riding on that 😂 that’s how i know anyone saying 3-1 or 1-3 is a casual and just recently started watching,record don’t mean shit y’all riding on that  that’s how i know anyone saying 3-1 or 1-3 is a casual and just recently started watching,['😂']
118,bruh you gotta chill you 1-3 against this man😭😭😭 you still his son you were 0-3 before last night 😂😭,bruh you gotta chill you 1-3 against this man you still his son you were 0-3 before last night ,"['😭', '😭', '😭', '😂', '😭']"
119,"honestly i only trust  for calls lol, he’s literally always right 😂","honestly i only trust  for calls lol, he’s literally always right ",['😂']
120,"don’t get me wrong i was saying the same in the first half, but seeing this was funny 😂","don’t get me wrong i was saying the same in the first half, but seeing this was funny ",['😂']
121,he forgot that he walks on waters 😂😂😂😎😂😂😂😂😂😂😂😂😂😂😂,he forgot that he walks on waters ,"['😂', '😂', '😂', '😎', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']"
122,we can only judge by what we see. where’s the rest? 😂,we can only judge by what we see. where’s the rest? ,['😂']
123,"throwing away something you’ve already paid for, isn’t hurting anheuser-busch😂😂😂 idiots","throwing away something you’ve already paid for, isn’t hurting anheuser-busch idiots","['😂', '😂', '😂']"
124,this guy is good bro..you just don’t like him.😂,this guy is good bro..you just don’t like him.,['😂']
125,at my part time job bored is hell😂,at my part time job bored is hell,['😂']
126,who witched our deputy president rigathi gachagua 😂😂,who witched our deputy president rigathi gachagua ,"['😂', '😂']"
127,"thanks for reminding me about the recent increases in prices! now i can add ""mathematician"" to my resume since i have been calculating how much money is left after paying for gas 😂 #zam #akaryakıtzammında #notfunnybuttrying","thanks for reminding me about the recent increases in prices! now i can add ""mathematician"" to my resume since i have been calculating how much money is left after paying for gas  #zam #akaryakıtzammında #notfunnybuttrying",['😂']
128,phyllis hair is showing from the back of her neck 😂😂 #yr,phyllis hair is showing from the back of her neck  #yr,"['😂', '😂']"
129,when mf’s message you and ask why you unfollowed them.. that’s it right there 😂,when mf’s message you and ask why you unfollowed them.. that’s it right there ,['😂']
130,haha yeah knew what you meant mate 😂,haha yeah knew what you meant mate ,['😂']
131,lower your expectations and you’ll be just fine hendo 😂,lower your expectations and you’ll be just fine hendo ,['😂']
132,it’s okay because atleast you have the amazing carabao cup 😂😂,it’s okay because atleast you have the amazing carabao cup ,"['😂', '😂']"
133,"😂😂😂😂 eminent scientist or failed actor who's family despise him and who's kids ignore him. sure, honey."," eminent scientist or failed actor who's family despise him and who's kids ignore him. sure, honey.","['😂', '😂', '😂', '😂']"
134,"i commented on something that was brought to my timeline by twitter insecurity or what you call it ashiere 😂 some don't even know it's a disease, according to my comment i didn't insult her, your brain is leaking ewure","i commented on something that was brought to my timeline by twitter insecurity or what you call it ashiere  some don't even know it's a disease, according to my comment i didn't insult her, your brain is leaking ewure",['😂']
135,"i'm terrible. i don't know where anything is, i have avenger glasses. 🤣😂 i got them a couple of years age believe it or not, they are from the children's section and fit great 🤣🤣🤣","i'm terrible. i don't know where anything is, i have avenger glasses.  i got them a couple of years age believe it or not, they are from the children's section and fit great ","['🤣', '😂', '🤣', '🤣', '🤣']"
136,yhs plsss after the mud😂😂,yhs plsss after the mud,"['😂', '😂']"
137,"😂😂

i’m as surprised as anyone!  i thought he’d be like “screw this” the moment i touched his teeth.","

i’m as surprised as anyone!  i thought he’d be like “screw this” the moment i touched his teeth.","['😂', '😂']"
138,mean mugging the mascot😂😂,mean mugging the mascot,"['😂', '😂']"
139,it’s the oppression for me😂😂… iya baby🌚,it’s the oppression for me… iya baby,"['😂', '😂']"
140,"can i ask, how many of these were in the second half? 😂","can i ask, how many of these were in the second half? ",['😂']
141,i thought trey is becoming cesspool fan 😂,i thought trey is becoming cesspool fan ,['😂']
142,isn’t that (almost) every man in a position of power 😂,isn’t that (almost) every man in a position of power ,['😂']
143,🤣 😂 you still playing this game,  you still playing this game,"['🤣', '😂']"
144,and roberson booked for it 😂,and roberson booked for it ,['😂']
145,mane ugly as hell 😂😂,mane ugly as hell ,"['😂', '😂']"
146,so where is ur own? 😂,so where is ur own? ,['😂']
147,"looks like me,trying to climb up the stairs! lol 😂","looks like me,trying to climb up the stairs! lol ",['😂']
148,used ?👀👀👀 who is using who 😂 omo stanship na better stup|dity oh  ah,used ? who is using who  omo stanship na better stup|dity oh  ah,"['👀', '👀', '👀', '😂']"
149,nawww don’t say a prayer now auntie ! if you was throwing that ass own that shit 😂,nawww don’t say a prayer now auntie ! if you was throwing that ass own that shit ,['😂']
150,taught my son how  to play “bullshit” last night… let’s just say the kid has a knack for it 😂😂😂🤯🤦🏾‍♂️,taught my son how  to play “bullshit” last night… let’s just say the kid has a knack for it ‍♂️,"['😂', '😂', '😂']"
151,the mental gymnastics people going through on this thread is actually wild 😂 our generation doomed,the mental gymnastics people going through on this thread is actually wild  our generation doomed,['😂']
152,"i'm not agitated 😂
i always wanted to make this point because i always see this silly argument.
تلقطت بهالحساب وقلت اهو شحمة عفطيرة 😂","i'm not agitated 
i always wanted to make this point because i always see this silly argument.
تلقطت بهالحساب وقلت اهو شحمة عفطيرة ","['😂', '😂']"
153,“if you have an anxious attachment style….. blah blah blah…. i have no degree” just shut the hell up 😂😒,“if you have an anxious attachment style….. blah blah blah…. i have no degree” just shut the hell up ,['😂']
154,martinelli learning from neymar. acting to get card against konate. even medics are out for him 😂 what a fraud,martinelli learning from neymar. acting to get card against konate. even medics are out for him  what a fraud,['😂']
155,yeah you’re playing well but there’s someone out there musturbating on your pics.. save a girl child 😂😂,yeah you’re playing well but there’s someone out there musturbating on your pics.. save a girl child ,"['😂', '😂']"
156,this is your ship abi???i support 😂😂😂😂😂,this is your ship abi???i support ,"['😂', '😂', '😂', '😂', '😂']"
157,"lmao i’m not hating guyyy
it’s more something diff 😂","lmao i’m not hating guyyy
it’s more something diff ",['😂']
158,"please tell me where it’s been explained you clown. 

getting exposed even more now aren’t you 😂😂😂","please tell me where it’s been explained you clown. 

getting exposed even more now aren’t you ","['😂', '😂', '😂']"
159,bingo ! you using that imagination now 😂 little the simple shit like that for us we fw heavy,bingo ! you using that imagination now  little the simple shit like that for us we fw heavy,['😂']
160,was it hard for him to just say i’m a family man? 😂😂🤣,was it hard for him to just say i’m a family man? ,"['😂', '😂', '🤣']"
161,why is peter gunz fighting the cheaters on cheaters 😂😂😂😂😂😂😂😂boy that ain’t your fight,why is peter gunz fighting the cheaters on cheaters boy that ain’t your fight,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']"
162,😂who would do such a thing 😏,who would do such a thing ,['😂']
163,"you could see him say at half time, ""jordan. it was an accident. i'm sorry."" 😂","you could see him say at half time, ""jordan. it was an accident. i'm sorry."" ",['😂']
164,you mount elon musk till thy kingdom come 😂,you mount elon musk till thy kingdom come ,['😂']
165,you sure there’s not wheels on them soles? 😂 saw a couple of you’re route maps wae 30 odd km! seriously that’s fckn mental! ad struggle with that on my bike!👏👏👏,you sure there’s not wheels on them soles?  saw a couple of you’re route maps wae 30 odd km! seriously that’s fckn mental! ad struggle with that on my bike!,['😂']
166,i will come back later 🤗😂,i will come back later ,['😂']
167,konate 😂😂what a shit of a defender,konate what a shit of a defender,"['😂', '😂']"
168,the pressure is getting worser😂😂😂😂,the pressure is getting worser,"['😂', '😂', '😂', '😂']"
169,them niggas who ain’t need me before need me now 😂,them niggas who ain’t need me before need me now ,['😂']
170,my mom is going to both services today idk why 😂,my mom is going to both services today idk why ,['😂']
171,acts of service is covered considering ferit's attempts to get ayse out of prison then worrying about her comfort. he got a blow to his back trying to serve her food😂 typical fandom crap is not included because we are talking about love not lust😝#yağmurtanrısevsin #ayfer,acts of service is covered considering ferit's attempts to get ayse out of prison then worrying about her comfort. he got a blow to his back trying to serve her food typical fandom crap is not included because we are talking about love not lust#yağmurtanrısevsin #ayfer,['😂']
172,you fit tie him height down sef😂😂 or you go turn to single man😂😂💔,you fit tie him height down sef or you go turn to single man,"['😂', '😂', '😂', '😂']"
173,"what’s about tour trial with ihu ?
see you soon 😂😂😂😂","what’s about tour trial with ihu ?
see you soon ","['😂', '😂', '😂', '😂']"
174,i hate when niggas be like “what do i get outta keeping you around”  never got shit outta keepin you around but yet still have you around 😂😂😂😂😂👎🏾🤡,i hate when niggas be like “what do i get outta keeping you around” &amp; never got shit outta keepin you around but yet still have you around ,"['😂', '😂', '😂', '😂', '😂', '🤡']"
175,what a game 😂,what a game ,['😂']
176,"he just raised from the dead today and already the good deeds are being deployed.
😂😂😂","he just raised from the dead today and already the good deeds are being deployed.
","['😂', '😂', '😂']"
177,a draw loading n u still have peo to play😂😂😂😂,a draw loading n u still have peo to play,"['😂', '😂', '😂', '😂']"
178,"join now and join the train 🚆🚆

money must be made (no be only sporty fit make you rich😂)","join now and join the train 

money must be made (no be only sporty fit make you rich)",['😂']
179,"who says a friday the 13th themed easter shirt can't work? 

i just wish they had used a different font for the bottom text. 😂","who says a friday the 13th themed easter shirt can't work? 

i just wish they had used a different font for the bottom text. ",['😂']
180,we are cooking blo. next is you 😂,we are cooking blo. next is you ,['😂']
181,never imagine that he would do something like this sooo many times 😂,never imagine that he would do something like this sooo many times ,['😂']
182,since the synopsis too 😂😂,since the synopsis too ,"['😂', '😂']"
183,"first of all, you are charming! second, i love you，guy！lastly, do you need a new stylist?😂😂😂
#biblexperfectserumsquad","first of all, you are charming! second, i love you，guy！lastly, do you need a new stylist?
#biblexperfectserumsquad","['😂', '😂', '😂']"
184,"the ref knows he’s doing a great job when both teams are mad at him 😂 
 #livars","the ref knows he’s doing a great job when both teams are mad at him  
 #livars",['😂']
185,love the hydrangeas the most i think!! the blue/lilac ones are my fav💜💙!! i'm hinting around for that since mother's day is coming up!!😂💙💜🖤🤗🖤😘,love the hydrangeas the most i think!! the blue/lilac ones are my fav!! i'm hinting around for that since mother's day is coming up!!,['😂']
186,haven’t paid for shit in 3 weeks 😂,haven’t paid for shit in 3 weeks ,['😂']
187,"wtf do they see when they look in the mirror,it’s definitely not what everyone else sees 😂😂.","wtf do they see when they look in the mirror,it’s definitely not what everyone else sees .","['😂', '😂']"
188,"“is your mom still at the bank?”

“yeah, she’s working with the computers now.”

😂","“is your mom still at the bank?”

“yeah, she’s working with the computers now.”

",['😂']
189,"it's easter and you're still in vawulence mood😂😂😂
khosi the topic
king khosi
#khositwala    #bbtitans","it's easter and you're still in vawulence mood
khosi the topic
king khosi
#khositwala    #bbtitans","['😂', '😂', '😂']"
190,a better clap back boo😂😂,a better clap back boo,"['😂', '😂']"
