ID,Comments,raw text,emojis
51,duck my stomach i guess i gotta take ibuprofen for 2 weeks straight to be able to function and/or sleep 😎,duck my stomach i guess i gotta take ibuprofen for 2 weeks straight to be able to function and/or sleep ,['😎']
52,fam posted up.. oxtails with red beans and rice on the stove… guava mimosas flowin.. the ideal kinda day for me 😎,fam posted up.. oxtails with red beans and rice on the stove… guava mimosas flowin.. the ideal kinda day for me ,['😎']
53,yea im burnt tf out ✌🏾,yea im burnt tf out ✌,[]
54,"😎👝😹😉👽
she detected a tinge of homesickness 625 tellacious1375 
#调教 #足控 #强奸","
she detected a tinge of homesickness 625 tellacious1375 
#调教 #足控 #强奸","['😎', '😉']"
55,"she’s gonna see this and slide into your dm’s, bro😎 no way she could resist you😂😂😂","she’s gonna see this and slide into your dm’s, bro no way she could resist you","['😎', '😂', '😂', '😂']"
56,pretty cool 😎,pretty cool ,['😎']
57,about to hop in the shower and roll up work in the am ✌🏾😎,about to hop in the shower and roll up work in the am ✌,['😎']
58,you already are 😎👊❤️,you already are ❤️,['😎']
59,"couldn't ask for more 😭 don't talk to me asiah, i made it 😎","couldn't ask for more  don't talk to me asiah, i made it ","['😭', '😎']"
60,"wite something about  and make sure attach #sui tag 😎 
 #sui","wite something about  and make sure attach #sui tag  
 #sui",['😎']
61,"i hate to tell you this, but donald trump is going to sleep just fine tonight. and...he's going to be president again. the best is yet to come!

😎🍿
🙏🗽🇺🇲","i hate to tell you this, but donald trump is going to sleep just fine tonight. and...he's going to be president again. the best is yet to come!


","['😎', '🙏']"
62,this is one of my top 5 favorite beats tho. 😎✊🏽,this is one of my top 5 favorite beats tho. ✊,['😎']
63,had to show the  giveaway pink shoes. 😁 #style 😎,had to show the  giveaway pink shoes.  #style ,['😎']
64,"gotta go with the jensen, even with the roof that looks like a tent in a bag.😎","gotta go with the jensen, even with the roof that looks like a tent in a bag.",['😎']
65,"likewise brother, as i have been hearing you are beginning to bare fruit over your ways, congrats. keep up the grind homie 😎🤙","likewise brother, as i have been hearing you are beginning to bare fruit over your ways, congrats. keep up the grind homie ",['😎']
66,"😎
somehow,everyone of us is
 beautiful!","
somehow,everyone of us is
 beautiful!",['😎']
67,wite something about  and make sure attach #sui tag 😎,wite something about  and make sure attach #sui tag ,['😎']
68,ended today in tears just like god instead 😎,ended today in tears just like god instead ,['😎']
69,literally learning all korn songs 🤘🏼😎,literally learning all korn songs ,['😎']
70,😎 exactly! that's why i'm being anonymous. even if 1 good person in my vibe is enough 🤞, exactly! that's why i'm being anonymous. even if 1 good person in my vibe is enough ,['😎']
71,yodeling makes everything way cooler 😎 🤣,yodeling makes everything way cooler  ,"['😎', '🤣']"
72,always good to see travis get his flowers. well deserved.💪🏼,always good to see travis get his flowers. well deserved.,[]
73,you can watch 100000 videos on how to youtube. but ultimately it’s putting out those first 100 videos and improving one thing per video that will teach you the most. keep going 😎,you can watch 100000 videos on how to youtube. but ultimately it’s putting out those first 100 videos and improving one thing per video that will teach you the most. keep going ,['😎']
74,"taliban and america are two sides of the same coin, right?😎","taliban and america are two sides of the same coin, right?",['😎']
75,"simply change your discord and twitter names with our designated suffix and earn 70 suiswap points per day.

write something about  and make sure attach #sui tag 😎","simply change your discord and twitter names with our designated suffix and earn 70 suiswap points per day.

write something about  and make sure attach #sui tag ",['😎']
76,i was jus telling my man bout my dream i had ab us 😩🤦‍♀️,i was jus telling my man bout my dream i had ab us ‍♀️,[]
77,i love him just like i raised him when he calls me mama i call him baby😎,i love him just like i raised him when he calls me mama i call him baby,['😎']
78,i’ll have these 😎,i’ll have these ,['😎']
79,"johnson's pond, downtown winchester 😎","johnson's pond, downtown winchester ",['😎']
80,i’m the best at that fr 😎,i’m the best at that fr ,['😎']
81,wite something about  and make sure attach #sui tag 😎,wite something about  and make sure attach #sui tag ,['😎']
82,"😎 just a ""reminder"" for the denials. bts kim taehyung followed jennie on his instagram! she's the 1st woman he ever followed!
#taennie #jennie #btsv"," just a ""reminder"" for the denials. bts kim taehyung followed jennie on his instagram! she's the 1st woman he ever followed!
#taennie #jennie #btsv",['😎']
83,"only madness is not genius, genius is a miracle. a genius who has gone mad is no longer a genius. 😎","only madness is not genius, genius is a miracle. a genius who has gone mad is no longer a genius. ",['😎']
84,such a powerful moment💪🏾🙌🏽😎 ill admit i was tweaking lmaoo it was so amazing,such a powerful moment ill admit i was tweaking lmaoo it was so amazing,['😎']
85,"run while u can baby don’t look back 😎
run directly to vacay 🏃🏼‍♂️","run while u can baby don’t look back 
run directly to vacay ‍♂️",['😎']
86,done! would love my pinned tweet retweeted as well 😎,done! would love my pinned tweet retweeted as well ,['😎']
87,this seriously might be shaping up to be the nicest week this spring for tulsa!  enjoy 😎,this seriously might be shaping up to be the nicest week this spring for tulsa!  enjoy ,['😎']
88,i may seem ok. but in reality i miss my besty boo 🥹. like a lot.,i may seem ok. but in reality i miss my besty boo . like a lot.,['\U0001f979']
89,bro how tf did the ravens just sign odell?? lmao what the hell?!? ayooo we on👀👀😎,bro how tf did the ravens just sign odell?? lmao what the hell?!? ayooo we on,"['👀', '👀', '😎']"
90,yeah he prolly expecting some snow on the boat  bunnies😎😎😂😂😂,yeah he prolly expecting some snow on the boat  bunnies,"['😎', '😎', '😂', '😂', '😂']"
91,smh it’s cool though i promise ima get my lick back 😎,smh it’s cool though i promise ima get my lick back ,['😎']
92,hold your fire. love that album!😎🤘,hold your fire. love that album!,['😎']
93,wite something about  and make sure attach #sui tag 😎,wite something about  and make sure attach #sui tag ,['😎']
94,or the corrupt government goin down😎,or the corrupt government goin down,['😎']
95,wite something about  and make sure attach #sui tag 😎,wite something about  and make sure attach #sui tag ,['😎']
96,😎my love  ! mimi #290 is the lady of the fiery kingdom. she can create fire and transform into more dangerous creatures consisting of fire. come visit mimi and she will give you a little fire that will always give you warmth!,my love  ! mimi #290 is the lady of the fiery kingdom. she can create fire and transform into more dangerous creatures consisting of fire. come visit mimi and she will give you a little fire that will always give you warmth!,['😎']
97,i ain’t wearing nothing underneath my robe 👘 surprise daddy 🍑💦💦,i ain’t wearing nothing underneath my robe  surprise daddy ,[]
98,facts girls actually find that shit hella attractive.  they want to be with a guy they think will and can protect them. psychological shit 😎,facts girls actually find that shit hella attractive.  they want to be with a guy they think will and can protect them. psychological shit ,['😎']
99,"preach!!!! 😎💜🔥
#agustd #iu #people_pt2 #d_day #d_dayiscoming #bts #suga","preach!!!! 
#agustd #iu #people_pt2 #d_day #d_dayiscoming #bts #suga","['😎', '🔥']"
100,thanks for the games and for putting on the pressure with catpie 😎,thanks for the games and for putting on the pressure with catpie ,['😎']
101,maybe another league cartoon is in the future 😎😎,maybe another league cartoon is in the future ,"['😎', '😎']"
102,loved this part! ❤️🥰,loved this part! ❤️,['🥰']
103,"in honor of #easter and steven universe - story for steven’s 8th anniversary as well, 💖😎✨💎 i sing and play destiny with my acoustic guitar! 💕🎶🌟

i’ve always believed in steven and  forever! 🌸🌹⭐️ #acousticguitar #stevenuniverse #acousticguitarcover","in honor of #easter and steven universe - story for steven’s 8th anniversary as well, ✨ i sing and play destiny with my acoustic guitar! 

i’ve always believed in steven and  forever! ⭐️ #acousticguitar #stevenuniverse #acousticguitarcover",['😎']
104,na troy ave inviting rell to the frank stand is fucking washing me 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,na troy ave inviting rell to the frank stand is fucking washing me ,"['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']"
105,"2 am train to the airport, just to head to amsterdam 💃🏽😎","2 am train to the airport, just to head to amsterdam ",['😎']
106,"virtual carnage may be is's older brother in a sense.

but we're the cooler sibling 😎","virtual carnage may be is's older brother in a sense.

but we're the cooler sibling ",['😎']
107,absolutely incredible 🤩🤩🤩😎🤩🤩😎,absolutely incredible ,"['😎', '😎']"
108,it’s been normal to me 😎,it’s been normal to me ,['😎']
109,jack only for me😎,jack only for me,['😎']
110,"😎🇺🇸⚡️institutions were infiltrated and damaged decades ago. and the american public financed it through the usa inc. tax system. we the people.
instead of our ancestors fighting it. they jumped on the band wagon. became part of it and embraced through every level of society. no…","⚡️institutions were infiltrated and damaged decades ago. and the american public financed it through the usa inc. tax system. we the people.
instead of our ancestors fighting it. they jumped on the band wagon. became part of it and embraced through every level of society. no…",['😎']
111,retweet to make a baby cry 😎😎😎,retweet to make a baby cry ,"['😎', '😎', '😎']"
112,"dispicable...sorry that you have to deal with that, but you're doing your parenting part and that's commendable.👊😎 keep your 🧭","dispicable...sorry that you have to deal with that, but you're doing your parenting part and that's commendable. keep your ",['😎']
113,"once again, advertised finish telecast time on  for  is 1:30pm … currently 12:15pm  we have the same moto gp story….  why can’t you just show ?!?

 any chance you can talk to the programmers?? 🏁☹️😂🇦🇺😎","once again, advertised finish telecast time on  for  is 1:30pm … currently 12:15pm &amp; we have the same moto gp story….  why can’t you just show ?!?

 any chance you can talk to the programmers?? ☹️","['😂', '😎']"
114,119.5 would rank them #1 in the entire league 😎,119.5 would rank them #1 in the entire league ,['😎']
115,maaaan cool a$$ experience today with mi young  ☝🏾💯  💪🏾 🏀 🔥 #playoffs ❤️ 🌹 club annexus court side 💺  🏀 🔥  😎,maaaan cool a$$ experience today with mi young  ☝     #playoffs ❤️  club annexus court side      ,"['🔥', '🔥', '😎']"
116,"you guys aren’t alone. i should be embarrassed by the volume of stuff on my phone sj/gj related. (but i’m not🙃)
seriously though, it’s absolutely absurd.😎","you guys aren’t alone. i should be embarrassed by the volume of stuff on my phone sj/gj related. (but i’m not)
seriously though, it’s absolutely absurd.",['😎']
117,wite something about  and make sure attach #sui tag 😎,wite something about  and make sure attach #sui tag ,['😎']
118,"ok uhh i, me, can beat your oc bc i, am infact, cool😎","ok uhh i, me, can beat your oc bc i, am infact, cool",['😎']
119,also he was black 😎🤪💪🏻,also he was black ,['😎']
120,i love how that other brand only got one shoe in the running 😎,i love how that other brand only got one shoe in the running ,['😎']
121,ow yeah dong😎,ow yeah dong,['😎']
122,tomorrow we eat some more 😎,tomorrow we eat some more ,['😎']
123,"i speak that language too jedi!
it is ancient and full of flavor 🔥💚😎","i speak that language too jedi!
it is ancient and full of flavor ","['🔥', '😎']"
124,boys and our toys. 😎,boys and our toys. ,['😎']
125,"will be glad if you host tokenised mad security on pulsechain at the peak of bull run in 2025 😎

369","will be glad if you host tokenised mad security on pulsechain at the peak of bull run in 2025 

369",['😎']
126,who’s ready?! get ready because the “my truth” tour begins this thursday 4/13😱 he’s on his way to a city near you!🙌🏾😎 #jonathanmcreynolds #mondayvibes #getready #mytruthtour,who’s ready?! get ready because the “my truth” tour begins this thursday 4/13 he’s on his way to a city near you! #jonathanmcreynolds #mondayvibes #getready #mytruthtour,['😎']
127,the road to ospreay vs omega 2 at forbidden door has begun 😎,the road to ospreay vs omega 2 at forbidden door has begun ,['😎']
128,bring me some shiny gems from local astroids 😎,bring me some shiny gems from local astroids ,['😎']
129,"rich, wealthy.....
 fame is kinda useless without money😂","rich, wealthy.....
 fame is kinda useless without money",['😂']
130,"where anybody can finds his/her web3 self😎and further proceed its ip rights

-fast and professional respones on communities feedback🙏🫡adapting acordingly to it… they do, don’t promise

- and most important thing… fking gets it🔥🔥😤😤😤🔥❤️

gm im out.. lumpy kek","where anybody can finds his/her web3 selfand further proceed its ip rights

-fast and professional respones on communities feedbackadapting acordingly to it… they do, don’t promise

- and most important thing… fking gets it❤️

gm im out.. lumpy kek","['😎', '🙏', '\U0001fae1', '🔥', '🔥', '😤', '😤', '😤', '🔥']"
131,"thanks for coming guysssss, hope yall had fun with yakuza 0 😎 i will play more another day hahahaha also sorry if i got kinda emotional when it's late at night i do a lot hahahahaha","thanks for coming guysssss, hope yall had fun with yakuza 0  i will play more another day hahahaha also sorry if i got kinda emotional when it's late at night i do a lot hahahahaha",['😎']
132,she's swerving 😎,she's swerving ,['😎']
133,just spent an hour spam refreshing a ticket website that had too high traffic so kept crashing. i bagged the last 2 tickets 😎 i think i would have cried if i failed after all that.,just spent an hour spam refreshing a ticket website that had too high traffic so kept crashing. i bagged the last 2 tickets  i think i would have cried if i failed after all that.,['😎']
134,"soooo i have  69 😎 just found that out. sheeeeeeeeshhhh that’s sexy. 

#nft #vnft #vechain","soooo i have  69  just found that out. sheeeeeeeeshhhh that’s sexy. 

#nft #vnft #vechain",['😎']
135,"jjk1 is coming!!!😎

video clip from scooter braun’s ig","jjk1 is coming!!!

video clip from scooter braun’s ig",['😎']
136,easter sunday. son shine like daylight. 😎💚,easter sunday. son shine like daylight. ,['😎']
137,"after all of my experience i'd rather stay alone and bitchless😞 than gettin another partner ""you'll find someone who genuinely loves you and is perfect for you"" no i won't i know i'm unlovable

sorry for rant 💀
good morning to ya rikuu
hope you have fun at school😎","after all of my experience i'd rather stay alone and bitchless than gettin another partner ""you'll find someone who genuinely loves you and is perfect for you"" no i won't i know i'm unlovable

sorry for rant 
good morning to ya rikuu
hope you have fun at school","['💀', '😎']"
138,very cool picture 🤩🤩😎,very cool picture ,['😎']
139,"okie it’s cool 😎 as long as u cool

good selfie critique 💯 

stockings yes , but never take a selfie  cut off the point on a sharp-tipped boot","okie it’s cool  as long as u cool

good selfie critique  

stockings yes , but never take a selfie &amp; cut off the point on a sharp-tipped boot",['😎']
140,"oh! 
thank you so much! 
i’m sorry for the late reply! 
thank you for always supporting me my friend! thank you! 😎🙏✨","oh! 
thank you so much! 
i’m sorry for the late reply! 
thank you for always supporting me my friend! thank you! ✨","['😎', '🙏']"
141,white boy kept his shit together 😂,white boy kept his shit together ,['😂']
142,lol. bribe me make i no cast am mommy😉,lol. bribe me make i no cast am mommy,['😉']
143,i am with you all the way! don’t thank me. ♥️😎 be strong. you can do it! #believe,i am with you all the way! don’t thank me. ♥️ be strong. you can do it! #believe,['😎']
144,whew when ej come homeeee i’m pulling over at the nearest rest stop  we gone yeahhhhh💦💦😩 cos i need my 🍆rite now!!!!!,whew when ej come homeeee i’m pulling over at the nearest rest stop &amp; we gone yeahhhhh cos i need my rite now!!!!!,[]
145,"*cutely drops them both here*
thylacines for the win 😎💛","*cutely drops them both here*
thylacines for the win ",['😎']
146,"check out   2 writers talking shit podcast- guests audrey knox and corey trent ackerman  thanks for the industry info, cool people 😎🔥👍","check out   2 writers talking shit podcast- guests audrey knox and corey trent ackerman  thanks for the industry info, cool people ","['😎', '🔥', '👍']"
147,🇺🇸😎⚡️stock market crash incoming. this will create the level playing field from scratch. as yourself feeling you are the only one in this boat. so will the rest of society. most have been living from paycheck to paycheck since entering the workforce in this cabal society. if you…,⚡️stock market crash incoming. this will create the level playing field from scratch. as yourself feeling you are the only one in this boat. so will the rest of society. most have been living from paycheck to paycheck since entering the workforce in this cabal society. if you…,['😎']
148,that's an awesome twofer! ❤😎🙌,that's an awesome twofer! ❤,['😎']
149,your price is your price 🤷🏾‍♀️ who am i to argue? unless it’s a car 😂😂🤭,your price is your price ‍♀️ who am i to argue? unless it’s a car ,"['😂', '😂']"
150,"has to be yellow for me. would give my right arm to play for arsenal and score the winning goal against spuds, chav$, scousers, citeh or manure 😎😎😎","has to be yellow for me. would give my right arm to play for arsenal and score the winning goal against spuds, chav$, scousers, citeh or manure ","['😎', '😎', '😎']"
151,yessssss i went to go see it yesterday and i want to go see it again bro! the peaches song top tier too 😎,yessssss i went to go see it yesterday and i want to go see it again bro! the peaches song top tier too ,['😎']
152,"thank you for coming, greet your gf from me 😎💖💖💖","thank you for coming, greet your gf from me ",['😎']
153,"going for a normal smoke in the next room room, and just taking a selfie #feelingcute taking a snap selfie to send to some moon walking peeps like “sup 😎” bye 4months 🤭 and to old school mate like 20 meters on the other side of the wall to me… cause well .. 2/3","going for a normal smoke in the next room room, and just taking a selfie #feelingcute taking a snap selfie to send to some moon walking peeps like “sup ” bye 4months  and to old school mate like 20 meters on the other side of the wall to me… cause well .. 2/3",['😎']
154,everybody wants him 😎,everybody wants him ,['😎']
155,everything everything 😎 just know all that nice shit out the mf window,everything everything  just know all that nice shit out the mf window,['😎']
156,meal prep complete. made a bit too much cabbage but that’s alright. 4 days straight before the days off. let’s go 😎,meal prep complete. made a bit too much cabbage but that’s alright. 4 days straight before the days off. let’s go ,['😎']
157,that was one of my favorite shows! yep i'm old 😎,that was one of my favorite shows! yep i'm old ,['😎']
158,like when the warri boy said i go bother you for here without no stress 😎 na true oh fear warri people then fear warri nothing hard them talk 😂,like when the warri boy said i go bother you for here without no stress  na true oh fear warri people then fear warri nothing hard them talk ,"['😎', '😂']"
159,"change with me 

not on me 

😎","change with me 

not on me 

",['😎']
160,"⭐️what time is it?, adventure time!!!⭐️
 
lets-a-go again for some more mario bros movie action vrooom😎🔥⭐️","⭐️what time is it?, adventure time!!!⭐️
 
lets-a-go again for some more mario bros movie action vrooom⭐️","['😎', '🔥']"
161,is a big fan. he convinced me to buy some. 😎,is a big fan. he convinced me to buy some. ,['😎']
162,blessed to see another year 21😎🎉,blessed to see another year 21,"['😎', '🎉']"
163,"sex me, dont caress me, im good i dont wanna be your bestie 😎","sex me, dont caress me, im good i dont wanna be your bestie ",['😎']
164,whoever said money don’t buy happiness has never been broke because a nigga happier than a mf 🤡😎,whoever said money don’t buy happiness has never been broke because a nigga happier than a mf ,"['🤡', '😎']"
165,herm !!! man of the people 😎🏁🤘🏼💯,herm !!! man of the people ,['😎']
166,the best vibe is the hot tub after late night drinking or high 😎 #nft,the best vibe is the hot tub after late night drinking or high  #nft,['😎']
167,"jungkook let's go
we're so exicted  😎🔥","jungkook let's go
we're so exicted  ","['😎', '🔥']"
168,that's a lucky dude 😎,that's a lucky dude ,['😎']
169,love that i got to enjoy this beautiful fucking day 🙏🏼❣️🌸😎,love that i got to enjoy this beautiful fucking day ❣️,"['🙏', '😎']"
170,"#padayappa released on this day 24 years back

from then to this day , no other kwood actor crossed 
rajini's highest grosser ww .  

it's not only 24 years of padayappa , it's 24 years of thalaivar's unanimous domination 😎💥
#24yearsofpadayappa","#padayappa released on this day 24 years back

from then to this day , no other kwood actor crossed 
rajini's highest grosser ww .  

it's not only 24 years of padayappa , it's 24 years of thalaivar's unanimous domination 
#24yearsofpadayappa",['😎']
171,"annnnd there it is. minimizing people down to genitalia. and yet you say we’re the perverts 💀

let me try and use an analogy you get
parenting is not exclusively biological. there’s a social component as well. neither should be used to invalidate the other. same with gender.","annnnd there it is. minimizing people down to genitalia. and yet you say we’re the perverts 

let me try and use an analogy you get
parenting is not exclusively biological. there’s a social component as well. neither should be used to invalidate the other. same with gender.",['💀']
172,so sad that my face is actually numb 😎,so sad that my face is actually numb ,['😎']
173,every year easter is a special time for which i feel very grateful because it reminds us of the infinite possibilities of life. it makes us realize how precious everything we have is🙏🥰😎,every year easter is a special time for which i feel very grateful because it reminds us of the infinite possibilities of life. it makes us realize how precious everything we have is,"['🙏', '🥰', '😎']"
174,wth chuck you were in a church? you’re lucky a bolt of lightning didn’t fry up your corrupt ass. 😎🇺🇸🇺🇸🇺🇸🇺🇸,wth chuck you were in a church? you’re lucky a bolt of lightning didn’t fry up your corrupt ass. ,['😎']
175,wite something about  and make sure attach #sui tag 😎,wite something about  and make sure attach #sui tag ,['😎']
176,i'll just be shooting you thumbs ups the whole time 👍😎👍,i'll just be shooting you thumbs ups the whole time ,"['👍', '😎', '👍']"
177,"so handsome and cool.😎
 #nunew
#ขอจีบเฮียนิวหน่อย","so handsome and cool.
 #nunew
#ขอจีบเฮียนิวหน่อย",['😎']
178,#mino also went from making perfume in visit seoul to a professional perfumer to having a collab with rit di vita 💪🏼😎,#mino also went from making perfume in visit seoul to a professional perfumer to having a collab with rit di vita ,['😎']
