ID,Comments,raw text,emojis
22,"hello friend today 9999 spins free limited💥❤️🎉
just follow this step.
1. comment ( #spins )
2. retweet 
3. get now👉: 

#coinmasterfreespinslink #coinmasterspins #coinmaster #coinmasterofficial #coinmasterfreespins #coinmarstersharelink #chicago #illinois","hello friend today 9999 spins free limited❤️
just follow this step.
1. comment ( #spins )
2. retweet 
3. get now: 

#coinmasterfreespinslink #coinmasterspins #coinmaster #coinmasterofficial #coinmasterfreespins #coinmarstersharelink #chicago #illinois","['🎉', '👉']"
23,active❗️ rt 🔄 fast + follow me first  everyone who like ❤️➕♻️ rt ≬ 🫂💋⁶¸❤️‍🔥™️,active❗️ rt  fast + follow me first &amp; everyone who like ❤️➕♻️ rt ≬ ⁶¸❤️‍™️,['🔥']
24,he holds a special place in my heart 😩❤️,he holds a special place in my heart ❤️,[]
25,"congratulations on hitting 15k  !!🥳

many more to come!!❤️

stay blessed and happy always!!😇","congratulations on hitting 15k  !!

many more to come!!❤️

stay blessed and happy always!!","['🥳', '😇']"
26,"anyone should pls help this poor boy 🙏 i need a survival fund of 1,500 pls help me out abeg of you all 🙏 i want to get food for my son pls 8145056881 palmpay wasiu rilwan kayode. thanks in anticipation 🙏","anyone should pls help this poor boy  i need a survival fund of 1,500 pls help me out abeg of you all  i want to get food for my son pls 8145056881 palmpay wasiu rilwan kayode. thanks in anticipation ","['🙏', '🙏', '🙏']"
27,"this match should have come with a health advisory warning! kwɛɛ! 😅

well played. 🤝🏾

liverpool 2-2 arsenal 

 🔥🔥🔥","this match should have come with a health advisory warning! kwɛɛ! 

well played. 

liverpool 2-2 arsenal 

 ","['😅', '🔥', '🔥', '🔥']"
28,man – a being in search of meaning.👩🏾‍❤️‍👨🏼,man – a being in search of meaning.‍❤️‍,[]
29,ignorance is bliss. and i see a lot of y’all are truly blissful based on the artists that y’all support. 🐦 🧠,ignorance is bliss. and i see a lot of y’all are truly blissful based on the artists that y’all support.  ,[]
30,"happy birthday to you mutual, i wish you long life and prosperity 🎉❤️","happy birthday to you mutual, i wish you long life and prosperity ❤️",['🎉']
31,full time: thank you lord jesus 🙏🏾 #coyg❤️‍🔥,full time: thank you lord jesus  #coyg❤️‍,"['🙏', '🔥']"
32,"people change masks 🎭 so often that they forget where the true face is. 
good high jungkook and sweet dreams 💜💜💜💜❤️❤️❤️❤️❤️😍✌️🤞💖💖💖💖","people change masks  so often that they forget where the true face is. 
good high jungkook and sweet dreams ❤️❤️❤️❤️❤️✌️",['😍']
33,happy easter from me and bubba❤️🐣,happy easter from me and bubba❤️,['🐣']
34,better to die standing than to live on your knees.👩🏾‍❤️‍👨🏼,better to die standing than to live on your knees.‍❤️‍,[]
35,"love it~😋looks really delicious❤️
on my way--✈️🛩️😄","love it~looks really delicious❤️
on my way--✈️️",['😋']
36,"happy easter pals to you, mom and all at the coop 🐰🐰🐰❤️❤️❤️","happy easter pals to you, mom and all at the coop ❤️❤️❤️","['🐰', '🐰', '🐰']"
37,"i’m selling my 4x taylor swift tickets for fri may 5 at a nissan stadium - nashville, tn. please dm if interested am willing to sell lesser than face value❤️🙏
#taylorswifttickets 
#taylorswifttheerastour","i’m selling my 4x taylor swift tickets for fri may 5 at a nissan stadium - nashville, tn. please dm if interested am willing to sell lesser than face value❤️
#taylorswifttickets 
#taylorswifttheerastour",['🙏']
38,this is phenomenal ❤️‍🔥,this is phenomenal ❤️‍,['🔥']
39,"hey chef!

can you do something for gout sufferers please?

i got a gout attack this morning, so your normal fair is making me wince.

❤️🙏🤘","hey chef!

can you do something for gout sufferers please?

i got a gout attack this morning, so your normal fair is making me wince.

❤️",['🙏']
40,i hate it when my emotions are all over the place 😞,i hate it when my emotions are all over the place ,[]
41,i like mines obsessed with me and in my skin ❤️😩  i like my nîgga to have the same energy as me,i like mines obsessed with me and in my skin ❤️  i like my nîgga to have the same energy as me,[]
42,the day the lord and savior has risen❤️🙏🏾…happy easter ❤️❤️#stayblessed,the day the lord and savior has risen❤️…happy easter ❤️❤️#stayblessed,['🙏']
43,happy easter 🐰❤️,happy easter ❤️,['🐰']
44,you always be the reason bbiyy🥰❤️,you always be the reason bbiyy❤️,['🥰']
45,🐐 thanks for today❤️ we will still bring this title home #coyg #livars, thanks for today❤️ we will still bring this title home #coyg #livars,[]
46,congratulations 🎊 guys 👏👏👏 we did it 💪💪👌👌✌️✌️ took just one ball extra 😂😂,congratulations  guys  we did it ✌️✌️ took just one ball extra ,"['😂', '😂']"
47,a cute little one expressing love in its own style 🙏🏻❤️,a cute little one expressing love in its own style ❤️,['🙏']
48,you are so incredibly beautiful. love you so so very much ❤️❤️❤️❤️❤️💋💋💋,you are so incredibly beautiful. love you so so very much ❤️❤️❤️❤️❤️,[]
49,"aaron ramsdale, man of the freakin match 😍😍😍🔥🔥","aaron ramsdale, man of the freakin match ","['😍', '😍', '😍', '🔥', '🔥']"
50,happy easter to all my friends. have a great day 😊🐰💐💜💜,happy easter to all my friends. have a great day ,['🐰']
51,first w for us 😁❤️ well played rahul tripathi and aiden markram skipper,first w for us ❤️ well played rahul tripathi and aiden markram skipper,[]
52,"walk on through the rain
for your dreams be tossed and blown
walk on, walk on
with hope in your heart
and you'll never walk alone
you'll never walk alone
walk on, walk on
with hope in your heart
and you'll never walk alone
you'll never walk alone

❤️💙🎵🎶","walk on through the rain
for your dreams be tossed and blown
walk on, walk on
with hope in your heart
and you'll never walk alone
you'll never walk alone
walk on, walk on
with hope in your heart
and you'll never walk alone
you'll never walk alone

❤️",[]
53,"i’ve got 2 tickets for taylor swift’s concert for thu apr 13th at raymond james stadium, tampa, fl. we won't be able to make it to the show anymore 😭😭😭 it’s literally in a couple of days, anyone who needs it pls lmk😩😩ty❤️","i’ve got 2 tickets for taylor swift’s concert for thu apr 13th at raymond james stadium, tampa, fl. we won't be able to make it to the show anymore  it’s literally in a couple of days, anyone who needs it pls lmkty❤️","['😭', '😭', '😭']"
54,thank you. sometimes i need reminding. certain intrusive thoughts just get in the way a lot. 🥲❤️,thank you. sometimes i need reminding. certain intrusive thoughts just get in the way a lot. ❤️,['🥲']
55,"anyone should pls help this poor boy 🙏 i need a survival fund of 1,500 pls help me out abeg of you all 🙏 i want to get food for my son pls 8145056881 palmpay wasiu rilwan kayode. thanks in anticipation 🙏","anyone should pls help this poor boy  i need a survival fund of 1,500 pls help me out abeg of you all  i want to get food for my son pls 8145056881 palmpay wasiu rilwan kayode. thanks in anticipation ","['🙏', '🙏', '🙏']"
56,brilliant day! what a good lad he is 🐾🐾❤️,brilliant day! what a good lad he is ❤️,[]
57,one thing about my man.. he not gon let no bitch touch me 🤣❤️,one thing about my man.. he not gon let no bitch touch me ❤️,['🤣']
58,i agree with you but i also love the others 😍 happy easter to you nikki 🐥❤️,i agree with you but i also love the others  happy easter to you nikki ❤️,['😍']
59,what a game!!! 😭❤️🔥,what a game!!! ❤️,"['😭', '🔥']"
60,happy easter fam ❤️‍🔥🐰🐇,happy easter fam ❤️‍,"['🔥', '🐰', '🐇']"
61,🙏🏽❤️ happy easter,❤️ happy easter,['🙏']
62,ramsdale has to be the motm😁🥇,ramsdale has to be the motm,[]
63,"so i added a few new things to my #throne #wishlist if anyone is feeling generous 🥺❤️

happy easter everyone 🐇

#thronewishlist #thronegift #gift","so i added a few new things to my #throne #wishlist if anyone is feeling generous ❤️

happy easter everyone 

#thronewishlist #thronegift #gift",['🐇']
64,anfield ruining title charges. this is the barclays i fell in love with😭😭😭❤️❤️❤️,anfield ruining title charges. this is the barclays i fell in love with❤️❤️❤️,"['😭', '😭', '😭']"
65,"after a game like that imagine not liking football, right fucking strange 😂","after a game like that imagine not liking football, right fucking strange ",['😂']
66,"wts 3x taylor swift floor  tickets to raymond james stadium- tampa, fl.
april 13th. sec b,row 8, seats 8,910. willing to sell at fv,😊can show genuine proof!!
dm if interested in purchasing please. ty❤️","wts 3x taylor swift floor  tickets to raymond james stadium- tampa, fl.
april 13th. sec b,row 8, seats 8,9&amp;10. willing to sell at fv,can show genuine proof!!
dm if interested in purchasing please. ty❤️",[]
67,"what a beautiful game man, that’s football 😭❤️","what a beautiful game man, that’s football ❤️",['😭']
68,😂😂😂.   we are out matched here and know what is good for us!!!!! ❤️,.   we are out matched here and know what is good for us!!!!! ❤️,"['😂', '😂', '😂']"
69,"thanks ramsdale for not letting a humiliation in anfield. ❤️👍🏼

we will bounce back. #coyg","thanks ramsdale for not letting a humiliation in anfield. ❤️

we will bounce back. #coyg",['👍']
70,😂😂😂 thank you so much❤️❤️, thank you so much❤️❤️,"['😂', '😂', '😂']"
71,"thank you so very much ma’am, happy easter to you and your family too. we will stay safe. 🥰🙏❤️","thank you so very much ma’am, happy easter to you and your family too. we will stay safe. ❤️","['🥰', '🙏']"
72,nice doing business with you g💙🤝❤️,nice doing business with you g❤️,[]
73,great game 🙌🏽❤️,great game ❤️,[]
74,what a day ❤️🧡,what a day ❤️,[]
75,"no roast today, first bbq of this year though 😋 chilli and lime chicken, the weather has been so lovely, tomorrow is rainy day so we might have a roast then 🍽️ hope you are have had a nice #eastersunday ❤️","no roast today, first bbq of this year though  chilli and lime chicken, the weather has been so lovely, tomorrow is rainy day so we might have a roast then ️ hope you are have had a nice #eastersunday ❤️",['😋']
76,"thank you so much for your kindness! 🐘🌜 it was lovely to be back  after sue  sita too! 🪁
so glad you enjoyed the dancing elephant! 🙏❤️","thank you so much for your kindness!  it was lovely to be back  after sue &amp; sita too! 
so glad you enjoyed the dancing elephant! ❤️",['🙏']
77,"ayaka chan is so cute, thank yopu so much😍😍❤️❤️❤️❤️❤️","ayaka chan is so cute, thank yopu so much❤️❤️❤️❤️❤️","['😍', '😍']"
78,"ousted but not defeated!
#imrankhanforpakistan 💚❤️","ousted but not defeated!
#imrankhanforpakistan ❤️",[]
79,"it looks a little scary, but wow you did it ❤️❤️🤗💙💙💙","it looks a little scary, but wow you did it ❤️❤️",[]
80,"for my own sanity i'm gonna stay in delusion and say these are just rumors and joe and taylor are still together and go to sleep, goodnight! 😀","for my own sanity i'm gonna stay in delusion and say these are just rumors and joe and taylor are still together and go to sleep, goodnight! ",[]
81,happy easter to you and your family! god bless you🙏🌹❤️,happy easter to you and your family! god bless you❤️,['🙏']
82,"good point. 

take it and regroup.  ❤️

proud of you. 🫶🏾","good point. 

take it and regroup.  ❤️

proud of you. 🫶",[]
83,"i wish you good good luck!!!!🤞🏻🍀
i really hope that you'll get the tickets you want and i'm sure it'll be another otherworldly concert! ❤️💗","i wish you good good luck!!!!
i really hope that you'll get the tickets you want and i'm sure it'll be another otherworldly concert! ❤️",[]
84,a warm embrace please 🥺 the pressure was real😂😂😂,a warm embrace please  the pressure was real,"['😂', '😂', '😂']"
85,"can i imagine you as my boyfriend for a day 😍❤️🥹
#nunew","can i imagine you as my boyfriend for a day ❤️
#nunew","['😍', '\U0001f979']"
86,"angel city’s alyssa thompson has been called up. she will replace mallory swanson on the uswnt training camp roster prior to tuesday’s rematch against ireland. 

wishing the best of luck to alyssa  sending all the love and strength to mal! ❤️

📸","angel city’s alyssa thompson has been called up. she will replace mallory swanson on the uswnt training camp roster prior to tuesday’s rematch against ireland. 

wishing the best of luck to alyssa &amp; sending all the love and strength to mal! ❤️

",[]
87,oh yeah?! let’s rock!! ❤️‍🔥,oh yeah?! let’s rock!! ❤️‍,['🔥']
88,no frrr!!! 🤣🤣🤣 cause baby one thang about it if i like you best believe ima spoil ya 🤷🏾‍♀️😭,no frrr!!!  cause baby one thang about it if i like you best believe ima spoil ya ‍♀️,"['🤣', '🤣', '🤣', '😭']"
89,all that was needed was a good pass from martinelli and it would have been a 1 on 1 🤦🏻‍♂️,all that was needed was a good pass from martinelli and it would have been a 1 on 1 ‍♂️,[]
90,happy easter 🐇🌷🌺❤️✝️💒🤍🐣🧺 turkish coffee rlly is not shit tho i’m spoiled by the caffeine content of cafecito,happy easter ❤️✝️🧺 turkish coffee rlly is not shit tho i’m spoiled by the caffeine content of cafecito,"['🐇', '🤍', '🐣']"
91,have an amazing one homie ❤️❤️❤️❤️❤️❤️❤️🥺🥺🥺🥺🥺🥺🥺💯💯💯💯💯💯😱😱😱😱😱😱🤗🤗🤗🤗🤗🤗❤️❤️❤️❤️❤️❤️🥺🥺🥺🥺💯💯💯🔥🔥🔥🔥🔥🔥💨💨💨💨👑👑👑🕺🕺🕺🕺🕺🥹🥹🕺,have an amazing one homie ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '\U0001f979', '\U0001f979']"
92,you're welcome ❤️🤗😘💕,you're welcome ❤️,[]
93,"nothing beat that joy ❤️

seen people doing good for themselves because of single decision you recommend them to make...

their winning is my pleasure 💥","nothing beat that joy ❤️

seen people doing good for themselves because of single decision you recommend them to make...

their winning is my pleasure ",[]
94,wow what an honer coming from you!🙏❤️ i truly appreciate you. god bless you 🙏🙏❤️🤗,wow what an honer coming from you!❤️ i truly appreciate you. god bless you ❤️,"['🙏', '🙏', '🙏']"
95,"anyone should pls help this poor boy 🙏 i need a survival fund of 1,500 pls help me out abeg of you all 🙏 i want to get food for my son pls 8145056881 palmpay wasiu rilwan kayode. thanks in anticipation 🙏","anyone should pls help this poor boy  i need a survival fund of 1,500 pls help me out abeg of you all  i want to get food for my son pls 8145056881 palmpay wasiu rilwan kayode. thanks in anticipation ","['🙏', '🙏', '🙏']"
96,"thanks for reading 🤝

did this post help you to live like a samurai? if yes, then:

~ like the post ❤️
~ retweet the first tweet 🔂
~ follow me ⏩ 

my mission is to make you:

✅ fearless.
✅ honorable.
✅ unwavering.

sayonara! 👋","thanks for reading 

did this post help you to live like a samurai? if yes, then:

~ like the post ❤️
~ retweet the first tweet 
~ follow me ⏩ 

my mission is to make you:

✅ fearless.
✅ honorable.
✅ unwavering.

sayonara! ",[]
97,thank you😍❤️❤️❤️ i love these 😁😁😁,thank you❤️❤️❤️ i love these ,['😍']
98,"hoppy easter 🐰🏡🌷 

we're here to help you ""egg-spect"" the best in real estate services and guide you through the home-buying or selling process. 

so let's get cracking and make this easter a memorable one with a new home to decorate and enjoy! 🐣🏠❤️ #happyeaster","hoppy easter  

we're here to help you ""egg-spect"" the best in real estate services and guide you through the home-buying or selling process. 

so let's get cracking and make this easter a memorable one with a new home to decorate and enjoy! ❤️ #happyeaster","['🐰', '🐣']"
99,angelic a** bitches 😭😭❤️,angelic a** bitches ❤️,"['😭', '😭']"
100,"in leadership you must lead, words alone are not enough. just do it! ❤️🙏🏾 #popoff","in leadership you must lead, words alone are not enough. just do it! ❤️ #popoff",['🙏']
101,why is everyone mentioning psg😂😂💔,why is everyone mentioning psg,"['😂', '😂']"
102,"happy easter from  and i 🐇🐰😘

#aiphotography #aiphoto #aigirls #aiwaifus #aigirlfriend #stablediffusiongirls #stablediffusionwaifu #stablediffusion #gyaru #lingeriediva #chilloutmix #chilled_re_generic #aiグラビア #aiイラスト","happy easter from  and i 

#aiphotography #aiphoto #aigirls #aiwaifus #aigirlfriend #stablediffusiongirls #stablediffusionwaifu #stablediffusion #gyaru #lingeriediva #chilloutmix #chilled_re_generic #aiグラビア #aiイラスト","['🐇', '🐰']"
103,"this team is so good; it’s wanderful! #raysup 

👁️❤️📻:","this team is so good; it’s wanderful! #raysup 

️❤️:",[]
104,"i am biased towards these two🥺❤️
hoping for so many screen sharing moments.🤞🤞✌️
kbkj trailer out tomorrow 
#shehnaaazgill #salmankhan #kisikabhaikisikijaan","i am biased towards these two❤️
hoping for so many screen sharing moments.✌️
kbkj trailer out tomorrow 
#shehnaaazgill #salmankhan #kisikabhaikisikijaan",[]
105,this is the liverpool i need❤️❤️❤️we have drawn but this is the fighting spirit we need🔥🔥🔥🔥,this is the liverpool i need❤️❤️❤️we have drawn but this is the fighting spirit we need,"['🔥', '🔥', '🔥', '🔥']"
106,thank god that's over 😆😆😆 bloody football ⚽️,thank god that's over  bloody football ⚽️,[]
107,the feeling of first win 😍😍❤️❤️,the feeling of first win ❤️❤️,"['😍', '😍']"
108,congratulations 🎊 guys 👏👏👏 we did it 💪💪👌👌✌️✌️ took just one ball extra 😂😂,congratulations  guys  we did it ✌️✌️ took just one ball extra ,"['😂', '😂']"
109,"epl live updates today 2022/2023 
season 
liverpool vs arsenal 
score 2-2
firmino,martinelli,gabriel jesus,mo salah
min:90+6

match over!!!
#player ⚽️❤️🔥💥👏🙌 like,comment and retweet #liverpool #anfield","epl live updates today 2022/2023 
season 
liverpool vs arsenal 
score 2-2
firmino,martinelli,gabriel jesus,mo salah
min:90+6

match over!!!
#player ⚽️❤️ like,comment and retweet #liverpool #anfield",['🔥']
110,was totally gonna ask which ones. but looks like the #hobby fam got you covered! 🔥 ❤️,was totally gonna ask which ones. but looks like the #hobby fam got you covered!  ❤️,['🔥']
111,"the moment we've been all waiting for~
the end of deep state. make this viral!! 🇺🇸

 ❤️❤️❤️","the moment we've been all waiting for~
the end of deep state. make this viral!! 

 ❤️❤️❤️",[]
112,"i personally condemned this kind of behavior! 😤😠😡
please people for the love of god! please be considerate!!! why is that so hard to do? ...we we're all trying to protect the girls specially freen and some people are being careless 😤","i personally condemned this kind of behavior! 
please people for the love of god! please be considerate!!! why is that so hard to do? ...we we're all trying to protect the girls specially freen and some people are being careless ","['😤', '😡', '😤']"
113,"have a great day #sussexsquad and #friends my day has come to an end .. it’s bedtime for #jackie may the lord watch over my child and grandchildren and al the helpless kids in the world , may he shine his light we’re it’s dark , so evil can be driven away! bless you all ❤️❤️🥰","have a great day #sussexsquad and #friends my day has come to an end .. it’s bedtime for #jackie may the lord watch over my child and grandchildren and al the helpless kids in the world , may he shine his light we’re it’s dark , so evil can be driven away! bless you all ❤️❤️",['🥰']
114,"a legend retires 🫡🏆

thank you,  for all the amazing memories and congratulations on a legendary career. we’ll miss seeing you out there on the pitch ❤️","a legend retires 

thank you,  for all the amazing memories and congratulations on a legendary career. we’ll miss seeing you out there on the pitch ❤️",['\U0001fae1']
115,lol 😂 very dry indeed 💀,lol  very dry indeed ,"['😂', '💀']"
116,it’s so well described 😭 it’s so good seeing it more and more.  it’s crazy how many big creators it’s taking for people to take it more serious it’s still the joke of mental health for some reason but maybe it won’t be soon enough. ❤️,it’s so well described  it’s so good seeing it more and more.  it’s crazy how many big creators it’s taking for people to take it more serious it’s still the joke of mental health for some reason but maybe it won’t be soon enough. ❤️,['😭']
117,"shit. rip no idea what or who, but sad to hear any death in the sport 😔❤️","shit. rip no idea what or who, but sad to hear any death in the sport ❤️",[]
118,"thank you jesus! 
for no matter wat i go through in life i will always see a victory and will always know i’m good because i am saved 💪🏼❤️🙏🏼 #savedbygrace #godschild #godislove #soberlife #sobriety #kekoapurealoha #badboygoneclean #blessed #purealoha","thank you jesus! 
for no matter wat i go through in life i will always see a victory and will always know i’m good because i am saved ❤️ #savedbygrace #godschild #godislove #soberlife #sobriety #kekoapurealoha #badboygoneclean #blessed #purealoha",['🙏']
119,lonely 81-year-old neighbor just wanted a coffee drinking buddy 🥹❤️  via,lonely 81-year-old neighbor just wanted a coffee drinking buddy ❤️  via,['\U0001f979']
120,last night was fun aff😝💁‍♀️ thank y’all for all birthday wishes ❤️❤️,last night was fun aff‍♀️ thank y’all for all birthday wishes ❤️❤️,[]
121,not a question but happy birthday angkol belated din po kay kuya roden! 🥳❤️,not a question but happy birthday angkol belated din po kay kuya roden! ❤️,['🥳']
122,"my princess is back on screen ... super exited 😍❤️🔥 

#sumbultouqeerkhan #sumbulsquad","my princess is back on screen ... super exited ❤️ 

#sumbultouqeerkhan #sumbulsquad","['😍', '🔥']"
123,"ok imagine the colors of the rainbow: ❤️🧡💛💚💙💜🩷, now tell me which color every member is according to you🫵🏻","ok imagine the colors of the rainbow: ❤️🩷, now tell me which color every member is according to you🫵",[]
124,as peaceful as the summer of love 🔥,as peaceful as the summer of love ,['🔥']
125,thank you that means the most ❤️‍🔥,thank you that means the most ❤️‍,['🔥']
126,"good morning y’all, happy easter!!! #happyeaster2023 #riseandshine #sundaymorning🌞❤️👋🏿🐇","good morning y’all, happy easter!!! #happyeaster2023 #riseandshine #sundaymorning❤️",['🐇']
127,a happy boy in  tshirt 🥺🔥 absolutely stunning tshirt ❤️,a happy boy in  tshirt  absolutely stunning tshirt ❤️,['🔥']
128,"if you’re doubtful or wondering what i am talking about, i’d rather you give me the benefit of the doubt instead of just looking at this statement with crazy preconceptions!  always ask.  i’m called to answer!  ❤️🌷","if you’re doubtful or wondering what i am talking about, i’d rather you give me the benefit of the doubt instead of just looking at this statement with crazy preconceptions!  always ask.  i’m called to answer!  ❤️",[]
129,"what a scintillating end-to-end football game that is. 🔥❤️
#livars","what a scintillating end-to-end football game that is. ❤️
#livars",['🔥']
130,i can’t believe chia seeds and prunes are not working 🫢 yoh ha.a,i can’t believe chia seeds and prunes are not working  yoh ha.a,[]
131,gary neville sounds very excited for liverpool. 🐀,gary neville sounds very excited for liverpool. ,[]
132,my baby!! isaac💙💙 and if you like him you'll love my baby nigel❤️❤️,my baby!! isaac and if you like him you'll love my baby nigel❤️❤️,[]
133,bobby 🥹❤️. he's worked miracles on me,bobby ❤️. he's worked miracles on me,['\U0001f979']
134,"definitely a penalty for liverpool at the death...

we survived...

a point is not bad gunners❤️🔥","definitely a penalty for liverpool at the death...

we survived...

a point is not bad gunners❤️",['🔥']
135,"what a start to the season . 

4 for, 2 catches and 37 not.

absolute superstar ❤️🏏.","what a start to the season . 

4 for, 2 catches and 37 not.

absolute superstar ❤️.",[]
136,"you are smarter and smarted and i don’t blame you. i cut someone who blame you. ❤️

but tell me privately who it is so i can send them correct one to use. it’s war. it’s chaos. things happen. case closed. here have some chocolate 👇🏻","you are smarter and smarted and i don’t blame you. i cut someone who blame you. ❤️

but tell me privately who it is so i can send them correct one to use. it’s war. it’s chaos. things happen. case closed. here have some chocolate ",[]
137,"and   and      .    oh my god they are my faves 💥🥰❤️❤️❤️

happy easter thabang 
#getwellsoonthabang 
#thabangmazibuko","and   and      .    oh my god they are my faves ❤️❤️❤️

happy easter thabang 
#getwellsoonthabang 
#thabangmazibuko",['🥰']
138,"❤️❤️❤️❤️ thank you lerato laka was exhausted two days without sleep is not child play 😊 we did what we can to pray for this country and people who need to be served we suffered enough god need to take it's part ,but i'm all good hun ❤️❤️❤️","❤️❤️❤️❤️ thank you lerato laka was exhausted two days without sleep is not child play  we did what we can to pray for this country and people who need to be served we suffered enough god need to take it's part ,but i'm all good hun ❤️❤️❤️",[]
139,zincheko knows man city too well. he's already seen the future 🤣🤣,zincheko knows man city too well. he's already seen the future ,"['🤣', '🤣']"
140,🤣🤣 and happy easter to you as well ❤️, and happy easter to you as well ❤️,"['🤣', '🤣']"
141,do y’all even remember light??? 😭,do y’all even remember light??? ,['😭']
142,liverpool for a reason!! #livars ⚽️💫,liverpool for a reason!! #livars ⚽️,[]
143,"i’ve said it before and i’d keep saying it till day 38, come next month, we’d be crowned champions of england 

thank you liverpool btw 🫠❤️","i’ve said it before and i’d keep saying it till day 38, come next month, we’d be crowned champions of england 

thank you liverpool btw ❤️",['\U0001fae0']
144,what a game wtf ramsdale ❤️❤️❤️🤲🏾🤲🏾,what a game wtf ramsdale ❤️❤️❤️,[]
145,well not the doing work part but i miss my friends 😂,well not the doing work part but i miss my friends ,['😂']
146,"arsenal fans should rest…, liverpool is gonna win this match😌💯
#livars #liverpool","arsenal fans should rest…, liverpool is gonna win this match
#livars #liverpool",[]
147,happy easter to you ollie i hope the easter bunny was good to you 🐇🐣🌼😻❤️,happy easter to you ollie i hope the easter bunny was good to you ❤️,"['🐇', '🐣']"
148,to lust after you and those stunning eggs your playing with❤️❤️❤️❤️❤️❤️❤️🔥🤟🏾,to lust after you and those stunning eggs your playing with❤️❤️❤️❤️❤️❤️❤️,['🔥']
149,thank you ramsdale ❤️😭,thank you ramsdale ❤️,['😭']
