ID,Comments,raw text,emojis
20,"good afternoon everyone 😇
hope your day was great!
topic: birds 🦅 

📖matthew 6:26(kjv)~ behold the fowls(birds) of the air for they sow not, neither do they reap, nor gather into barns; yet your heavenly father feeds them.are ye not much better than they?","good afternoon everyone 
hope your day was great!
topic: birds  

matthew 6:26(kjv)~ behold the fowls(birds) of the air for they sow not, neither do they reap, nor gather into barns; yet your heavenly father feeds them.are ye not much better than they?",['😇']
21,"it is, thats why  we called it ""life"" but you just need to remind yourself to keep moving forward  😇🫶🏼 vinci","it is, thats why  we called it ""life"" but you just need to remind yourself to keep moving forward  🫶 vinci",['😇']
22,"us strategy to tackle china 😂😂😁😇😆.
wana share a story with you all two year ago china - india standoff over galwan  other part, india start boycotting chines product so they launched a motive of printing #boycottchina  on cape  👚 .","us strategy to tackle china .
wana share a story with you all two year ago china - india standoff over galwan &amp; other part, india start boycotting chines product so they launched a motive of printing #boycottchina  on cape &amp;  .","['😂', '😂', '😇']"
23,"""in the end, you have to protect yourself at all times."" - floyd ""money"" mayweather. 😇","""in the end, you have to protect yourself at all times."" - floyd ""money"" mayweather. ",['😇']
24,have a blessed day  😇,have a blessed day  ,['😇']
25,"that’s right‼️🥵
walked outside haven’t been outside in a week since falling on ice wednesday morning 😩😣
i love these warm days but stick inside with 🩼🩼 walking slow like 🐢","that’s right‼️
walked outside haven’t been outside in a week since falling on ice wednesday morning 
i love these warm days but stick inside with 🩼🩼 walking slow like ",['🥵']
26,i love how it progressively gets worse and then just. onegaishimasu eichi-kun😇,i love how it progressively gets worse and then just. onegaishimasu eichi-kun,['😇']
27,hello boys❗️❗️ 😇❤️ i'm now online 💥 come serve and please me❗️ check the newest pic uploaded below to do live show with me! 👉,hello boys❗️❗️ ❤️ i'm now online  come serve and please me❗️ check the newest pic uploaded below to do live show with me! ,"['😇', '👉']"
28,to many hoes where the niggas at 😂😇😇,to many hoes where the niggas at ,"['😂', '😇', '😇']"
29,"ah morrie and the toupee, memories - people still buy 212s and 718s for the prestige/influence that’s comes with it, albeit it’s probably more expensive than it was in the 90’s - we actually wrote a recent piece on #nyc phone numbers for anyone curious 😇","ah morrie and the toupee, memories - people still buy 212s and 718s for the prestige/influence that’s comes with it, albeit it’s probably more expensive than it was in the 90’s - we actually wrote a recent piece on #nyc phone numbers for anyone curious ",['😇']
30,oh silva you sexy beast! definitely sending this into psa soon. 😇,oh silva you sexy beast! definitely sending this into psa soon. ,['😇']
31,"heyy 🙋🏽‍♀️
there professor fox ❤️🦊
thanks very much happiest
of tuesday to u hope your

doing alright this fab
afternoon have a beautiful 
rest of your day i'll certainly

keep trying appreciate the
message sending caring hugs 
🤗🥰 plus kisses mmmuah love
ya tons always!! 

😘😇🌹","heyy ‍♀️
there professor fox ❤️
thanks very much happiest
of tuesday to u hope your

doing alright this fab
afternoon have a beautiful 
rest of your day i'll certainly

keep trying appreciate the
message sending caring hugs 
 plus kisses mmmuah love
ya tons always!! 

","['🥰', '😇']"
32,🍪 is this sufficient peace offering...?, is this sufficient peace offering...?,[]
33,stay strong  pray simon. god's will be done. 🙏😇,stay strong &amp; pray simon. god's will be done. ,"['🙏', '😇']"
34,you should take shower mid games from now 😇,you should take shower mid games from now ,['😇']
35,does that mean the actual berkeley show is getting it 😅😅😅😇😇😇🙏🙏🙏🙏,does that mean the actual berkeley show is getting it ,"['😅', '😅', '😅', '😇', '😇', '😇', '🙏', '🙏', '🙏', '🙏']"
36,at home we can play cuddles 🥰🥰🥰,at home we can play cuddles ,"['🥰', '🥰', '🥰']"
37,now the idiat brings in muller 🤧,now the idiat brings in muller ,[]
38,"waiting to check out from the vet's where they told me that my cats are beautiful, healthy, and have great teeth!! no problems, no diets needed 😇🐈😻","waiting to check out from the vet's where they told me that my cats are beautiful, healthy, and have great teeth!! no problems, no diets needed ",['😇']
39,rara 😇🥰 may allah( swt) makes it easy for everyone of us,rara  may allah( swt) makes it easy for everyone of us,"['😇', '🥰']"
40,and it's hard to believe that it is only the size of a pea.  thank you bernadette! 😇,and it's hard to believe that it is only the size of a pea.  thank you bernadette! ,['😇']
41,i have a real ass nigga friend he the only reason i didn’t give up on all men frr😂😂😂,i have a real ass nigga friend he the only reason i didn’t give up on all men frr,"['😂', '😂', '😂']"
42,content that kinda fux with the kind of clever blacks and settlers😇,content that kinda fux with the kind of clever blacks and settlers,['😇']
43,listening to today's  episode - any chance y'all could put aside one of the special t-shirts (in a large 😇) for a devoted east coast listener who can't make it out to peltoncast live? 💚🙏🏻💚,listening to today's  episode - any chance y'all could put aside one of the special t-shirts (in a large ) for a devoted east coast listener who can't make it out to peltoncast live? ,"['😇', '🙏']"
44,tattoo canceled for the 3rd time but i got a free drink at my local shop 😇 it all works out,tattoo canceled for the 3rd time but i got a free drink at my local shop  it all works out,['😇']
45,ripping bitches heads off n im definitely saving my favorite one for last 😂😂. show ur ass ghetto fr😇😇😇😇😇😇i need to really hurry n graduate,ripping bitches heads off n im definitely saving my favorite one for last . show ur ass ghetto fri need to really hurry n graduate,"['😂', '😂', '😇', '😇', '😇', '😇', '😇', '😇']"
46,this early 🥺,this early ,[]
47,what is this upemecano guy doing fgs 🤦‍♂️,what is this upemecano guy doing fgs ‍♂️,[]
48,"happy birthday to all kim sunwoo and his rps, especially my one and only baby sunu  may god bless youu with tons of happiness, lucky and manything good wishes for you.😇🙏

#햇살보다_눈부실_선우의_스물넷
#thundersunwooday","happy birthday to all kim sunwoo and his rps, especially my one and only baby sunu  may god bless youu with tons of happiness, lucky and manything good wishes for you.

#햇살보다_눈부실_선우의_스물넷
#thundersunwooday","['😇', '🙏']"
49,"ughhhhh not surprised, keep on looking... the right home will find you  😊😇","ughhhhh not surprised, keep on looking... the right home will find you  ",['😇']
50,there are days when i really feel pride in all i’ve accomplished at my age. today is one of them 😇,there are days when i really feel pride in all i’ve accomplished at my age. today is one of them ,['😇']
51,placed on half time 😇,placed on half time ,['😇']
52,today is the big day! guide me lord😇,today is the big day! guide me lord,['😇']
53,i walk around like i can’t be touched 😇,i walk around like i can’t be touched ,['😇']
54,"champagne, fresh squeeze orange juice, a biblical blanket, filtered sunlight and 75 degrees. 
couldn’t ask for a nicer day 😇","champagne, fresh squeeze orange juice, a biblical blanket, filtered sunlight and 75 degrees. 
couldn’t ask for a nicer day ",['😇']
55,"tu fir this.. i have some, but at 82)w lost friends) family/ little help to get to optimum resources 🤔❣️🤐🙏😇❤️","tu fir this.. i have some, but at 82)w lost friends) family/ little help to get to optimum resources ❣️❤️","['🤔', '🙏', '😇']"
56,make sure you wear your  jersey as much as you can 😇😍😂,make sure you wear your  jersey as much as you can ,"['😇', '😍', '😂']"
57,u have a way with words..😇,u have a way with words..,['😇']
58,"do you, darling ?

( holding said step stool high above his head. 😇 )","do you, darling ?

( holding said step stool high above his head.  )",['😇']
59,cfn thank you 😇🦋,cfn thank you ,['😇']
60,its nice to be top dog at work😇,its nice to be top dog at work,['😇']
61,idk where you live but if you have a ross or tjmaxx in your area they sell them at a discounted price! 😇,idk where you live but if you have a ross or tjmaxx in your area they sell them at a discounted price! ,['😇']
62,if she played it as the last song at least i’d know i was safe to leave 😇,if she played it as the last song at least i’d know i was safe to leave ,['😇']
63,thank you for the food 🙏,thank you for the food ,['🙏']
64,"this is true in your inverse world. you might still be hormonal. you must be annoyed not getting a rise out of me, eh? it frustrates many.   but they never ask themselves why they try. but i know.😎","this is true in your inverse world. you might still be hormonal. you must be annoyed not getting a rise out of me, eh? it frustrates many.   but they never ask themselves why they try. but i know.",['😎']
65,have a nice evening! 🫠😇,have a nice evening! ,"['\U0001fae0', '😇']"
66,"good evening dear marvil. thank you my beautiful sweet friend, hope you had a blessed and relaxing easter and start to your new week. have a lovely evening, take care. sending you much love and hugs. 🤗🌷🌸🩷🐰🐣😘🐶😇🐘🙏🏻🫶🏻","good evening dear marvil. thank you my beautiful sweet friend, hope you had a blessed and relaxing easter and start to your new week. have a lovely evening, take care. sending you much love and hugs. 🩷🫶","['🐰', '🐣', '😇', '🙏']"
67,lets all destroy they new official tik tok acc with #hearusniantic 😇,lets all destroy they new official tik tok acc with #hearusniantic ,['😇']
68,ure so silly funny creative 😇,ure so silly funny creative ,['😇']
69,"it’s all about working the system… repent, sin, rinse, repeat 😇😈","it’s all about working the system… repent, sin, rinse, repeat ",['😇']
70,"thanks alot!!!  for those kind wishes🥰
may the lord bless you and protect you. may the lord smile on you, and be gracious to you and give you his peace.😇🤗","thanks alot!!!  for those kind wishes
may the lord bless you and protect you. may the lord smile on you, and be gracious to you and give you his peace.","['🥰', '😇']"
71,don’t think haarland has reached his prime yet…no competition for me!😇,don’t think haarland has reached his prime yet…no competition for me!,['😇']
72,get tuchel out of my club now 😭😭😭,get tuchel out of my club now ,"['😭', '😭', '😭']"
73,only because i've retired 😇,only because i've retired ,['😇']
74,"he he. i’ve squashed so many floofs i should be embarrassed, but of course i’m not. 😂 💙😇z","he he. i’ve squashed so many floofs i should be embarrassed, but of course i’m not.  z","['😂', '😇']"
75,"i remember when i used to work in a steakhouse. i had a self-righteous dude as a customer. he joked i'd never amount to anything in life. just ignored him and kept my head down and worked hard. now i'm thriving in my career.

always a good thing when hard work pays off 😁😇","i remember when i used to work in a steakhouse. i had a self-righteous dude as a customer. he joked i'd never amount to anything in life. just ignored him and kept my head down and worked hard. now i'm thriving in my career.

always a good thing when hard work pays off ",['😇']
76,you’re welcome 😇🙏🏾,you’re welcome ,"['😇', '🙏']"
77,"they were fighting as usual, punches and slaps were involved 😇
(me trying to make excuses for them 😅)","they were fighting as usual, punches and slaps were involved 
(me trying to make excuses for them )","['😇', '😅']"
78,aww that’s ok! you are so sweet! again you are a angel on earth❤️❤️😘😘😇,aww that’s ok! you are so sweet! again you are a angel on earth❤️❤️,['😇']
79,im no longer extending anymore grace periods for anybody .. i believed you the first time and you let me down . im good 😇,im no longer extending anymore grace periods for anybody .. i believed you the first time and you let me down . im good ,['😇']
80,"maybe. but when the tq+ are going around playing lil communist and beating up people, killing people, and kidnapping people for ransom, i think the feeling is validated. 😇 that's not a group i wannna be associated with at all.","maybe. but when the tq+ are going around playing lil communist and beating up people, killing people, and kidnapping people for ransom, i think the feeling is validated.  that's not a group i wannna be associated with at all.",['😇']
81,looking all innocent 😇,looking all innocent ,['😇']
82,"watching joshua kimmich lead munich at the etihad tonight, is so wholesome...from a young rb taking over from philip lahm a few years ago😇 now captain...how time flies by..✨","watching joshua kimmich lead munich at the etihad tonight, is so wholesome...from a young rb taking over from philip lahm a few years ago now captain...how time flies by..✨",['😇']
83,i am always amazed that incredibly smart people who use  words to make a living fail to understand how their words can be used against them.😇,i am always amazed that incredibly smart people who use  words to make a living fail to understand how their words can be used against them.,['😇']
84,"team, please do another round of perimeter checks and report back. ovr 😎🐹🐾👍🐕😺😺 #eccsecurity    #ecchappyhour","team, please do another round of perimeter checks and report back. ovr  #eccsecurity    #ecchappyhour","['😎', '👍']"
85,she is right at least she is well education and uses her brain she sayed it perfectly i like her 👍😇,she is right at least she is well education and uses her brain she sayed it perfectly i like her ,"['👍', '😇']"
86,awee! sweetest beauty ever! 💜🙌✝️god bless this precious child congrats 👏👏💞😇,awee! sweetest beauty ever! ✝️god bless this precious child congrats ,['😇']
87,what one of my favorite shows all day is so relaxing 😇,what one of my favorite shows all day is so relaxing ,['😇']
88,"u can catch up just open study this 12 parameters polar coordinates circular am fm tv dial 5000 years ago call chinese polar horoscope u can replace each glyph/animals with a sector of ur choice - tech. real estate. banks $ , prison reform education etc👍😇ha haha","u can catch up just open study this 12 parameters polar coordinates circular am fm tv dial 5000 years ago call chinese polar horoscope u can replace each glyph/animals with a sector of ur choice - tech. real estate. banks $ , prison reform education etcha haha","['👍', '😇']"
89,i be having a blast tweeting stuff that ain't got a fck thing to do with me 😇,i be having a blast tweeting stuff that ain't got a fck thing to do with me ,['😇']
90,follow me i’m the next big musician out of africa 😇😇,follow me i’m the next big musician out of africa ,"['😇', '😇']"
91,"1:33

sincerely,

(you do the rest)

/😇","1:33

sincerely,

(you do the rest)

/",['😇']
92,"i will literally tell the teacher to send a vid of them cryin on the whatsapp group chat 😇
cry all u like pls 😇😇","i will literally tell the teacher to send a vid of them cryin on the whatsapp group chat 
cry all u like pls ","['😇', '😇', '😇']"
93,just dug these out of the drawer 😍 i miss the days of club penguin 😇,just dug these out of the drawer  i miss the days of club penguin ,"['😍', '😇']"
94,"sometimes i wish eddie vedder would sing it, but he's only 5'7 😇","sometimes i wish eddie vedder would sing it, but he's only 5'7 ",['😇']
95,thank you to every fan who shared the word: we have all received our refunds!😇,thank you to every fan who shared the word: we have all received our refunds!,['😇']
96,good day to get on the grill 😇,good day to get on the grill ,['😇']
97,i will motivate you 😇,i will motivate you ,['😇']
98,to be or not to be 👉👈🖤❤️😇😈🦴,to be or not to be ❤️,"['👉', '😇']"
99,a classic pink that reminded me of the pink panther 😇,a classic pink that reminded me of the pink panther ,['😇']
100,"😢 a disappointing result at a very wet clarence park as bromley 23s edge the victory 3-2 

#sacfc #sacfcacademy😇"," a disappointing result at a very wet clarence park as bromley 23s edge the victory 3-2 

#sacfc #sacfcacademy",['😇']
101,"you especially gave ""welfare"" to the serbs when you drove them out onto the street from the centuries-old kosovo-metohija hearths!? god examines other nations through the serbian people!? ☁📝!?👽🌤🌠🕊😇","you especially gave ""welfare"" to the serbs when you drove them out onto the street from the centuries-old kosovo-metohija hearths!? god examines other nations through the serbian people!? ☁!?",['😇']
102,"hello friends! 
it's sunny and pleasant these days. great to see spring coming. it's also a busy time for me. one by one, i'll do everything, but i don't have much time to enjoy twitter. despite the delay, i will reply to everyone😇
keep active!it brings happiness-that's for sure","hello friends! 
it's sunny and pleasant these days. great to see spring coming. it's also a busy time for me. one by one, i'll do everything, but i don't have much time to enjoy twitter. despite the delay, i will reply to everyone
keep active!it brings happiness-that's for sure",['😇']
103,can anyone put me on some cool jeans 😇,can anyone put me on some cool jeans ,['😇']
104,???? i meant the window to the seunghwan debut store 😇,???? i meant the window to the seunghwan debut store ,['😇']
105,"it’s a good thing they let themselves out 😇 
red flag 🚩","it’s a good thing they let themselves out  
red flag ",['😇']
106,awe! i will check this out today! good to be vulnerable but not easy...nope. 😇🐣🐥🌍🤴🛎👍🏽🥰,awe! i will check this out today! good to be vulnerable but not easy...nope. ,"['😇', '🐣', '👍', '🥰']"
107,"😂😂 i've started saying the occasional ""ty"" 😇"," i've started saying the occasional ""ty"" ","['😂', '😂', '😇']"
108,that's just my opinion tho 😇,that's just my opinion tho ,['😇']
109,hey! don't argue with free white chocolate 🤪 i'm leaving it for you😇😂😂,hey! don't argue with free white chocolate  i'm leaving it for you,"['😇', '😂', '😂']"
110,"they both could, but i think both are weaker than bayern. i'd prefer them to do it at the quarter final stage and not let us worry about city
 winning it for any longer 😇","they both could, but i think both are weaker than bayern. i'd prefer them to do it at the quarter final stage and not let us worry about city
 winning it for any longer ",['😇']
111,todays  defensive performance ..🥺,todays  defensive performance ..,[]
112,"my pregnant content on of is insanely hot, if i do say so myself 😇","my pregnant content on of is insanely hot, if i do say so myself ",['😇']
113,"the fact juice wrld is dead. i hope to god he’s in a ""good” everlasting place forever! #lljw #amen 🕊️🪦💔😇🤲🏽","the fact juice wrld is dead. i hope to god he’s in a ""good” everlasting place forever! #lljw #amen ️",['😇']
114,any chance we see the nordschleife? 🤞🤞🤞😇,any chance we see the nordschleife? ,['😇']
115,i moved it back down beech path - so any weary travellers can rest up in comfort 😇,i moved it back down beech path - so any weary travellers can rest up in comfort ,['😇']
116,but fr anyone come scream fidlar with me on may 3rd pls 😇,but fr anyone come scream fidlar with me on may 3rd pls ,['😇']
117,everyday is the same but im happy with it 😇,everyday is the same but im happy with it ,['😇']
118,lmao that’s fine as long as i can give you yo bday licks asap 😇,lmao that’s fine as long as i can give you yo bday licks asap ,['😇']
119,totally can relate to this especially with interviews coming up. but everything happens for a reason and it’s apart of our journey.😇,totally can relate to this especially with interviews coming up. but everything happens for a reason and it’s apart of our journey.,['😇']
120,"nope never i'm a true team sports person even if i play a game without a team 😂 yeah used to be mega competitive, but since i've retired, i just 😂 n cheer them on 😁😊😇😆","nope never i'm a true team sports person even if i play a game without a team  yeah used to be mega competitive, but since i've retired, i just  n cheer them on ","['😂', '😂', '😇']"
121,you don’t need nobody… but me 😇,you don’t need nobody… but me ,['😇']
122,heres hoping he doxes me and travels all the way here to h8 crime me😇🙏,heres hoping he doxes me and travels all the way here to h8 crime me,"['😇', '🙏']"
123,"nothing,  there is surah in quran ,surah qadir, kindly read 🙏😇","nothing,  there is surah in quran ,surah qadir, kindly read ","['🙏', '😇']"
124,thanks for being different 😇,thanks for being different ,['😇']
125,"just gave you a lil follow, now give me  pretty please 😇","just gave you a lil follow, now give me  pretty please ",['😇']
126,"♒️, what about… 😈😑, european it is expected from them… ♒️😑, us… 😈😇😎, it’s not like they can… 🙃, god of war want to… 🤑😎, he can look like war but again war has many forms","♒️, what about… , european it is expected from them… ♒️, us… , it’s not like they can… , god of war want to… , he can look like war but again war has many forms","['😇', '😎', '😎']"
127,i’m not crazy about labneh with zaatar😭,i’m not crazy about labneh with zaatar,['😭']
128,hi hello zekie my dearest i am having an iced glass of water while typing this btw 😇💕,hi hello zekie my dearest i am having an iced glass of water while typing this btw ,['😇']
129,added this one too💀i need to figure out how to make it so i can hear the music from everywhere in the house cuz i can’t sit the camera in this room forever,added this one tooi need to figure out how to make it so i can hear the music from everywhere in the house cuz i can’t sit the camera in this room forever,['💀']
130,breville barista express only 😇,breville barista express only ,['😇']
131,"tried it once with salem, never again.. we do wet towels and rinse free shampoo over here 😂😂😂","tried it once with salem, never again.. we do wet towels and rinse free shampoo over here ","['😂', '😂', '😂']"
132,"have you not read how healthy chocolate is?😇you are beautiful,don’t torture yourself 🤷‍♀️","have you not read how healthy chocolate is?you are beautiful,don’t torture yourself ‍♀️",['😇']
133,it’s tuesday  my weekend is already packed. thank you boat szn 😇,it’s tuesday &amp; my weekend is already packed. thank you boat szn ,['😇']
134,"ohh! woww! handsome juicy!! now i understand why jenni o just wouldn't  stop hurting 😇 and he is so slim and tall, the production cameras are truly old models because juicy looked big in the house. print this photo and keep, in few years you will show it off when juicy becomes","ohh! woww! handsome juicy!! now i understand why jenni o just wouldn't  stop hurting  and he is so slim and tall, the production cameras are truly old models because juicy looked big in the house. print this photo and keep, in few years you will show it off when juicy becomes",['😇']
135,i'm champ now so get on your knees and bow down to me. 😇,i'm champ now so get on your knees and bow down to me. ,['😇']
136,today my friend called me a little pumpkin bc i have orange hair 😇,today my friend called me a little pumpkin bc i have orange hair ,['😇']
137,what about one with  programming? 😇,what about one with  programming? ,['😇']
138,"✓statistics...
✓homework
✓physics
✓maths
✓online class
✓research paper
✓essay due
✓psychology
✓economics....
😇🥰🥰#英国留学生 #英国代写 #essay代写 #代写essay #澳洲代写 #美国代写 😂😍😍wechat：quickly014 #quordle206 #100daysofcode #iot","✓statistics...
✓homework
✓physics
✓maths
✓online class
✓research paper
✓essay due
✓psychology
✓economics....
#英国留学生 #英国代写 #essay代写 #代写essay #澳洲代写 #美国代写 wechat：quickly014 #quordle206 #100daysofcode #iot","['😇', '🥰', '🥰', '😂', '😍', '😍']"
139,"✓statistics...
 ✓homework
 ✓physics 
✓maths 
✓online class
 ✓research paper
 ✓essay due 
✓psychology 
✓economics....
😇🥰🥰#英国留学生 #英国代写 #essay代写 #代写essay #澳洲代写 #美国代写 😂😍😍wechat：quickly014 #quordle206 #100daysofcode #iot","✓statistics...
 ✓homework
 ✓physics 
✓maths 
✓online class
 ✓research paper
 ✓essay due 
✓psychology 
✓economics....
#英国留学生 #英国代写 #essay代写 #代写essay #澳洲代写 #美国代写 wechat：quickly014 #quordle206 #100daysofcode #iot","['😇', '🥰', '🥰', '😂', '😍', '😍']"
140,someone better text me when i'll be asleep cause i havr bigger issues with getting out of my bed in the morning 😆😁😁😂😂🤣😀😀😃😊😊😇😘🥰😆😁,someone better text me when i'll be asleep cause i havr bigger issues with getting out of my bed in the morning ,"['😂', '😂', '🤣', '😇', '🥰']"
141,what’s funny 😒,what’s funny ,[]
142,i did! when it was authorized by the court to proceed on february 14. 😇,i did! when it was authorized by the court to proceed on february 14. ,['😇']
143,"soooo yknow how marcy was confirmed autistic after amphibia ended
can we get that for gus now please 😇😇😇","soooo yknow how marcy was confirmed autistic after amphibia ended
can we get that for gus now please ","['😇', '😇', '😇']"
144,"i honestly don't think he gives a crap about bd and his new campaign, he's got bigger fish to fry 😇💅","i honestly don't think he gives a crap about bd and his new campaign, he's got bigger fish to fry ",['😇']
145,i can’t wait for city to play as many games as possible atm😇,i can’t wait for city to play as many games as possible atm,['😇']
146,"amerikkka filled with pedophiles and unhealthy consumption! let’s go to the side and create our own laws of power! i don’t look through the lens of all, so i probably can’t see what your looking into😇","amerikkka filled with pedophiles and unhealthy consumption! let’s go to the side and create our own laws of power! i don’t look through the lens of all, so i probably can’t see what your looking into",['😇']
147,i would love to be your tour guide y’all can come to leimert park with me for juneteenth 😇,i would love to be your tour guide y’all can come to leimert park with me for juneteenth ,['😇']
148,"says chicago is a great choice for the dnc convention in 2024! couldn't agree more! there were over 700 murders there last year!
😇","says chicago is a great choice for the dnc convention in 2024! couldn't agree more! there were over 700 murders there last year!
",['😇']
149,"hmm, but she'd like to think the blonde is absolutely pretty and deserving of affection 😇","hmm, but she'd like to think the blonde is absolutely pretty and deserving of affection ",['😇']
150,mr do everything right😍😍😍😇😇,mr do everything right,"['😍', '😍', '😍', '😇', '😇']"
151,"tammy, oh my goodness! this is so fine! i can't begin to tell you how wonderful this feels! 🥰😍😇","tammy, oh my goodness! this is so fine! i can't begin to tell you how wonderful this feels! ","['🥰', '😍', '😇']"
152,i don’t chase i attract 😇😇😇,i don’t chase i attract ,"['😇', '😇', '😇']"
153,"since tomorrow marks my eight months of being the digital content producer (and being back to working at kyma), i want to express my appreciation to the one of best bosses in the world: ! 😇

sincerely,","since tomorrow marks my eight months of being the digital content producer (and being back to working at kyma), i want to express my appreciation to the one of best bosses in the world: ! 

sincerely,",['😇']
154,you are a angel on earth ❤️❤️😇😘😘,you are a angel on earth ❤️❤️,['😇']
155,what the hell 😳,what the hell ,[]
156,"popular lady so maybe true ? like others i've a sticky sock to prove it 

🤢🤢🤢😉😉😉😇😇😇","popular lady so maybe true ? like others i've a sticky sock to prove it 

","['😉', '😉', '😉', '😇', '😇', '😇']"
157,"let’s taco bout your fillings, by seasoning the moment 😬😇🤦‍♀️😂🤣","let’s taco bout your fillings, by seasoning the moment ‍♀️","['😇', '😂', '🤣']"
158,happy birthday bhai.. stay blessed and happy always.. aameen 🤲😇,happy birthday bhai.. stay blessed and happy always.. aameen ,['😇']
159,oh noo!  i have a required meeting tonight at 6pm central time.  i will be there in spirit with yall and will definitely listen to the space afterwards.  insert me for giveaways?? 😇😍 love ya fam.  im sitting on 92/100 with 2 pending on a trade for 94/100 for my set. 🫡,oh noo!  i have a required meeting tonight at 6pm central time.  i will be there in spirit with yall and will definitely listen to the space afterwards.  insert me for giveaways??  love ya fam.  im sitting on 92/100 with 2 pending on a trade for 94/100 for my set. ,"['😇', '😍', '\U0001fae1']"
160,"no outta town btch can keep my attention if we ain’t talking everyday, on facetime , following each other seeing each other posts .  setting up meet-dates 

i’ll fw a rat btch from my city before i be faithful to somebody not talking to me and stimulating my mind 🤷🏽‍♂️","no outta town btch can keep my attention if we ain’t talking everyday, on facetime , following each other seeing each other posts . &amp; setting up meet-dates 

i’ll fw a rat btch from my city before i be faithful to somebody not talking to me and stimulating my mind ‍♂️",[]
161,not for now. i will wait for the update 7 and decide if i come back. at least this is the plan for now.😇,not for now. i will wait for the update 7 and decide if i come back. at least this is the plan for now.,['😇']
162,you know the best way to celebrate #nationalpetday is to get them a #moospetsofa.. 😇,you know the best way to celebrate #nationalpetday is to get them a #moospetsofa.. ,['😇']
163,"are you sitting comfortably😂
hi ma belle isa🌹
good evening, i hope you’ve had a good day
tysm for your kind words, best wishes  sharing joy as always your an😇
i wish you good night, sweet dreams  a lovely wednesday filled with all good things
keep😁
🐻🤗💞
🙋‍♀️😁⏰
#friends 👯‍♀️","are you sitting comfortably
hi ma belle isa
good evening, i hope you’ve had a good day
tysm for your kind words, best wishes &amp; sharing joy as always your an
i wish you good night, sweet dreams &amp; a lovely wednesday filled with all good things
keep

‍♀️⏰
#friends ‍♀️","['😂', '😇']"
