ID,Comments,raw text,emojis
54,"in 1986, dan marino threw 44 td and eric dickerson totaled 2,026 yards from scrimmage. 

lawrence taylor won mvp 😤","in 1986, dan marino threw 44 td and eric dickerson totaled 2,026 yards from scrimmage. 

lawrence taylor won mvp ",['😤']
55,why does jones always take 30 touches 😤😤,why does jones always take 30 touches ,"['😤', '😤']"
56,why are you lying and misleading people on the internet? the audacity 😤😤,why are you lying and misleading people on the internet? the audacity ,"['😤', '😤']"
57,"fr fr 😤 sometimes it does feel like that. 
though other times, i am sure they don’t mean to offend, but… it’s also not the compliment they might think it is.","fr fr  sometimes it does feel like that. 
though other times, i am sure they don’t mean to offend, but… it’s also not the compliment they might think it is.",['😤']
58,i'm broke tho need to studied hard to waste it on biblebuild 😤🧍🏻‍♀️,i'm broke tho need to studied hard to waste it on biblebuild ‍♀️,['😤']
59,give short kings some respect 😤,give short kings some respect ,['😤']
60,come comment below what ur fav moments are for the tourney😤,come comment below what ur fav moments are for the tourney,['😤']
61,hell no i’m going up to that guy and snatch away his phone and tell him to stfu 😤,hell no i’m going up to that guy and snatch away his phone and tell him to stfu ,['😤']
62,"“checkmate you crt-obsessed, marxist blm woke britain-hating historians. while you have your peer-reviewed propaganda, we have pullouts from the radio times” 😤","“checkmate you crt-obsessed, marxist blm woke britain-hating historians. while you have your peer-reviewed propaganda, we have pullouts from the radio times” ",['😤']
63,and also stop thirst over my dongsaeng 😤,and also stop thirst over my dongsaeng ,['😤']
64,you continue to be the sweetest.🥺♥️♥️ i am not worthy 😭😭😤😤,you continue to be the sweetest.♥️♥️ i am not worthy ,"['😭', '😭', '😤', '😤']"
65,"you’re pretty pretty!! wait not in option? i’ll add in that option 😤🤍 hehe okay serious, to me you’re bunny pretty !! 🤩 hehe","you’re pretty pretty!! wait not in option? i’ll add in that option  hehe okay serious, to me you’re bunny pretty !!  hehe","['😤', '🤍']"
66,that moment of stupidness of xhaka has fucked us 😤 given liverpool some fire and we’ve lost all composure as a team. half time is needed asap,that moment of stupidness of xhaka has fucked us  given liverpool some fire and we’ve lost all composure as a team. half time is needed asap,['😤']
67,no cleansheet for palmsdale i’m leaving with something 😤,no cleansheet for palmsdale i’m leaving with something ,['😤']
68,junior year of hs was mikals last missed game. dude has replaced ironman in the dictionary 😤,junior year of hs was mikals last missed game. dude has replaced ironman in the dictionary ,['😤']
69,nhlanhla' s uncle😤😂looks like he's thirsty for ingudu yecastle 😂#datemyfamily,nhlanhla' s unclelooks like he's thirsty for ingudu yecastle #datemyfamily,"['😤', '😂', '😂']"
70,you are something special indeed...🥵😍🔥⚽️🫡😤!!,you are something special indeed...⚽️!!,"['🥵', '😍', '🔥', '\U0001fae1', '😤']"
71,after all this time? always 😤,after all this time? always ,['😤']
72,i'm so sad it's not happening again it was such a great event 😭,i'm so sad it's not happening again it was such a great event ,['😭']
73,****james harden has never won the nba finals in his 14 seasons in the league 😤,****james harden has never won the nba finals in his 14 seasons in the league ,['😤']
74,i don’t have a permit and i don’t need one! i can do what i want! 😤✨,i don’t have a permit and i don’t need one! i can do what i want! ✨,['😤']
75,‘xavier hutchinson’ don’t let brock purdy get hands on this guy jk please do 😈😈 😤,‘xavier hutchinson’ don’t let brock purdy get hands on this guy jk please do  ,['😤']
76,this why i don’t do shit for niggas 😤,this why i don’t do shit for niggas ,['😤']
77,if i’ve just got my period at my grandparents house i will end myself 😤😤,if i’ve just got my period at my grandparents house i will end myself ,"['😤', '😤']"
78,but mfs wanted this life thou 😭🤦🏽‍♀️,but mfs wanted this life thou ‍♀️,['😭']
79,"""jimmy just posted: don't mess with me or my family.🩸😤 ""
""tagged: no tags""

(post:","""jimmy just posted: don't mess with me or my family. ""
""tagged: no tags""

(post:",['😤']
80,i’m not going anywhere 😤,i’m not going anywhere ,['😤']
81,"never will i go to lcc for any reason, fear for height wan kill me😤💔","never will i go to lcc for any reason, fear for height wan kill me",['😤']
82,"lakers losing to the clippers for 11th straight time
the streets won i'm afraid😤🔥","lakers losing to the clippers for 11th straight time
the streets won i'm afraid","['😤', '🔥']"
83,gotta do it to they ass when they don’t listen 😤,gotta do it to they ass when they don’t listen ,['😤']
84,we've lost composure  control because that idiot xhaka wants to make this a brawl 😤,we've lost composure &amp; control because that idiot xhaka wants to make this a brawl ,['😤']
85,"no fucking way 😭 what the hell is this?
this is such a funny. they are both cute 😤","no fucking way  what the hell is this?
this is such a funny. they are both cute ","['😭', '😤']"
86,now i have to postpone sleeping or else my face will be puffy later. thanks for the angst 😤☺️,now i have to postpone sleeping or else my face will be puffy later. thanks for the angst ☺️,['😤']
87,"beautiful family eastertime, feeling very blessed. little peeps very content, excited  sooo well behaved at church (even if it was ‘sad’ music)😤🤦‍♀️nb you can’t beat a good egg hunt! 🐣🐣🐣🐣hoppy easter all!","beautiful family eastertime, feeling very blessed. little peeps very content, excited &amp; sooo well behaved at church (even if it was ‘sad’ music)‍♀️nb you can’t beat a good egg hunt! hoppy easter all!","['😤', '🐣', '🐣', '🐣', '🐣']"
88,jibiti bank has totally crumbled my easter 😤,jibiti bank has totally crumbled my easter ,['😤']
89,absolutely 😤,absolutely ,['😤']
90,"see, tomorrow is a day off, especially after the bullshit i'm pulling today, but is it really a day off if i put all my book promo/cleaning/writing off until then? 😤 the answer is no and i want to defeat as much as i can today.

oh boy.","see, tomorrow is a day off, especially after the bullshit i'm pulling today, but is it really a day off if i put all my book promo/cleaning/writing off until then?  the answer is no and i want to defeat as much as i can today.

oh boy.",['😤']
91,a stupid stupid goal to fckng concede 🤬😡. also this referee is a complete fool clearly biased towards l’pool how many fouls is he going to let l’pool commit!  the fckng concentration needs to be on point gabi should’ve done better should still be 2-0 rather than 2-1 😤😤.,a stupid stupid goal to fckng concede . also this referee is a complete fool clearly biased towards l’pool how many fouls is he going to let l’pool commit!  the fckng concentration needs to be on point gabi should’ve done better should still be 2-0 rather than 2-1 .,"['😡', '😤', '😤']"
92,"even more so, he’d get off his feckless azz and do something about it !!! 😤😡 what a bloviating whimp . 😞","even more so, he’d get off his feckless azz and do something about it !!!  what a bloviating whimp . ","['😤', '😡']"
93,if people haven't fig out #ukraine is fake this is how much u pay attention 😤 😒,if people haven't fig out #ukraine is fake this is how much u pay attention  ,['😤']
94,"ghareeb log, i will pay you post match if you are that worried about losing. 😤","ghareeb log, i will pay you post match if you are that worried about losing. ",['😤']
95,i literally drove to three stores for   vertuo pods omg 😤😖🙎🏾‍♀️ thank you  for having some in stock  opening on easter sunday ☺️,i literally drove to three stores for   vertuo pods omg ‍♀️ thank you  for having some in stock &amp; opening on easter sunday ☺️,['😤']
96,k-armys fighting ! 😤💪🏻,k-armys fighting ! ,['😤']
97,"like a good responsible adult, i've got my mask on, distancing from family, isolating in general, and being super careful about cross-contamination. my kids might have gotten me sick but i will not be the one to spread it to others. 😤","like a good responsible adult, i've got my mask on, distancing from family, isolating in general, and being super careful about cross-contamination. my kids might have gotten me sick but i will not be the one to spread it to others. ",['😤']
98,what’s your current tier and what is your role? 😤🫵,what’s your current tier and what is your role? 🫵,['😤']
99,"when we say you pretty, atleast say thank you 😤.","when we say you pretty, atleast say thank you .",['😤']
100,"“she said she gunna go to your apartment” 
well shiii she better grab a meal before she come here bc it’ll be her last😤","“she said she gunna go to your apartment” 
well shiii she better grab a meal before she come here bc it’ll be her last",['😤']
101,and the rest of the summer 😤,and the rest of the summer ,['😤']
102,never. he could literally break someone’s arm off and beat them with it and the ref would just wave it off 😤😤🤌,never. he could literally break someone’s arm off and beat them with it and the ref would just wave it off ,"['😤', '😤']"
103,they abused this man... should've won a balon'or ....at least ones😤,they abused this man... should've won a balon'or ....at least ones,['😤']
104,james harden has never won an nba finals in his 14 seasons in the league 😤,james harden has never won an nba finals in his 14 seasons in the league ,['😤']
105,obi wan could have been a quiet character study about a man questioning his faith after losing everything and having to watch evil take over and being unable to do anything about it. we got cheated  😤,obi wan could have been a quiet character study about a man questioning his faith after losing everything and having to watch evil take over and being unable to do anything about it. we got cheated  ,['😤']
106,...this rotates four times...🤷‍♀️,...this rotates four times...‍♀️,[]
107,of course 😤,of course ,['😤']
108,"greatest there was, greatest there is,greatest there will be.
 is  the fucking name men.😤","greatest there was, greatest there is,greatest there will be.
 is  the fucking name men.",['😤']
109,told y’all and everyone said otherwise 😤,told y’all and everyone said otherwise ,['😤']
110,"hate arsenal so much but fuck me they do deserve this title, been so consistent all season and won important games 😤","hate arsenal so much but fuck me they do deserve this title, been so consistent all season and won important games ",['😤']
111,jesús died on the cross i think a little party rock anthem is the least you could do 😤 lmao,jesús died on the cross i think a little party rock anthem is the least you could do  lmao,['😤']
112,"honestly, they are not even worth the fight. 
lesson learned. 😤","honestly, they are not even worth the fight. 
lesson learned. ",['😤']
113,not to be that guy but real ones know that drawing was in the show 😓😤,not to be that guy but real ones know that drawing was in the show ,['😤']
114,oh gosh lakers gonna take it easy and win by 5 when they supposed to win by 60 😤🤣,oh gosh lakers gonna take it easy and win by 5 when they supposed to win by 60 ,"['😤', '🤣']"
115,this game 😤🔥,this game ,"['😤', '🔥']"
116,why is it so hard to find this tea in my area 😭😤 it’s my favorite flavor #frustrated,why is it so hard to find this tea in my area  it’s my favorite flavor #frustrated,"['😭', '😤']"
117,"harden has never seen a finals in his 14 season in the league. 

😤","harden has never seen a finals in his 14 season in the league. 

",['😤']
118,"pnc bank is slacking this easter weekend, 240$ vanished from my account out of no where 😤","pnc bank is slacking this easter weekend, 240$ vanished from my account out of no where ",['😤']
119,"says the red girk, the most typical colour in the world 😤","says the red girk, the most typical colour in the world ",['😤']
120,2/2. any suggestions for a tropical vacay? 🚫 wildly expensive but out of these divided 🚫 united states? don't send us where the pineapple 🍍 couples collect. we're 🚫 swingers  i hate they've ruined pineapples! 🤨😤,2/2. any suggestions for a tropical vacay?  wildly expensive but out of these divided  united states? don't send us where the pineapple  couples collect. we're  swingers &amp; i hate they've ruined pineapples! ,['😤']
121,i thiught i was getting a zesty emote 😡😤,i thiught i was getting a zesty emote ,"['😡', '😤']"
122,"i signposted this on last strikes! they’re either thick as mince, incompetent or taking the royal p out of us!!! work to rule was the right way through this… 😤 there is deffo hidden agendas.!","i signposted this on last strikes! they’re either thick as mince, incompetent or taking the royal p out of us!!! work to rule was the right way through this…  there is deffo hidden agendas.!",['😤']
123,boot cut only no skinnies 😤,boot cut only no skinnies ,['😤']
124,i’m ready to start my day  now i can’t because he decided to take my key 😤 i’m upset brooo .,i’m ready to start my day &amp; now i can’t because he decided to take my key  i’m upset brooo .,['😤']
125,"🎶as the plot thickens it gives me the dickens
reminiscent of charles, a lil' disco-tech nestled in the ghettos
of niccaville, usa via atlanta, georgia, a lil' spot where
young men and young women go to experience they first lil'🎶
-spottieottiedopaliscious
outkast😤","as the plot thickens it gives me the dickens
reminiscent of charles, a lil' disco-tech nestled in the ghettos
of niccaville, usa via atlanta, georgia, a lil' spot where
young men and young women go to experience they first lil'
-spottieottiedopaliscious
outkast",['😤']
126,"no sleeping on the gals now  , they’re up next! let’s go q!! 😤😤 #firedupalum","no sleeping on the gals now  , they’re up next! let’s go q!!  #firedupalum","['😤', '😤']"
127,w1 doesnt deserve xiaoting and graces 😤,w1 doesnt deserve xiaoting and graces ,['😤']
128,"not to mention the fact the odds are rigged again in rodman’s favor.

haven’t seen a single person pull someone other than rodman.

even w a free locker code they can’t give us an equal % at pulling a decent card.

rigged af 😤","not to mention the fact the odds are rigged again in rodman’s favor.

haven’t seen a single person pull someone other than rodman.

even w a free locker code they can’t give us an equal % at pulling a decent card.

rigged af ",['😤']
129,don’t be looking in my can for any eggs! 😤,don’t be looking in my can for any eggs! ,['😤']
130,who tf these people are?? tell em that we can't kick it 😤,who tf these people are?? tell em that we can't kick it ,['😤']
131,"now i'm wondering if my reaction should be ""xiaohua 🥺"" or ""that's right! 😤"" 😆","now i'm wondering if my reaction should be ""xiaohua "" or ""that's right! "" ",['😤']
132,uuughh! i'm so sorry! hers is nothing but weeds so they all make their way into my yard as well. 😫,uuughh! i'm so sorry! hers is nothing but weeds so they all make their way into my yard as well. ,[]
133,that better be the first and the last of it 😤,that better be the first and the last of it ,['😤']
134,"😤 to  because using 200 mbps plan ..b…

excitel in india: speed, performance, outages and user reviews
👉 

#fing #internet #excitel

via"," to  because using 200 mbps plan ..b…

excitel in india: speed, performance, outages and user reviews
 

#fing #internet #excitel

via","['😤', '👉']"
135,"1) hasbro why are they separated!? 😤
2) i need them too god, making grabby hands as we speak","1) hasbro why are they separated!? 
2) i need them too god, making grabby hands as we speak",['😤']
136,could’ve been 30-0 without de gea 😤😤😤,could’ve been 30-0 without de gea ,"['😤', '😤', '😤']"
137,"no doubt ! so done with that pompous , corrupt asshat. soooooo done 😤","no doubt ! so done with that pompous , corrupt asshat. soooooo done ",['😤']
138,what the fuck is it with these baseball players immediately yes!! look at this guy!! omfg 😤😤😤😤😤😤😤😤droolz,what the fuck is it with these baseball players immediately yes!! look at this guy!! omfg droolz,"['😤', '😤', '😤', '😤', '😤', '😤', '😤', '😤']"
139,i don't watch streamers! take the compliment 😤,i don't watch streamers! take the compliment ,['😤']
140,and really hasn't done anything!😤,and really hasn't done anything!,['😤']
141,"james harden has never missed the nba playoffs in his 14 seasons in the league 😤 

(h/t )","james harden has never missed the nba playoffs in his 14 seasons in the league  

(h/t )",['😤']
142,"i lost one of my closest friends just for saying i believe trans people deserve access to gender-affirming care. good riddance 😤 the unprovoked hatred and harassment trans people experience on a daily basis is truly disgusting, i'll gladly stand as an ally in this fight.","i lost one of my closest friends just for saying i believe trans people deserve access to gender-affirming care. good riddance  the unprovoked hatred and harassment trans people experience on a daily basis is truly disgusting, i'll gladly stand as an ally in this fight.",['😤']
143,// i have fun and bond with my friends by winning 💪🔥🔥💯💯💯we on that sigma grindset (pun intended) and crushing the opposition 😤😤🙌🤜🤛 /j,// i have fun and bond with my friends by winning we on that sigma grindset (pun intended) and crushing the opposition  /j,"['🔥', '🔥', '😤', '😤']"
144,yo i’m improving so much nothing can stop me 😤,yo i’m improving so much nothing can stop me ,['😤']
145,"someone said new ath for the $gm token?
don't fade the gm machine 🫡😤 #lfgm","someone said new ath for the $gm token?
don't fade the gm machine  #lfgm","['\U0001fae1', '😤']"
146,after d-day im'ma keep a iconic layout that everyone will recognise me by the pfp i will be phamous😤💗,after d-day im'ma keep a iconic layout that everyone will recognise me by the pfp i will be phamous,['😤']
147,"protect him from bs like this. he doesn’t deserve that ☹️ he deserves the world but the world don’t deserve lee know. 

…….

please respect your idols. it doesn’t take much, just common sense and basic human decency. 

…….

end of rant 😤 now i’m sad, bye.","protect him from bs like this. he doesn’t deserve that ☹️ he deserves the world but the world don’t deserve lee know. 

…….

please respect your idols. it doesn’t take much, just common sense and basic human decency. 

…….

end of rant  now i’m sad, bye.",['😤']
148,and has a plethora of 0 championships 😤.,and has a plethora of 0 championships .,['😤']
149,fine ill make another one. 😤😤😤,fine ill make another one. ,"['😤', '😤', '😤']"
150,"trent is getting pretty aggressive!!
😤😤
#livars #coyg","trent is getting pretty aggressive!!

#livars #coyg","['😤', '😤']"
151,that's the best one i've seen for chelsea well done 👏 ✔️,that's the best one i've seen for chelsea well done  ✔️,[]
152,"we know bg is going to bring the energy today 😤

tune into celtics pgl:","we know bg is going to bring the energy today 

tune into celtics pgl:",['😤']
153,"sportscenter: james harden has never missed the nba playoffs in his 14 seasons in the league 😤 

(h/t )","sportscenter: james harden has never missed the nba playoffs in his 14 seasons in the league  

(h/t )",['😤']
154,"i don't hate my attitude
i love my attitude
that's why if i am mad know one will talk to me 
🤷😤💯","i don't hate my attitude
i love my attitude
that's why if i am mad know one will talk to me 
",['😤']
155,"grand rising my friend 🌞🫶

are you ready to rock? 😤","grand rising my friend 🫶

are you ready to rock? ",['😤']
156,"on a fun note, this morning i picked out this all-green ultra chill dude🤟 though there are so many sick ones it was tough to only get one😤😤 def something exciting in this space. crisp quality  cool vibes. i need more…

 🌊🌊🌊🌊👀

#savedsouls #nftcommunity","on a fun note, this morning i picked out this all-green ultra chill dude though there are so many sick ones it was tough to only get one def something exciting in this space. crisp quality &amp; cool vibes. i need more…

 

#savedsouls #nftcommunity","['😤', '😤', '👀']"
157,suck some dick and stop worrying bout the next btc. 😤😤😤😤😤😤😤😤😤,suck some dick and stop worrying bout the next btc. ,"['😤', '😤', '😤', '😤', '😤', '😤', '😤', '😤', '😤']"
158,why tf it’s cold 😤😤😤 don’t piss me off !!!!,why tf it’s cold  don’t piss me off !!!!,"['😤', '😤', '😤']"
159,consider this as friendly warning but i better not find out about kissing being deleted. it's not too late to edit them back into the drama.😤😤🔪,consider this as friendly warning but i better not find out about kissing being deleted. it's not too late to edit them back into the drama.,"['😤', '😤']"
160,i feel how he sits on this mountain 😤❣️,i feel how he sits on this mountain ❣️,['😤']
161,"i'll f them up, with numbers 😤😤👊🏻👊🏻","i'll f them up, with numbers ","['😤', '😤']"
162,he better get three because we are dying 😤,he better get three because we are dying ,['😤']
163,😤 mohamed salah now has scored 9 goals in 13 appearances in the #premierleague against arsenal., mohamed salah now has scored 9 goals in 13 appearances in the #premierleague against arsenal.,['😤']
164,come on liverpool 😤,come on liverpool ,['😤']
165,i’ll be cooking this one day this week 😤,i’ll be cooking this one day this week ,['😤']
166,eddie bull he's edible 💃 he really is incredible 😤 he's simply 🖕 the best of 👏 the bunch ☝️,eddie bull he's edible  he really is incredible  he's simply  the best of  the bunch ☝️,"['😤', '🖕']"
167,probably loves the russian lights on easter 😤,probably loves the russian lights on easter ,['😤']
168,truth is i’m just in a better price range 🎶,truth is i’m just in a better price range ,[]
169,"i hate his smirk, i want to kiss that smirk now😤","i hate his smirk, i want to kiss that smirk now",['😤']
170,that’s so real (i have some confidential information about him if he ever thinks about snitching he’ll so pay for it 😤),that’s so real (i have some confidential information about him if he ever thinks about snitching he’ll so pay for it ),['😤']
171,there’s something called case history yunno. 😤,there’s something called case history yunno. ,['😤']
172,when is my man loki coming back to serve cunt 😤😤😤,when is my man loki coming back to serve cunt ,"['😤', '😤', '😤']"
173,expect it to hit 100 next year 😤,expect it to hit 100 next year ,['😤']
174,"person likes childe as much as ""a normal person"" like no, childe fans don't like him anything close to a normal amount 😤","person likes childe as much as ""a normal person"" like no, childe fans don't like him anything close to a normal amount ",['😤']
175,guys where is it?? 😤😤😭,guys where is it?? ,"['😤', '😤', '😭']"
176,"money mike has been mr. reliable since the trade and hit 15k career points yesterday 😤

#raisedbywolves","money mike has been mr. reliable since the trade and hit 15k career points yesterday 

#raisedbywolves",['😤']
177,that’s a bad man 😤😮‍💨,that’s a bad man ‍,['😤']
178,fstwt collectively manifesting gp sheff into existence by constantly joking about walking into yuzuru in tesco and what meal deals skaters would get was truly a good time 😌,fstwt collectively manifesting gp sheff into existence by constantly joking about walking into yuzuru in tesco and what meal deals skaters would get was truly a good time ,[]
179,"wtf green hater?!?
girl my favourite colour is green 😤","wtf green hater?!?
girl my favourite colour is green ",['😤']
180,"mashallah, uncle. the kingdom of heaven is at hand.🌅😤💯🙌🏻","mashallah, uncle. the kingdom of heaven is at hand.",['😤']
181,she deserves someone who's going to love her the way that she loves them 😤,she deserves someone who's going to love her the way that she loves them ,['😤']
182,everyone had the same idea as me on easter. to go wash clothes 😤,everyone had the same idea as me on easter. to go wash clothes ,['😤']
