ID,Comments,raw text,emojis
23,"📎
reach more #readers with 

low cost ✔️ high impact ✔️ flexible options ✔️

20-day tweet campaigns $39 ~ we'll share your book 10 times a day with our book loving followers!

➡️  

#authors #fiction #tweetyourbooks #bookboost 🚀","
reach more #readers with 

low cost ✔️ high impact ✔️ flexible options ✔️

20-day tweet campaigns $39 ~ we'll share your book 10 times a day with our book loving followers!

➡️  

#authors #fiction #tweetyourbooks #bookboost ","['📎', '🚀']"
24,"posts tue, apr 11 ✔️
starting tumblr time 2:04pm
expected to be completed 5:34pm
completed 6:05pm ... 👍break included

a single issue
instagram is ok... but i still can't follow anyone.

in my ""home station"" playing
all of you
julio iglesias / diana ross","posts tue, apr 11 ✔️
starting tumblr time 2:04pm
expected to be completed 5:34pm
completed 6:05pm ... break included

a single issue
instagram is ok... but i still can't follow anyone.

in my ""home station"" playing
all of you
julio iglesias / diana ross",['👍']
25,"🔥hot tip alert!🔥 #barca v girona - 73% chance of a barca win. mr green's got the best odds (4/11), beating average 5/13 odds by 2.87%🤯 lock it in🔒  enjoy some solid value ✔️ you savvy punter, you!⚽️🎩 bet smart, bet with #betbadger🦡 g'luck!🍀 #laliga #mrgreen #bettingtips","hot tip alert! #barca v girona - 73% chance of a barca win. mr green's got the best odds (4/11), beating average 5/13 odds by 2.87% lock it in &amp; enjoy some solid value ✔️ you savvy punter, you!⚽️ bet smart, bet with #betbadger g'luck! #laliga #mrgreen #bettingtips","['🔥', '🔥', '🤯', '🔒', '🎩', '🦡', '🍀']"
26,"winner 1🏆:  (active follower)

winner2🏆:  (twitter picker)

as usual dm me to schedule a call with me!

thanks😊 

✔️","winner 1:  (active follower)

winner2:  (twitter picker)

as usual dm me to schedule a call with me!

thanks 

✔️","['🏆', '🏆', '😊']"
27,"mention of s0ulmate ✔️

jsng has pointed to mnh0 as his hvsband, g¡rlfriend, and s0ulmate so far this year… what’s next 😵‍💫","mention of s0ulmate ✔️

jsng has pointed to mnh0 as his hvsband, g¡rlfriend, and s0ulmate so far this year… what’s next ‍","['😵', '💫']"
28,"university          done ✔️
nysc                      done ✔️ 
job                         pending..........
marriage            pending..........

ya allah see us through 😢 😭 🙏🙏🙏.","university          done ✔️
nysc                      done ✔️ 
job                         pending..........
marriage            pending..........

ya allah see us through   .","['😢', '😭', '🙏', '🙏', '🙏']"
29,"🔔today | #mostrequestedlive in 1hr!

⏰7pm - 12am et
✔️#back_down - 1 request per hr/acct

tw: 
ig: 
fb: 
tt: 
sc: 
📞(855) 495-7274

#p1harmony #피원하모니","today | #mostrequestedlive in 1hr!

⏰7pm - 12am et
✔️#back_down - 1 request per hr/acct

tw: 
ig: 
fb: 
tt: 
sc: 
(855) 495-7274

#p1harmony #피원하모니","['🔔', '📞']"
30,"winner 🏆: 

✔️  i will send you a message for your price 🎁","winner : 

✔️  i will send you a message for your price ","['🏆', '🎁']"
31,"i was thinking of this film  🎞  .
 this is good  ✔️ 🎬","i was thinking of this film    .
 this is good  ✔️ ","['🎞', '🎬']"
32,"all by design ✔️ 💯 
""the lights are on but nobody's home""","all by design ✔️  
""the lights are on but nobody's home""",['💯']
33,"bobbling grab in left field friday ✔️
stumbling grab at catcher saturday ✔️

blake sabol showing off the defensive versatility 👀

(🎥: )","bobbling grab in left field friday ✔️
stumbling grab at catcher saturday ✔️

blake sabol showing off the defensive versatility 

(: )","['👀', '🎥']"
34,rich off dawgs 🐶💰✔️#istampthat,rich off dawgs ✔️#istampthat,"['🐶', '💰']"
35,"tycoon fintech is one-stop-shop for all defi services👍

✅tycoon defi staking app
✅tycoon blockchain with zero gas fee and 100000tps
✅tycoon payment gateway 
social media crypto wallet

🔥p2b 
🔥coinsbit exchanges listed 

🟢presale  

audit  kyc ✔️","tycoon fintech is one-stop-shop for all defi services

✅tycoon defi staking app
✅tycoon blockchain with zero gas fee and 100000tps
✅tycoon payment gateway 
social media crypto wallet

p2b 
coinsbit exchanges listed 

presale  

audit &amp; kyc ✔️","['👍', '🔥', '🔥', '🟢']"
36,"it was a beautiful morning for some trapshooting out in boulder city!

golf cart ✔️
benelli ethos ✔️
bottle of water ✔️

if you haven’t been out there, it’s a must!

they’re open 7 days a week from 7am-5pm 😍","it was a beautiful morning for some trapshooting out in boulder city!

golf cart ✔️
benelli ethos ✔️
bottle of water ✔️

if you haven’t been out there, it’s a must!

they’re open 7 days a week from 7am-5pm ",['😍']
37,...👀👀👀👀 another goal✔️,... another goal✔️,"['👀', '👀', '👀', '👀']"
38,"i'm having trouble with this stress, i'm losing everything💀✔️","i'm having trouble with this stress, i'm losing everything✔️",['💀']
39,"winners 🏆
• 
•  
thanks for spreading the word! accounts credited 

✔️","winners 
• 
•  
thanks for spreading the word! accounts credited 

✔️",['🏆']
40,"#arodadotempo
#thewheeloftime
#wotspoilers
#twitteroftime 

""a memory of light - chapter 37 - the last battle"": check ✔️

😱🤯😭","#arodadotempo
#thewheeloftime
#wotspoilers
#twitteroftime 

""a memory of light - chapter 37 - the last battle"": check ✔️

","['😱', '🤯', '😭']"
41,reply using '❤️' to grow faster 👓✔️,reply using '❤️' to grow faster ✔️,['👓']
42,"the first spot in the semifinals has been booked by the dream team💺✔️

al-arabi move on to the last four of the most prestigious cup! 🏆🤩

#amircup","the first spot in the semifinals has been booked by the dream team✔️

al-arabi move on to the last four of the most prestigious cup! 

#amircup","['💺', '🏆', '🤩']"
43,"viral music promotion 🏆
boost your music at  ✔️

if you're trying to push your music out the world but weren't able to do it fully just because people weren't showing enough interest in it or at least give it a listen, this service is for you.","viral music promotion 
boost your music at  ✔️

if you're trying to push your music out the world but weren't able to do it fully just because people weren't showing enough interest in it or at least give it a listen, this service is for you.",['🏆']
44,as long as the next jail cell has all of the gun carrying crazy maga fascists with them - then have it.  👋🏻 🇺🇸✔️,as long as the next jail cell has all of the gun carrying crazy maga fascists with them - then have it.   ✔️,"['👋', '🏻', '🇺', '🇸']"
45,everyday i see why i stay to myself. . .too much weird shit be going on❕💲🙌🏾💯🤞🏾✔️✍🏾🗣️,everyday i see why i stay to myself. . .too much weird shit be going on❕✔️✍️,"['💲', '🙌', '🏾', '💯', '🤞', '🏾', '🏾', '🗣']"
46,we r locked 🔒  loaded for bear 🐻 baby .. june 8-10 flight and car rental done ✔️ … it’s go time baby !!👊🏻🇨🇦👊🏻 #ufc289 #mma,we r locked  &amp; loaded for bear  baby .. june 8-10 flight and car rental done ✔️ … it’s go time baby !! #ufc289 #mma,"['🔒', '🐻', '👊', '🏻', '🇨', '🇦', '👊', '🏻']"
47,you mad or big mad that my $8 ✔️ looks just like yours? 🤣,you mad or big mad that my $8 ✔️ looks just like yours? ,['🤣']
48,wow 😭 you can crop a profile pic. well done 👏 ✔️,wow  you can crop a profile pic. well done  ✔️,"['😭', '👏']"
49,"damage limitation today in #pesc 🤒
missed a little bit in q, could only get p12, luckily in the sprint we managed to get p8 and pole for the feature, where we only managed p4, couldn't do much more against the coanda wall (congrats guys!)
shortened the gap to top 3✔️
onto spa🤙","damage limitation today in #pesc 
missed a little bit in q, could only get p12, luckily in the sprint we managed to get p8 and pole for the feature, where we only managed p4, couldn't do much more against the coanda wall (congrats guys!)
shortened the gap to top 3✔️
onto spa","['🤒', '🤙']"
50,"my celebs reminder

visit mycelebs
🔗 
and boost his gaon social index💖
✔️ this index reflects on the circle chart

[ #parkminhyuk - #박민혁 - #パクミニョク - #rocky - #라키 ]

click the link and follow the steps in the image.","my celebs reminder

visit mycelebs
 
and boost his gaon social index
✔️ this index reflects on the circle chart

[ #parkminhyuk - #박민혁 - #パクミニョク - #rocky - #라키 ]

click the link and follow the steps in the image.","['🔗', '💖']"
51,he should have held his nerve ✔️.  top  calm  reaction though overrides this  👍🏻,he should have held his nerve ✔️.  top  calm  reaction though overrides this  ,"['👍', '🏻']"
52,he also sold that female punk with irregular choker 190eth. stacking up 💰✔️,he also sold that female punk with irregular choker 190eth. stacking up ✔️,['💰']
53,the first one to curate a mamba 10 check reflected 🖐️  (currently theres 3). ✔️,the first one to curate a mamba 10 check reflected ️  (currently theres 3). ✔️,['🖐']
54,🔔✔️ exciting,✔️ exciting,['🔔']
55,"i didn't touch it ✔️
i shared it 💯","i didn't touch it ✔️
i shared it ",['💯']
56,"visit our discord channel to talk to hobonickels supporters:  
 ✔️ 💜  #fairlaunch","visit our discord channel to talk to hobonickels supporters:  
 ✔️   #fairlaunch",['💜']
57,"winners 🏆
• 
• 
• 

dm to 
your discord id + wallet address + project name
within 12hours
✔️","winners 
• 
• 
• 

dm to 
your discord id + wallet address + project name
within 12hours
✔️",['🏆']
58,"winners 🏆
• 
• 

dm to 
your discord id + wallet address + project name
within 12hours
✔️","winners 
• 
• 

dm to 
your discord id + wallet address + project name
within 12hours
✔️",['🏆']
59,thanks 6’4 340 2025  for the effort and focus in his  ol specific training 🔥✔️,thanks 6’4 340 2025  for the effort and focus in his  ol specific training ✔️,['🔥']
60,"can’t just blame cooper #nffc 

can blame…

fitness coach ☑️ 
physio ✔️ 
set piece coach ✅ 
transfer panel 🤝
the bald eagle 🦅","can’t just blame cooper #nffc 

can blame…

fitness coach ☑️ 
physio ✔️ 
set piece coach ✅ 
transfer panel 
the bald eagle ","['🤝', '🦅']"
61,"breakout stock for this week🚀🔥 50% upside🤑positional trade✔️  via  

#breakoutstocks  #stockstobuy  #stockmarketindia","breakout stock for this week 50% upsidepositional trade✔️  via  

#breakoutstocks  #stockstobuy  #stockmarketindia","['🚀', '🔥', '🤑']"
62,exactly. 💯✔️💯✔️💯,exactly. ✔️✔️,"['💯', '💯', '💯']"
63,"2023 goals:

new car ✔️ 
new apartment
tattoo

one down, two to go 😎","2023 goals:

new car ✔️ 
new apartment
tattoo

one down, two to go ",['😎']
64,that line just went up by 1. ✔️🐕🐶💖,that line just went up by 1. ✔️,"['🐕', '🐶', '💖']"
65,"wts// want to sell about nct

negotiable ✔️
inc pack+ adm
freebies kursi mini photocard
📍dom kaltim","wts// want to sell about nct

negotiable ✔️
inc pack+ adm
freebies kursi mini photocard
dom kaltim",['📍']
66,"once again lol i only shared this 💯
i never said it was real or fake ✔️💯","once again lol i only shared this 
i never said it was real or fake ✔️","['💯', '💯']"
67,oooo that’s top jogging whiffers 🎉👏✔️🍾,oooo that’s top jogging whiffers ✔️,"['🎉', '👏', '🍾']"
68,"winners 🏆

• 
• 
• 
• 
• 

✔️ 

当選者の方は下記discordにてチケット🎫発行頂き、twitter id discord id wallet addressを提出願います。
👇","winners 

• 
• 
• 
• 
• 

✔️ 

当選者の方は下記discordにてチケット発行頂き、twitter id &amp;discord id &amp;wallet addressを提出願います。
","['🏆', '🎫', '👇']"
69,"winner 🏆: 

congtsss ✨

can you dm send trx wallet 🤝🤑

✔️","winner : 

congtsss ✨

can you dm send trx wallet 

✔️","['🏆', '🤝', '🤑']"
70,"ethan young's to-do-list 📝

block ✔️
kill ✔️

productive day at the office. 

#reigknighted | #ncaamvb","ethan young's to-do-list 

block ✔️
kill ✔️

productive day at the office. 

#reigknighted | #ncaamvb",['📝']
71,"winner 🏆: 

congrats! dm  send this link to claim your prize 🥳

✔️","winner : 

congrats! dm  send this link to claim your prize 

✔️","['🏆', '🥳']"
72,"winner 🏆: 
congratulations 🥳 dm 
to claim your prize! 
✔️","winner : 
congratulations  dm 
to claim your prize! 
✔️","['🏆', '🥳']"
73,"nitro #nba playoffs brackets contest 🏀

perfect bracket wins $14,100 jackpot prize! 🤑

🏆 top 10 players will share $850 prize pool

✔️ free entry contest available

fill out your brackets now ➡️","nitro #nba playoffs brackets contest 

perfect bracket wins $14,100 jackpot prize! 

 top 10 players will share $850 prize pool

✔️ free entry contest available

fill out your brackets now ➡️","['🏀', '🤑', '🏆']"
74,barça are now 15 points clear... well done villarreal 👏 ✔️,barça are now 15 points clear... well done villarreal  ✔️,['👏']
75,"talking to the 🌙 ❌
talking to allah  🫶🏻✔️","talking to the  ❌
talking to allah  🫶✔️","['🌙', '🏻']"
76,easter 🐣 gain . retweets faster ✔️,easter  gain . retweets faster ✔️,['🐣']
77,"winner 🏆: 
congratulations 🥳 dm me to claim your prize! thank you for joining my giveaway 💗

✔️","winner : 
congratulations  dm me to claim your prize! thank you for joining my giveaway 

✔️","['🏆', '🥳', '💗']"
78,"- bitcoin is valuable because it's scarce❌￼- bitcoin is valuable because it's costly to produce❌￼- bitcoin is valuable because it's useful￼✔️

🧵￼1/","- bitcoin is valuable because it's scarce❌￼- bitcoin is valuable because it's costly to produce❌￼- bitcoin is valuable because it's useful￼✔️

￼1/",['🧵']
79,"brandon clay summer showcase

🗓️ june 3
📍 atl

elite 6 months for ‘25 #bclayrecruiting kayla cleaveland of river ridge / southeast all stars

all state ✔️
state champ ✔️
ga southern offer ✔️

who’s next?





register","brandon clay summer showcase

️ june 3
 atl

elite 6 months for ‘25 #bclayrecruiting kayla cleaveland of river ridge / southeast all stars

all state ✔️
state champ ✔️
ga southern offer ✔️

who’s next?





register","['🗓', '📍']"
80,10 mile run done ✔️ in preparation for the maine coast 13.1.🌊,10 mile run done ✔️ in preparation for the maine coast 13.1.,['🌊']
81,3 points is all that matters and 3 points we shall get🙏🏆✔️,3 points is all that matters and 3 points we shall get✔️,"['🙏', '🏆']"
82,"chief keef say “you can act like it bitch, i know ya see me” fuck 🤣✔️","chief keef say “you can act like it bitch, i know ya see me” fuck ✔️",['🤣']
83,"truthful journalism? 🤔
fact check: true ✔️ check it out. 👇","truthful journalism? 
fact check: true ✔️ check it out. ","['🤔', '👇']"
84,"the first spot in the semifinals has been booked by the dream team💺✔️

al-arabi move on to the last four of the most prestigious cup! 🏆🤩

#amircup","the first spot in the semifinals has been booked by the dream team✔️

al-arabi move on to the last four of the most prestigious cup! 

#amircup","['💺', '🏆', '🤩']"
85,"had the same over paths of glory, the shining and ds - went with the latter because, well, peak sellers and it claws your dreams. 
also jaws, ce3k, raiders and eots🙋‍♂️and rear window and nbn✔️","had the same over paths of glory, the shining and ds - went with the latter because, well, peak sellers and it claws your dreams. 
also jaws, ce3k, raiders and eots‍♂️and rear window and nbn✔️",['🙋']
86,truth she’s right 🇺🇸✔️,truth she’s right ✔️,"['🇺', '🇸']"
87,"university         ✔️
nysc                ✔️
job                  ✔️
marriage          ✔️

what more can i say? alhamdulillah🙏🙏","university         ✔️
nysc                ✔️
job                  ✔️
marriage          ✔️

what more can i say? alhamdulillah","['🙏', '🙏']"
88,"everything was ok till i saw again her tweets in my feed
and i'm not following her why??? ...
blocked ✔️✔️✔️
uh 😾","everything was ok till i saw again her tweets in my feed
and i'm not following her why??? ...
blocked ✔️✔️✔️
uh ",['😾']
89,"🥳 congradulations winner 🏆: tier 1 enforcer winner 
this is awesome‼️ 

✔️"," congradulations winner : tier 1 enforcer winner 
this is awesome‼️ 

✔️","['🥳', '🏆']"
90,"🎯 ultimate startup package 🎯

✔️ financial model excel template;
✔️ pitch deck template in powerpoint, keynote  google slides;
✔️ business plan template  guide in ms word;
✔️ financial dashboard in excel

only $129  💥"," ultimate startup package 

✔️ financial model excel template;
✔️ pitch deck template in powerpoint, keynote &amp; google slides;
✔️ business plan template &amp; guide in ms word;
✔️ financial dashboard in excel

only $129  ","['🎯', '🎯', '💥']"
91,you thought i was done ✔️?? we're just getting started!! it's 4:48 eastern time. i need a song 🎵 with a great message to ramp up my fly zone. open to suggestions. new worlds 🌎 love ❤️,you thought i was done ✔️?? we're just getting started!! it's 4:48 eastern time. i need a song  with a great message to ramp up my fly zone. open to suggestions. new worlds  love ❤️,"['🎵', '🌎']"
92,"do you do it too? i can’t not. 😣

and unwrapping presents takes me ages, no sticky tape scars. ✔️","do you do it too? i can’t not. 

and unwrapping presents takes me ages, no sticky tape scars. ✔️",['😣']
93,"🫡good saturday‼️

✔️we got a little better. 
✔️chemistry improved a bit. 
✔️ it was a fun practice 😂

💡our kids have fun‼️
🫶🏼we welcome all skill levels‼️
💪🏽be ready for the action‼️

🫡","good saturday‼️

✔️we got a little better. 
✔️chemistry improved a bit. 
✔️ it was a fun practice 

our kids have fun‼️
🫶we welcome all skill levels‼️
be ready for the action‼️

","['\U0001fae1', '😂', '💡', '🏼', '💪', '🏽', '\U0001fae1']"
94,"winner 🏆: 

i dmed you brother :) seems you've won 2 giveaways in one day gg 

✔️","winner : 

i dmed you brother :) seems you've won 2 giveaways in one day gg 

✔️",['🏆']
95,the best low cap to bag at the moment is #evo tokens 🚀🚀🚀✔️,the best low cap to bag at the moment is #evo tokens ✔️,"['🚀', '🚀', '🚀']"
96,"republicans, and the supreme’s and these red state legislatures have gone too far. more citizens and voters are slowly getting how their rights, privileges  what should be their own personal decisions are being taken away from them! many younger voters are seeing it. vote✔️🇺🇸","republicans, and the supreme’s and these red state legislatures have gone too far. more citizens and voters are slowly getting how their rights, privileges &amp; what should be their own personal decisions are being taken away from them! many younger voters are seeing it. vote✔️","['🇺', '🇸']"
97,should some #evo of  to their portfolio before the next pump 👀👀✔️,should some #evo of  to their portfolio before the next pump ✔️,"['👀', '👀']"
98,"sonar hair straightener delivered to our client 🚚📌✔️

hair straightener @ 6500naira only

📌

#tobibakre #gangsoflagos #chiefchimamanda","sonar hair straightener delivered to our client ✔️

hair straightener @ 6500naira only



#tobibakre #gangsoflagos #chiefchimamanda","['🚚', '📌', '📌']"
99,"you know we got that daily culinary alpha from your truly!! join up homie, let’s do this. 💎🖤✔️","you know we got that daily culinary alpha from your truly!! join up homie, let’s do this. ✔️","['💎', '🖤']"
100,"revealing the title look poster of 's next  movie tomorrow at 6 pm

stay tuned 

the busiest actor in #mollywood since 1980 🔥

undisputed #king 

 the brand #m

50+ yrs 
400+ movies
6 languages 

still as fresh as newcomer ✔️

#mammootty","revealing the title look poster of 's next  movie tomorrow at 6 pm

stay tuned 

the busiest actor in #mollywood since 1980 

undisputed #king 

 the brand #m

50+ yrs 
400+ movies
6 languages 

still as fresh as newcomer ✔️

#mammootty",['🔥']
101,"winner 🏆: 
congratulations!
✔️","winner : 
congratulations!
✔️",['🏆']
102,what an absolute legend ✔️🎨🔥,what an absolute legend ✔️,"['🎨', '🔥']"
103,"""growth is the great separator between those who succeed and those who do not."" - john c. maxwell #growthmindset 🔝⬆️✔️","""growth is the great separator between those who succeed and those who do not."" - john c. maxwell #growthmindset ⬆️✔️",['🔝']
104,plumlee got the ugliest jumper but he be makin them mf’s. 😂🤷🏽‍♂️✔️,plumlee got the ugliest jumper but he be makin them mf’s. ‍♂️✔️,"['😂', '🤷', '🏽']"
105,✔️ ✅️ minnesota ml -110 vip we are off and running already..mlb is on 🔥.  +5 units to start our day. now we will be even more aggressive during ufc...,✔️ ✅️ minnesota ml -110 vip we are off and running already..mlb is on .  +5 units to start our day. now we will be even more aggressive during ufc...,['🔥']
106,"these shami crystals that are minting now from  
are a multilayered #nft that is so much more than what is on the surface!

genuine  fully doxxed team✔️💯

consistent  honest ✔️💯

utility unmatched✔️💯

here is where they are minting: 

#dlg","these shami crystals that are minting now from  
are a multilayered #nft that is so much more than what is on the surface!

genuine &amp; fully doxxed team✔️

consistent &amp; honest ✔️

utility unmatched✔️

here is where they are minting: 

#dlg","['💯', '💯', '💯']"
107,"free will: stay💡or block 🚫 ✔️
speak god's truth 🗣✔️
no condemnation 🫂✔️
thy word is truth 📖✔️
message given ❤️‍🔥✔️","free will: stayor block  ✔️
speak god's truth ✔️
no condemnation ✔️
thy word is truth ✔️
message given ❤️‍✔️","['💡', '🚫', '🗣', '🫂', '📖', '🔥']"
108,"to me this is the best couple in the year 2023. sheilah c gashumba keep confusing the haters wama 🥰🥰🥰 // cinderella by rickman manrick ft an-known visuals droped, go stream it now 👉🏾

cc. #yourtypeofmusicdj✔️✔️","to me this is the best couple in the year 2023. sheilah c gashumba keep confusing the haters wama  // cinderella by rickman manrick ft an-known visuals droped, go stream it now 

cc. #yourtypeofmusicdj✔️✔️","['🥰', '🥰', '🥰', '👉', '🏾']"
109,i could write a lot worse. keeping my mouth in check ✔️ 🤐,i could write a lot worse. keeping my mouth in check ✔️ ,['🤐']
110,3 winners - $solends in 60 mins ⏰• like + rt + tag a friend ✔️• follow mrsolanab  sollunix with 🔔’s on ✔️,3 winners - $solends in 60 mins ⏰• like + rt + tag a friend ✔️• follow mrsolanab &amp;amp; sollunix with ’s on ✔️,['🔔']
111,"this has to be a parody account lol... you got all the boxes 📦 checked ✔️... oh yeah, he’s a great kid if you wanna score some blow  crack hoes lol","this has to be a parody account lol... you got all the boxes  checked ✔️... oh yeah, he’s a great kid if you wanna score some blow &amp; crack hoes lol",['📦']
112,"new corners option 😄✔️✔️✔️ loading
code 5ln92 (1xbet)","new corners option ✔️✔️✔️ loading
code 5ln92 (1xbet)",['😄']
113,guaranteed winning in this option 🎉✔️✔️,guaranteed winning in this option ✔️✔️,['🎉']
114,"😁erick gutierrez seals off the deal for us in the 87th minute, what a lad!🔥

psv eindhoven tt o3.5✔️💰","erick gutierrez seals off the deal for us in the 87th minute, what a lad!

psv eindhoven tt o3.5✔️","['😁', '🔥', '💰']"
115,a truly marvellous footnote. 👍👏👏✔️😁,a truly marvellous footnote. ✔️,"['👍', '👏', '👏', '😁']"
116,good afternoon saturday how are you doing today hope well are feeling good the weather is better check ✔️ out my new shorts video and 👍 thumbs up subscribe ting that bell 🔔 to all be blessed 🙏 have a good day ❤️,good afternoon saturday how are you doing today hope well are feeling good the weather is better check ✔️ out my new shorts video and  thumbs up subscribe ting that bell  to all be blessed  have a good day ❤️,"['👍', '🔔', '🙏']"
117,"go to the link in bio for fifa coins ✔️ 
0% ban rate in 4 years 🔐 
follow  ✔️ 
follow  on tiktok ✔️ 
•
•
•
•
•
#fut #fifa #fifacoins #futcoins #fifa23 #fut23","go to the link in bio for fifa coins ✔️ 
0% ban rate in 4 years  
follow  ✔️ 
follow  on tiktok ✔️ 
•
•
•
•
•
#fut #fifa #fifacoins #futcoins #fifa23 #fut23",['🔐']
